grid,case,amplitude,time,chi,delta_chi,predicted_delta_chi,delta_cycles,predicted_cycles,local_a,local_invariant,delta_density,predicted_density
finer,double,0.008,95.60000000000001,-0.000187847377895157,2.1769559488133815e-09,2.1915547332710114e-09,-3.265736664473236e-07,-3.290141193470521e-07,4.7766255367442025e-09,-1.1194719704926994e-16,-4.87333687071434e-07,-4.86875250708289e-07
finer,double,0.008,95.7,-0.00022821067316313316,2.194167563542319e-09,2.20854044206393e-09,-3.264537880901456e-07,-3.2888603180427613e-07,4.847507325129575e-09,2.4702164912286545e-17,-7.786947648913412e-07,-7.783348160978739e-07
finer,double,0.008,95.8,-0.00026818523767921804,2.2078727991378146e-09,2.2220060824979628e-09,-3.2614535175021985e-07,-3.285669721668513e-07,4.736833270330924e-09,-6.146853774234339e-17,-1.0278767125226906e-06,-1.0277181140126055e-06
finer,double,0.008,95.9,-0.0003077029791961586,2.2182305004880658e-09,2.2321113734378327e-09,-3.255792141477832e-07,-3.279874131591049e-07,4.364219910157766e-09,8.265025718086625e-17,-1.2231602403156572e-06,-1.223295591024115e-06
finer,double,0.008,96.0,-0.000346696583774696,2.225411376011177e-09,2.239028152567426e-09,-3.2470136183101323e-07,-3.2709419544379934e-07,4.179992880639934e-09,-9.533740807050096e-17,-1.3555907314444227e-06,-1.3560965008445618e-06
finer,double,0.008,96.10000000000001,-0.0003850996302566074,2.2295799356601177e-09,2.242922005746278e-09,-3.2348713405113165e-07,-3.2586251020466606e-07,4.254132719980618e-09,1.8335765120686444e-17,-1.4193833016706847e-06,-1.420315855218064e-06
finer,double,0.008,96.2,-0.00042284670331753274,2.2308762058801876e-09,2.243933832743117e-09,-3.2195147404353786e-07,-3.2430576873436774e-07,4.149562346980475e-09,-4.749645911556173e-17,-1.4121693443502892e-06,-1.41356403676358e-06
finer,double,0.008,96.3,-0.0004598735051444174,2.229397911396834e-09,2.2421628372788916e-09,-3.201523272737886e-07,-3.2248208856077527e-07,3.8074429331193815e-09,6.338566744135954e-17,-1.335074029551464e-06,-1.3369446442571302e-06
finer,double,0.008,96.4,-0.0004961169650067892,2.225187356531995e-09,2.2376523367231535e-09,-3.181932605183596e-07,-3.204963926421556e-07,3.6475729817491095e-09,-7.352595007500492e-17,-1.192622751666761e-06,-1.1949596937365398e-06
finer,double,0.008,96.5,-0.0005315153464525898,2.2182211164472124e-09,2.2303795978226346e-09,-3.1622384522750297e-07,-3.1849745980612257e-07,3.716593343228959e-09,9.512329817699915e-18,-9.92482737660616e-07,-9.952526144763085e-07
finer,double,0.008,96.60000000000001,-0.0005660083525054128,2.2084041686283237e-09,2.220250625985891e-09,-3.14429668604536e-07,-3.1666983570106606e-07,3.6153922759996736e-09,-3.0480866757270376e-17,-7.450516872342661e-07,-7.482017843994413e-07
finer,double,0.008,96.7,-0.0005995372286049102,2.195570567909734e-09,2.2071004801947204e-09,-3.1301589310665533e-07,-3.1522111430794804e-07,3.3099708923299464e-09,4.257380507945364e-17,-4.6292084343591e-07,-4.6638255036851286e-07
finer,double,0.008,96.8,-0.000632044862577239,2.179490153891156e-09,2.1906992879195173e-09,-3.121956028925844e-07,-3.1436549706595676e-07,3.175054881281746e-09,-4.999366315709139e-17,-1.602382803111979e-07,-1.6392754907449836e-07
finer,double,0.008,96.9,-0.0006634758816996802,2.1598796536015374e-09,2.170763728889143e-09,-3.1217153923993843e-07,-3.1430489013131314e-07,3.231232304602011e-09,4.0811015247726056e-19,1.4800166558970318e-07,1.4417929928152102e-07
finer,double,0.008,97.0,-0.0006937767471639939,2.136418335426868e-09,2.146973360751294e-09,-3.131140000722858e-07,-3.152092290724125e-07,3.1311527054043584e-09,-1.3702506892284472e-17,4.4669916854367386e-07,4.428424167774722e-07
finer,double,0.008,97.10000000000001,-0.000722895845410106,2.108769025827191e-09,2.1189907962391416e-09,-3.151389147701121e-07,-3.1719792784981096e-07,2.8677029695185107e-09,2.3216398636309098e-17,7.213860879762279e-07,7.175937628660671e-07
finer,double,0.008,97.2,-0.000750783575813993,2.0766010340326005e-09,2.086484449225282e-09,-3.182974967662562e-07,-3.2032418489126414e-07,2.7575728554415126e-09,-2.838543233152959e-17,9.589257555786546e-07,9.552929127921445e-07
finer,double,0.008,97.3,-0.0007773924350531128,2.0396132383937796e-09,2.0491523701136444e-09,-3.225672475236914e-07,-3.2456366409213383e-07,2.794022500866296e-09,-6.6567157579835426e-18,1.1481386431588803e-06,1.144752625501435e-06
finer,double,0.008,97.4,-0.0008026770982342765,1.997557524230885e-09,2.006745588162842e-09,-3.27838809111978e-07,-3.298089106883096e-07,2.6935396838527707e-09,-3.6909290399687576e-19,1.2803276492334703e-06,1.2772628114927353e-06
finer,double,0.008,97.5,-0.0008265944961111199,1.9502606341936096e-09,1.9590893756134854e-09,-3.3391888183609117e-07,-3.358704067878085e-07,2.4763240801613465e-09,7.994671779216426e-18,1.349675437523068e-06,1.3469894136135507e-06
finer,double,0.008,97.60000000000001,-0.0008491038881884498,1.897641335843643e-09,1.9061009629444453e-09,-3.4054566618279454e-07,-3.42484419973178e-07,2.3899087937060647e-09,-1.1827250817705045e-17,1.3534943733573002e-06,1.35122778496507e-06
finer,double,0.008,97.7,-0.0008701669321467989,1.8397232033140823e-09,1.847802457218826e-09,-3.4739736804793215e-07,-3.4932723660455886e-07,2.400745582058693e-09,-9.796694056981896e-18,1.2923253051022598e-06,1.2904995586774564e-06
finer,double,0.008,97.8,-0.0008897477493824517,1.776641670586665e-09,1.7843280138833328e-09,-3.5410663082135116e-07,-3.560350146555822e-07,2.2992548213181043e-09,7.086756112990584e-18,1.169876746143217e-06,1.1684918994248853e-06
finer,double,0.008,97.9,-0.0009078129860201163,1.708645386093964e-09,1.7159246709186696e-09,-3.602907328452697e-07,-3.622279147366146e-07,2.131420957721842e-09,-1.3034218991923233e-18,9.928072789433529e-07,9.918435027588678e-07
finer,double,0.008,98.0,-0.0009243318695355998,1.6360902242371078e-09,1.6429466662088317e-09,-3.6558333981048857e-07,-3.675365494554301e-07,2.0666596546511058e-09,-2.2948598963070847e-18,7.703686708548929e-07,7.697882015271284e-07
finer,double,0.008,98.10000000000001,-0.0009392762613525004,1.5594263969324548e-09,1.5658434889470025e-09,-3.696571864933678e-07,-3.716286549180717e-07,2.0471860716341014e-09,-8.105607801471168e-18,5.139268325349278e-07,5.13675888604848e-07
finer,double,0.008,98.2,-0.0009526207049488363,1.4791819700522846e-09,1.4851423184133378e-09,-3.722383030235218e-07,-3.742340243786133e-07,1.945106550130653e-09,7.588104441100316e-18,2.3638531876368774e-07,2.363959837904938e-07
finer,double,0.008,98.3,-0.0009643424690386724,1.3959401955762965e-09,1.401425862408192e-09,-3.731353483621776e-07,-3.751656952913136e-07,1.82856952362676e-09,-4.245265331062352e-18,-4.846284362702846e-08,-4.8268367117504315e-08
finer,double,0.008,98.4,-0.0009744215862267474,1.31031417931627e-09,1.3153069138717758e-09,-3.72269733123526e-07,-3.7433547030046126e-07,1.7824129258997576e-09,-1.4608615867134774e-19,-3.2661786197873965e-07,-3.2632281778785385e-07
finer,double,0.008,98.5,-0.0009828408872851423,1.2229194230623658e-09,1.2274011641841342e-09,-3.696626451733491e-07,-3.717624661801799e-07,1.729299989605955e-09,-2.0244652029687067e-18,-5.845567057072287e-07,-5.842463770442668e-07
finer,double,0.008,98.60000000000001,-0.0009895860304568237,1.134346143709039e-09,1.13829991891499e-09,-3.654402052374797e-07,-3.6757407920244006e-07,1.6280926533755972e-09,1.7518254611304043e-18,-8.098888801821857e-07,-8.096456912137267e-07
finer,double,0.008,98.7,-0.0009946455256705595,1.0451348183160986e-09,1.0485443648843501e-09,-3.598280127452757e-07,-3.6199915947538904e-07,1.563400277646978e-09,-1.9470370405582933e-18,-9.919476831043994e-07,-9.91848286639705e-07
finer,double,0.008,98.8,-0.0009980107541798287,9.557527633902163e-10,9.58602945320836e-10,-3.531461214013714e-07,-3.553537030482227e-07,1.5319034362300769e-09,-3.987324680214753e-18,-1.122293071920133e-06,-1.1224046829968835e-06
finer,double,0.008,98.9,-0.000999675983492118,8.665755153389187e-10,8.688532032147486e-10,-3.457839487086221e-07,-3.4802017265264837e-07,1.4433535191861252e-09,6.60863536990002e-18,-1.1950989763365172e-06,-1.1954754967811383e-06
finer,double,0.008,99.0,-0.0009996383770374117,7.778749851281713e-10,7.795691600520746e-10,-3.381611684331729e-07,-3.4042212809339445e-07,1.3454025039594525e-09,-8.161574302525142e-18,-1.207408433678836e-06,-1.2080883491463918e-06
finer,double,0.008,99.10000000000001,-0.0009978979988074718,6.898135595720389e-10,6.909149436568718e-10,-3.307121985445245e-07,-3.3299601813603665e-07,1.3316400656374243e-09,3.082873238557923e-18,-1.1592480126942917e-06,-1.160253295660769e-06
finer,double,0.008,99.2,-0.00099445781341078,6.0244325500447e-10,6.02944990005914e-10,-3.2386061881268667e-07,-3.2616217580461397e-07,1.3101596640218629e-09,-1.0935499381382042e-17,-1.0535937084998892e-06,-1.0549298449693253e-06
finer,double,0.008,99.3,-0.0009893236811637353,5.157128959987212e-10,5.15610730793275e-10,-3.179863633159606e-07,-3.202972813626455e-07,1.1860173473114355e-09,1.4884423582976788e-17,-8.961947445262908e-07,-8.978496456840272e-07
finer,double,0.008,99.4,-0.0009825043478844824,4.2948132984027554e-10,4.287732702836779e-10,-3.1339482863214447e-07,-3.1571040644175495e-07,1.094423941205746e-09,-1.8711115483423074e-17,-6.952634207246788e-07,-6.97208095881134e-07
finer,double,0.008,99.5,-0.0009740114298848968,3.4353494951077507e-10,3.4222119021235304e-10,-3.1030620639948983e-07,-3.1262429677945456e-07,1.1291576640681987e-09,7.485255733724047e-18,-4.6104788720136014e-07,-4.632397537223077e-07
finer,double,0.008,99.60000000000001,-0.0009638593943922292,2.5760935539690527e-10,2.5569231900901366e-10,-3.088480569335573e-07,-3.111631495543899e-07,1.1126410307251225e-09,-1.7267747651792554e-17,-2.0531111166732785e-07,-2.0769649904823034e-07
finer,double,0.008,99.7,-0.0009520655349005759,1.714139377315127e-10,1.6889807136803425e-10,-3.0903936517727753e-07,-3.1134771431626623e-07,9.544256825683033e-10,1.948025023728243e-17,5.9258172147025334e-08,5.674280230607144e-08
finer,double,0.008,99.8,-0.0009386499414446123,8.465721645836005e-11,8.154882626400782e-11,-3.107961497858294e-07,-3.130979016256588e-07,8.727036630326271e-10,-2.6061052677339712e-17,3.196742243138928e-07,3.170988780280997e-07
finer,double,0.008,99.9,-0.0009236354663965791,-2.9280727148472963e-12,-6.621221095762981e-12,-3.139489666378789e-07,-3.1624242431483705e-07,9.520202541232938e-10,7.837084920506409e-18,5.632912516428945e-07,5.60726800689082e-07
finer,double,0.008,100.0,-0.0009070476857404089,-9.156229854173636e-11,-9.583123155774731e-11,-3.182510205222389e-07,-3.2053451067661625e-07,9.353336838149232e-10,-1.929741410347897e-17,7.784147464384716e-07,7.759301804869348e-07
finer,negative,-0.004,0.0,0.0009998748035361545,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
finer,negative,-0.004,0.1,0.0009990232172121989,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,0.2,0.0009964699089630611,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,0.3,0.0009922192281672142,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,0.4,0.000986278415223862,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,0.5,0.0009786575896021058,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,0.6,0.0009693697327181703,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,0.7000000000000001,0.0009584306654061352,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,0.8,0.0009458590209720157,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,0.9,0.0009316762138668097,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.0,0.000915906403084564,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.1,0.0008985764506307268,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.2,0.0008797158759964582,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.3,0.0008593568061851377,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.4000000000000001,0.0008375339206651231,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.5,0.000814284392077973,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.6,0.0007896478233017999,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.7,0.0007636661800989808,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,1.8,0.0007363837192173595,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,1.9000000000000001,0.0007078469130151929,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.0,0.0006781043707108119,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.1,0.000647206755452208,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.2,0.0006152066976454606,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.3000000000000003,0.0005821587055416737,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.4,0.0005481190726922667,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.5,0.0005131457817354178,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.6,0.0004772984054188295,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.7,0.0004406380055086013,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.8000000000000003,0.0004032270288771967,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,2.9,0.00036512920071991774,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,3.0,0.0003264094160254069,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,3.1,0.000287133629440906,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,3.2,0.0002473687427900991,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,3.3000000000000003,0.00020718249074644197,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,3.4,0.00016664332569623028,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,3.5,0.0001258203014349199,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,3.6,8.478295521516847e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,3.7,4.360118909510853e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,3.8000000000000003,2.3451512528092076e-06,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,3.9,-3.891488341139677e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.0,-8.010863339075754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.1,-0.00012116593026260097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.2,-0.00016201683780983845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.3,-0.00020259177129138643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.4,-0.00024282161633363444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.5,-0.0002826378464130194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.6000000000000005,-0.00032197263929309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.7,-0.00036075899288118865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.8,-0.0003989308395535717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,4.9,-0.0004364231583083254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,5.0,-0.00047317208543574453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,5.1000000000000005,-0.0005091150237089214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,5.2,-0.0005441907489735683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,5.3,-0.0005783395140322026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,5.4,-0.0006115031505563387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,5.5,-0.000643625168513837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,5.6000000000000005,-0.0006746508521277884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
finer,negative,-0.004,5.7,-0.000704527352775527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
finer,negative,-0.004,5.8,-0.0007332037793162706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.1304e-320
finer,negative,-0.004,5.9,-0.0007606312849341558,0.0,2.77793e-319,0.0,1.4352725484e-314,0.0,0.0,0.0,-2.31652215748e-312
finer,negative,-0.004,6.0,-0.0007867631499199493,0.0,1.00709044096e-311,0.0,5.261739797434018e-307,0.0,0.0,0.0,-7.049567938322267e-305
finer,negative,-0.004,6.1000000000000005,-0.0008115548611315442,0.0,2.485977007150735e-304,0.0,1.3103705004980441e-299,0.0,0.0,0.0,-1.4722275506145789e-297
finer,negative,-0.004,6.2,-0.0008349641881715906,0.0,4.239369442822456e-297,0.0,2.2494174117725035e-292,0.0,0.0,0.0,-2.1421256823758534e-290
finer,negative,-0.004,6.3,-0.0008569512552247371,0.0,5.063024535036037e-290,0.0,2.698589297487799e-285,-5e-323,0.0,0.0,-2.2004300847422885e-283
finer,negative,-0.004,6.4,-0.000877478608527733,0.0,4.2885539992828945e-283,0.0,2.2915081932837807e-278,-3.65581261e-315,0.0,0.0,-1.614705751934592e-276
finer,negative,-0.004,6.5,-0.0008965112802618704,0.0,2.606544300664862e-276,0.0,1.393535497532288e-271,-7.792448986303446e-308,0.0,0.0,-8.555924925358447e-270
finer,negative,-0.004,6.6000000000000005,-0.0009140168484127304,0.0,1.149076966713344e-269,0.0,6.135231524276608e-265,-1.2010197345422235e-300,0.0,0.0,-3.306095112827298e-263
finer,negative,-0.004,6.7,-0.0009299654917021612,0.0,3.7110668188777215e-263,0.0,1.975240187401035e-258,-1.3507994225512454e-293,0.0,0.0,-9.401730751943601e-257
finer,negative,-0.004,6.8,-0.0009443300400889121,0.0,8.862364666170149e-257,0.0,4.693975043951367e-252,-1.1183486070220733e-286,0.0,0.0,-1.9844401396713714e-250
finer,negative,-0.004,6.9,-0.0009570860213944067,0.0,1.5785972229593558e-250,0.0,8.305778310332794e-246,-6.872354201433034e-280,0.0,0.0,-3.133679696032756e-244
finer,negative,-0.004,7.0,-0.000968211703219867,0.0,2.1144467743718546e-244,0.0,1.1032795112506545e-239,-3.159360453869147e-273,0.0,0.0,-3.729787751705058e-238
finer,negative,-0.004,7.1000000000000005,-0.0009776881296835033,0.0,2.1460812770430218e-238,0.0,1.1086336750909228e-233,-1.094760269446179e-266,0.0,0.0,-3.369363309104205e-232
finer,negative,-0.004,7.2,-0.000985499153803384,0.0,1.6624468172911927e-232,0.0,8.488379400950688e-228,-2.8798733621751735e-260,0.0,0.0,-2.3252741780867043e-226
finer,negative,-0.004,7.3,-0.0009916314656310927,0.0,9.895893871669241e-227,0.0,4.98603553659664e-222,-5.790646204726739e-254,0.0,0.0,-1.233408155459189e-220
finer,negative,-0.004,7.4,-0.0009960746151621996,0.0,4.555768013117347e-221,0.0,2.2613991027159164e-216,-8.957968460054223e-248,0.0,0.0,-5.057187411366916e-215
finer,negative,-0.004,7.5,-0.0009988210300814126,0.0,1.6319771988847392e-215,0.0,7.967798147379262e-211,-1.0728104634609975e-241,0.0,0.0,-1.6112521429815934e-209
finer,negative,-0.004,7.6000000000000005,-0.0009998660291846123,0.0,4.5753388317337116e-210,0.0,2.1935550072420153e-205,-1.000574075820457e-235,0.0,0.0,-4.00835951162578e-204
finer,negative,-0.004,7.7,-0.000999207831059218,0.0,1.0094246375659124e-204,0.0,4.744488071734123e-200,-7.308973192764637e-230,0.0,0.0,-7.820167756116259e-199
finer,negative,-0.004,7.8,-0.0009968475571833252,0.0,1.7617062355010354e-199,0.0,8.104434638233919e-195,-4.204408565747535e-224,0.0,0.0,-1.2011220464465352e-193
finer,negative,-0.004,7.9,-0.0009927892299864325,0.0,2.4443310187136067e-194,0.0,1.098749427849087e-189,-1.9144920114929606e-218,0.0,0.0,-1.457115034409308e-188
finer,negative,-0.004,8.0,-0.0009870397664488873,0.0,2.708999746096348e-189,0.0,1.1878518333457001e-184,-6.935286758761584e-213,0.0,0.0,-1.3996610249306544e-183
finer,negative,-0.004,8.1,-0.000979608966450757,0.0,2.409015790167247e-184,0.0,1.0286318135736159e-179,-2.008204681510478e-207,0.0,0.0,-1.0661582369661719e-178
finer,negative,-0.004,8.2,-0.0009705094954782495,0.0,1.7263188289199632e-179,0.0,7.165475799809303e-175,-4.669470338940959e-202,0.0,0.0,-6.440213119952183e-174
finer,negative,-0.004,8.3,-0.000959756862603023,0.0,1.001006559758343e-174,0.0,4.031651020387909e-170,-8.756770513942813e-197,0.0,0.0,-3.0779292074474904e-169
finer,negative,-0.004,8.4,-0.0009473693939415469,0.0,4.715102343301094e-170,0.0,1.8393138878926402e-165,-1.3300219342308613e-191,0.0,0.0,-1.1564407029779958e-164
finer,negative,-0.004,8.5,-0.0009333682007734703,0.0,1.8109721589447764e-165,0.0,6.8291565573403376e-161,-1.6427020425941753e-186,0.0,0.0,-3.3664865880714746e-160
finer,negative,-0.004,8.6,-0.0009177771425684229,0.0,5.691880681972838e-161,0.0,2.0708323331970716e-156,-1.6562235927167815e-181,0.0,0.0,-7.338551531964793e-156
finer,negative,-0.004,8.700000000000001,-0.0009006227859415982,0.0,1.4689699726703903e-156,0.0,5.145725143327676e-152,-1.3681883973011415e-176,0.0,0.0,-1.0867264655851001e-151
finer,negative,-0.004,8.8,-0.0008819343592984456,0.0,3.1232710771981273e-152,0.0,1.051141914520123e-147,-9.293531745271386e-172,0.0,0.0,-6.463094893628773e-148
finer,negative,-0.004,8.9,-0.0008617437025193368,0.0,5.4879877937799355e-148,0.0,1.77057361359861e-143,-5.20837451178162e-167,0.0,0.0,1.7138877415933058e-143
finer,negative,-0.004,9.0,-0.0008400852123868932,0.0,7.993456592709536e-144,0.0,2.4664235231692926e-139,-2.4161772067239634e-162,-1.57113e-319,0.0,6.558918388854847e-139
finer,negative,-0.004,9.1,-0.0008169957844315925,0.0,9.679064740931865e-140,0.0,2.8492251624560405e-135,-9.307255649197366e-158,-2.1589070550393e-310,0.0,1.2776439947077072e-134
finer,negative,-0.004,9.200000000000001,-0.0007925147504759375,0.0,9.770579285045815e-136,0.0,2.736778053572902e-131,-2.9859786652600463e-153,-2.0568605057126827e-301,0.0,1.7709436334262138e-130
finer,negative,-0.004,9.3,-0.0007666838115401166,0.0,8.244446540240394e-132,0.0,2.1912931798951136e-127,-8.001599444377317e-149,-1.366523052658234e-292,0.0,1.8957798324166097e-126
finer,negative,-0.004,9.4,-0.0007395469670310818,0.0,5.830181903817506e-128,0.0,1.4660615443061035e-123,-1.7959479826333066e-144,-6.365740156689823e-284,0.0,1.621778178277435e-122
finer,negative,-0.004,9.5,-0.0007111504403966502,0.0,3.4639372940323957e-124,0.0,8.21461919430792e-120,-3.385245231114533e-140,-2.090159697435934e-275,0.0,1.1290841626796607e-118
finer,negative,-0.004,9.6,-0.0006815426004171996,0.0,1.733324066193198e-120,0.0,3.863225356898752e-116,-5.372433980330557e-136,-4.861731175019716e-267,0.0,6.4699381765084295e-115
finer,negative,-0.004,9.700000000000001,-0.0006507738783981539,0.0,7.322110366585528e-117,0.0,1.5280425657948562e-112,-7.196078731976015e-132,-8.049559893234139e-259,0.0,3.0753117466684634e-111
finer,negative,-0.004,9.8,-0.0006188966822970024,0.0,2.61721027320329e-113,0.0,5.093191576432322e-109,-8.15416599379855e-128,-9.530620004601998e-251,0.0,1.2195372776254415e-107
finer,negative,-0.004,9.9,-0.0005859653075844962,0.0,7.933476833764445e-110,0.0,1.4332060018975492e-105,-7.834188592403654e-124,-8.10490434047952e-243,0.0,4.052986217374441e-104
finer,negative,-0.004,10.0,-0.0005520358442918083,0.0,2.0439422069438327e-106,0.0,3.410592899406814e-102,-6.395428949450586e-120,-4.971372547567898e-235,0.0,1.132981734861112e-100
finer,negative,-0.004,10.1,-0.0005171660810711288,0.0,4.485330369255724e-103,0.0,6.874288980812351e-99,-4.445252099325008e-116,-2.2082407793687085e-227,0.0,2.672234672653813e-97
finer,negative,-0.004,10.200000000000001,-0.00048141540706764626,0.0,8.401679859820353e-100,0.0,1.175162645049664e-95,-2.635874155913267e-112,-7.13043597245337e-220,0.0,5.331809133425552e-94
finer,negative,-0.004,10.3,-0.0004448447110264789,0.0,1.3461485422033998e-96,0.0,1.7058314497010758e-92,-1.3358774621263418e-108,-1.679818825193342e-212,0.0,9.020239215293433e-91
finer,negative,-0.004,10.4,-0.00040751627745443315,0.0,1.8486991390436834e-93,0.0,2.104283720027607e-89,-5.796914423985618e-105,-2.8972314921393813e-205,0.0,1.2965205693342843e-87
finer,negative,-0.004,10.5,-0.0003694936808753763,0.0,2.180491021243633e-90,0.0,2.2068823553825788e-86,-2.1575131756060992e-101,-3.670265692600851e-198,0.0,1.5861059782554922e-84
finer,negative,-0.004,10.6,-0.000330841678426889,0.0,2.2130700793764457e-87,0.0,1.9673001777434224e-83,-6.898241389782897e-98,-3.4256785531857896e-191,0.0,1.6541057429003795e-81
finer,negative,-0.004,10.700000000000001,-0.0002916261000222504,0.0,1.9363589194778126e-84,0.0,1.4889847667645818e-80,-1.897660285900643e-94,-2.362621261074528e-184,0.0,1.4725948182616712e-78
finer,negative,-0.004,10.8,-0.0002519137363605408,0.0,1.463084036364103e-81,0.0,9.543967157378217e-78,-4.4980654711034744e-91,-1.2073295412527898e-177,0.0,1.120559069550148e-75
finer,negative,-0.004,10.9,-0.00021177222578265995,0.0,9.56134748198569e-79,0.0,5.155279232902806e-75,-9.199370960137475e-88,-4.58299349013027e-171,0.0,7.296233912736251e-73
finer,negative,-0.004,11.0,-0.0001712699397179702,0.0,5.411581828507884e-76,0.0,2.325346182304576e-72,-1.6254721438095804e-84,-1.29536556216428e-164,0.0,4.069119300340356e-70
finer,negative,-0.004,11.1,-0.0001304758661398782,0.0,2.6556700962295535e-73,0.0,8.605084290380642e-70,-2.4843936294375246e-81,-2.732133361774317e-158,0.0,1.9454250495786598e-67
finer,negative,-0.004,11.200000000000001,-8.94594918338245e-05,0.0,1.1309593762544697e-70,0.0,2.5143157895375213e-67,-3.288348663214968e-78,-4.308645696942504e-152,0.0,7.979412136293059e-65
