grid,case,amplitude,time,chi,delta_chi,predicted_delta_chi,delta_cycles,predicted_cycles,local_a,local_invariant,delta_density,predicted_density
fine,double,0.008,44.5,0.000885871577499816,-2.898880704601571e-09,-2.9014526901535937e-09,-7.034150197416202e-07,-7.0502385331745e-07,4.9978165330318834e-05,3.8226930463983757e-10,-3.576097111768206e-06,-3.537646630097551e-06
fine,double,0.008,44.6,0.0009042513263383725,-2.7559906580184104e-09,-2.758135348553933e-09,-6.793026760546853e-07,-6.80976035032277e-07,4.814111877383876e-05,3.02751328043688e-10,-8.600271986569652e-06,-8.564871607203717e-06
fine,double,0.008,44.7,0.000921090785029385,-2.6195012806009416e-09,-2.6211963690419406e-09,-6.258836209923016e-07,-6.276235338390204e-07,4.6398178583403896e-05,2.8338977810616005e-10,-1.324943270752943e-05,-1.3219381029705958e-05
fine,double,0.008,44.800000000000004,0.0009363612617026933,-2.497568548677498e-09,-2.4987961665226243e-09,-5.443796365051144e-07,-5.461563029972473e-07,4.484022460157974e-05,2.330088301165583e-10,-1.7298817166722102e-05,-1.7276219433808267e-05
fine,double,0.008,44.9,0.0009500367378872494,-2.3974902685960225e-09,-2.398241119664929e-09,-4.3785421816107874e-07,-4.3964156352024397e-07,4.3326932720460185e-05,1.9009028839549997e-10,-2.0553533968681315e-05,-2.0540213521963755e-05
fine,double,0.008,45.0,0.0009620939132523712,-2.3252728590262423e-09,-2.3255499887029703e-09,-3.111334864832447e-07,-3.128811983103993e-07,4.200287556674662e-05,1.8814618003450973e-10,-2.285830699999547e-05,-2.2855497296181743e-05
fine,double,0.008,45.1,0.0009725122456507131,-2.2852674695086547e-09,-2.2850874943531263e-09,-1.7052438810868373e-07,-1.7217862067816364e-07,4.0735005666678954e-05,1.21272730585465e-10,-2.4104162990146172e-05,-2.4112814013034745e-05
fine,double,0.008,45.2,0.0009812739863808472,-2.279891432978645e-09,-2.2792878607392702e-09,-2.344842198050755e-08,-2.495072394159453e-08,3.958535044931009e-05,1.4119872616372633e-10,-2.4234373023901412e-05,-2.4254728939971865e-05
fine,double,0.008,45.300000000000004,0.000988364210581994,-2.3094630253323034e-09,-2.308485603349218e-09,1.2200958947874078e-07,1.207248060034112e-07,3.8570522251733895e-05,8.492341111916002e-11,-2.3246358744177797e-05,-2.327819172433595e-05
fine,double,0.008,45.4,0.0009937708427057144,-2.3721516643343543e-09,-2.37086647572886e-09,2.576443139018595e-07,2.566333239549698e-07,3.757081671655262e-05,8.523676061795638e-11,-2.1191841306555936e-05,-2.1234474701189138e-05
fine,double,0.008,45.5,0.0009974846770136841,-2.4640531110734637e-09,-2.462541503124509e-09,3.7564981403657474e-07,3.749663458145401e-07,3.676835708450084e-05,6.988318265344427e-11,-1.8174400905679455e-05,-1.8226461013004103e-05
fine,double,0.008,45.6,0.0009994993930693063,-2.5793854812466988e-09,-2.5777406910555613e-09,4.691497295306986e-07,4.6883673200317316e-07,3.594414552559997e-05,4.2489588122016864e-11,-1.4343436869568293e-05,-1.4403421312147132e-05
fine,double,0.008,45.7,0.0009998115662107675,-2.7107920519842815e-09,-2.709116604105284e-09,5.326603374221528e-07,5.327415492932901e-07,3.528240520781706e-05,5.672880580718499e-11,-9.887774696015761e-06,-9.953536163375114e-06
fine,double,0.008,45.800000000000004,0.0009984206730023037,-2.849736359866392e-09,-2.8481377006869075e-09,5.624380649150685e-07,5.62926537088767e-07,3.466367359623966e-05,2.261579335997064e-11,-5.025156530447106e-06,-5.094553877464826e-06
fine,double,0.008,45.9,0.0009953290916769003,-2.986965470970493e-09,-2.985550731646162e-09,5.56739348896026e-07,5.576257774793971e-07,3.409888312233883e-05,3.3358384771809316e-11,7.552058089999036e-09,-6.304240868198172e-08
fine,double,0.008,46.0,0.0009905420976010074,-3.113009808047504e-09,-3.1118822034006575e-09,5.159123229853991e-07,5.171670370086036e-07,3.366755864724811e-05,1.575127923051815e-11,4.966641652726089e-06,4.89725023315841e-06
fine,double,0.008,46.1,0.000984067853790315,-3.218697724148567e-09,-3.2179505039252154e-09,4.423414125575207e-07,4.4392609806470624e-07,3.321179680679453e-05,1.2263508754777457e-11,9.613237912819983e-06,9.54734292887184e-06
fine,double,0.008,46.2,0.0009759173965303677,-3.2956450205564453e-09,-3.295357579053934e-09,3.4028940168285174e-07,3.421360537332569e-07,3.290733198306118e-05,1.288366808710682e-11,1.3724836657402761e-05,1.3664618355736235e-05
fine,double,0.008,46.300000000000004,0.0009661046161502658,-3.3366968784330486e-09,-3.3369314733190553e-09,2.1553827245384757e-07,2.1758253316149368e-07,3.2591873362928175e-05,3.6377321057797134e-12,1.7106530770583106e-05,1.7053734591528703e-05
fine,double,0.008,46.4,0.0009546462330050965,-3.3362965362387573e-09,-3.3370935669073488e-09,7.501987501732278e-08,7.717732062173963e-08,3.236502420733865e-05,7.345128166200369e-12,1.959970279918899e-05,1.955588026427186e-05
fine,double,0.008,46.5,0.0009415617687359089,-3.2907531720199543e-09,-3.2921312469009338e-09,-7.369686944017542e-08,-7.151139980035979e-08,3.218855785289084e-05,1.2457840576432647e-12,2.1090508243171158e-05,2.105652767383378e-05
fine,double,0.008,46.6,0.0009268735128590663,-3.1984060749282867e-09,-3.200358834679271e-09,-2.2291714009015685e-07,-2.2078206516992762e-07,3.2033207394894935e-05,1.7278263450052032e-12,2.1514189589066923e-05,2.1490667844882744e-05
fine,double,0.008,46.7,0.0009106064847604669,-3.059665107862583e-09,-3.0621629749351083e-09,-3.652968077386171e-07,-3.6329737147413476e-07,3.195919349503059e-05,3.154795688825418e-13,2.0858974827286936e-05,2.084579092174039e-05
fine,double,0.008,46.800000000000004,0.0008927883911500371,-2.876937599174262e-09,-2.8799282534233815e-09,-4.943431429057152e-07,-4.925441748851648e-07,3.188768924911569e-05,-2.409895035325809e-14,1.9165606253479517e-05,1.9162237901658887e-05
fine,double,0.008,46.9,0.0008734495790466754,-2.654444273002439e-09,-2.6578543301353945e-09,-6.047500349805604e-07,-6.032127558256136e-07,3.188379880450641e-05,-1.1748399486219967e-13,1.652537862262271e-05,1.6530837329564798e-05
fine,double,0.008,47.0,0.0008526229843604577,-2.397936136222696e-09,-2.401675253209466e-09,-6.926997129259474e-07,-6.914698766254831e-07,3.1889766991042326e-05,8.262367570101611e-14,1.307561004459945e-05,1.3088280031938883e-05
fine,double,0.008,47.1,0.000830344076135947,-2.114339848493206e-09,-2.1183031348374433e-09,-7.560083485272294e-07,-7.551129253931258e-07,3.1947717166758174e-05,2.283134837902072e-13,8.991863599261407e-06,9.010070646307345e-06
fine,double,0.008,47.2,0.0008066507965336232,-1.8113457630510033e-09,-1.8154184965347209e-09,-7.941404777340334e-07,-7.935983181759467e-07,3.200998052787261e-05,9.404289472359314e-13,4.4802473484484295e-06,4.50171104828274e-06
fine,double,0.008,47.300000000000004,0.0007815834966215702,-1.4969735349316254e-09,-1.5010353620169455e-09,-8.081347164732692e-07,-8.079440200230789e-07,3.21220302493459e-05,6.394857695050282e-13,-2.3406322080532505e-07,-2.1152512724794703e-07
fine,double,0.008,47.4,0.000755184868061699,-1.1791387716491436e-09,-1.1830673414885612e-09,-8.003801283575007e-07,-8.005296374018522e-07,3.223457939526189e-05,3.0206561050553676e-12,-4.917112709668103e-06,-4.895823262209065e-06
fine,double,0.008,47.5,0.0007274998707810095,-8.652474012878913e-10,-8.689229271260733e-10,-7.743372105961951e-07,-7.74805595299897e-07,3.2372830388239474e-05,8.808411610904472e-13,-9.338040681594606e-06,-9.32034383068057e-06
fine,double,0.008,47.6,0.000698575656727639,-5.618439019149796e-10,-5.651521614331872e-10,-7.34193083984311e-07,-7.349483999817983e-07,3.254465673421921e-05,4.153607498233361e-12,-1.3280669977300263e-05,-1.3268476889692889e-05
fine,double,0.008,47.7,0.0006684614898208971,-2.7433122516250935e-10,-2.771663217229782e-10,-6.844810086587168e-07,-6.854890132733136e-07,3.268388168513613e-05,1.8544838104043215e-12,-1.655332013816846e-05,-1.654854754501349e-05
fine,double,0.008,47.800000000000004,0.0006372086622218092,-6.7763742750762135e-12,-9.043272309021195e-12,-6.297229366828454e-07,-6.30946301687958e-07,3.2902497702185825e-05,2.297418008732631e-12,-1.8998909589007518e-05,-1.900285993532271e-05
fine,double,0.008,47.9,0.0006048704070538515,2.3818724043892653e-10,2.365719879511252e-10,-5.74098254873534e-07,-5.75498190560838e-07,3.305387330689786e-05,5.688110581181854e-12,-2.0501820532037307e-05,-2.0515446781468687e-05
fine,double,0.008,48.0,0.0005715018077253291,4.593635254080894e-10,4.584709910723942e-10,-5.211670918103994e-07,-5.22711167590936e-07,3.3271096913625495e-05,1.2008909366892987e-12,-2.0993497930055227e-05,-2.1017329919422462e-05
fine,double,0.008,48.1,0.0005371597040114199,6.569050336243526e-10,6.567940121155456e-10,-4.73693743617698e-07,-4.75349436548893e-07,3.346725271730101e-05,8.196253373104772e-12,-2.045578336784537e-05,-2.048967729952234e-05
fine,double,0.008,48.2,0.0005019025950647851,8.321434899656588e-10,8.328621240564647e-10,-4.3352861686343706e-07,-4.352717244723885e-07,3.364113629360291e-05,1.2155050662840677e-12,-1.892090514643563e-05,-1.896440016143327e-05
fine,double,0.008,48.300000000000004,0.0004657905395407365,9.87358493033906e-10,9.889448072503311e-10,-4.0160616812537377e-07,-4.0341729150614116e-07,3.38813823761397e-05,3.9134072285978e-12,-1.6470098400667155e-05,-1.6522174371841953e-05
fine,double,0.008,48.4,0.00042888505301960785,1.1254983543458955e-09,1.1279831241913048e-09,-3.780112161530374e-07,-3.7987499664414197e-07,3.402307898191129e-05,3.867146125304506e-12,-1.3229023491212466e-05,-1.3288207094026366e-05
fine,double,0.008,48.5,0.00039124900292913494,1.2498822671291876e-09,1.2532902425335772e-09,-3.6211143105354054e-07,-3.6402002283204065e-07,3.42538666144539e-05,7.515505696554338e-13,-9.3610746270123e-06,-9.425722413251084e-06
fine,double,0.008,48.6,0.00035294650116414765,1.363899913473486e-09,1.3682523656971503e-09,-3.5275348037100684e-07,-3.546999767747477e-07,3.441013478897819e-05,7.330810484998635e-12,-5.059673112262075e-06,-5.127664998724987e-06
fine,double,0.008,48.7,0.00031404279460793473,1.4707348157264391e-09,1.4760515004557721e-09,-3.4846418263128933e-07,-3.5044646730565307e-07,3.4575493614664083e-05,4.3091584445406845e-13,-5.377630077907369e-07,-6.070170793259253e-07
fine,double,0.008,48.800000000000004,0.00027460415376393,1.5731295439479903e-09,1.5794297103387161e-09,-3.476731054585727e-07,-3.49689009573168e-07,3.47626094293053e-05,3.794690304324773e-12,3.982157111614981e-06,3.913850538677453e-06
fine,double,0.008,48.9,0.0002346977596970866,1.6732055984605611e-09,1.6805100082793143e-09,-3.489005292891487e-07,-3.5094864389956715e-07,3.4862221521179735e-05,8.050059967182683e-13,8.279336398020476e-06,8.21419392345937e-06
fine,double,0.008,49.0,0.00019439158949323193,1.772354044288823e-09,1.780684827372087e-09,-3.509140279160383e-07,-3.5299254866725785e-07,3.503731828446452e-05,2.860503326641457e-14,1.2145814357711338e-05,1.2085710237308394e-05
fine,double,0.008,49.1,0.00015375430043216505,1.8711956983614563e-09,1.880577038210843e-09,-3.528313901076201e-07,-3.549363818961883e-07,3.511551177984629e-05,2.7413396947654496e-12,1.539596700694812e-05,1.5342763569637555e-05
fine,double,0.008,49.2,0.00011285511307420155,1.9696158511670406e-09,1.9800731089935828e-09,-3.541602286806953e-07,-3.5628734791980793e-07,3.5222856280394066e-05,8.324628735851455e-16,1.7876279242434734e-05,1.783127579807699e-05
fine,double,0.008,49.300000000000004,7.176369345149504e-05,2.0668631959061415e-09,2.0784222151494525e-09,-3.547851095731607e-07,-3.569279171685674e-07,3.530485714751506e-05,1.4232553266984854e-12,1.947188477502415e-05,1.9436137785887614e-05
fine,double,0.008,49.4,3.055003455333336e-05,2.161704137653602e-09,2.1743903409495085e-09,-3.5489528794535016e-07,-3.5704706157629963e-07,3.533352608308397e-05,-2.751763932662083e-13,2.0112471302402568e-05,2.008652144089909e-05
fine,double,0.008,49.5,-1.071566270362842e-05,2.2526180037936796e-09,2.266454108324987e-09,-3.548776046267532e-07,-3.5703105592073676e-07,3.5394393912384814e-05,-3.3648651846981223e-13,1.977517042917043e-05,1.9759062194365982e-05
fine,double,0.008,49.6,-5.196310884258558e-05,2.3380112577138946e-09,2.3530166498886313e-09,-3.551821451405891e-07,-3.5733070109264993e-07,3.53736328098598e-05,-1.6560748485772118e-13,1.8485206920382247e-05,1.847859824389163e-05
fine,double,0.008,49.7,-9.312204533728097e-05,2.416437520878236e-09,2.4326258524717112e-09,-3.561855431389055e-07,-3.5832362395471943e-07,3.537372327770282e-05,3.874372007828756e-13,1.6314637172665236e-05,1.6316595271937023e-05
fine,double,0.008,49.800000000000004,-0.00013412236409116748,2.486797119762669e-09,2.504176067687204e-09,-3.5806675557005175e-07,-3.601908826530579e-07,3.532331839421115e-05,8.270358289521337e-15,1.3377888440690988e-05,1.3387231545892202e-05
fine,double,0.008,49.9,-0.00017489422669088534,2.548505866517732e-09,2.567075189516997e-09,-3.6071666820475576e-07,-3.6282487524899705e-07,3.525158130386275e-05,1.1704234469033698e-12,9.826392896927771e-06,9.84142563039538e-06
fine,double,0.008,50.0,-0.000215368183250601,2.6016109436568548e-09,2.6213625979093003e-09,-3.6368898674097836e-07,-3.6578210912194406e-07,3.516098892220193e-05,8.752842168803673e-13,5.840222615627333e-06,5.859137009912563e-06
fine,double,0.008,50.1,-0.0002554752906542516,2.6468488526702576e-09,2.667766843703365e-09,-3.662091740212105e-07,-3.6828866358097973e-07,3.502854399239148e-05,2.1686480619477682e-12,1.6194799332680532e-06,1.6402075891671925e-06
fine,double,0.008,50.2,-0.000295147229996963,2.6856365772758017e-09,2.7076973434439878e-09,-3.6723097400212396e-07,-3.6930053051059275e-07,3.488337490735437e-05,2.4718902127781867e-12,-2.62600334310914e-06,-2.60558678352969e-06
fine,double,0.008,50.300000000000004,-0.0003343164230322902,2.719995419056629e-09,2.7431690871771304e-09,-3.6555148224393513e-07,-3.676138939631677e-07,3.4692500535513176e-05,4.1273424931596036e-12,-6.687110974068489e-06,-6.668980922050675e-06
fine,double,0.008,50.4,-0.00037291614741626766,2.7524137740579484e-09,2.776665277948579e-09,-3.5995768834173653e-07,-3.620152037876828e-07,3.449416862034998e-05,4.79279256914823e-12,-1.0365357260511132e-05,-1.0351535701375611e-05
fine,double,0.008,50.5,-0.00041088065054659096,2.785655891395823e-09,2.8109472078718954e-09,-3.4940154100577975e-07,-3.5145457991297947e-07,3.423894007975689e-05,5.9643403852417685e-12,-1.34832289837572e-05,-1.347525620140883e-05
fine,double,0.008,50.6,-0.0004481452617884463,2.8225340521314916e-09,2.848825644784596e-09,-3.331794596985612e-07,-3.3522463828775726e-07,3.398597224361369e-05,9.475893983057385e-12,-1.5891965241765504e-05,-1.5891260210727054e-05
fine,double,0.008,50.7,-0.00048464650287696336,2.8656574568267264e-09,2.892910639566747e-09,-3.1109131148002057e-07,-3.1312225205479806e-07,3.367705392489236e-05,7.236525224617776e-12,-1.7479297339417776e-05,-1.748679279758035e-05
fine,double,0.008,50.800000000000004,-0.000520322196293193,2.9171803066696186e-09,2.945359262481006e-09,-2.835707102754348e-07,-2.855757599823311e-07,3.3349775640922234e-05,1.534319650604821e-11,-1.8174316027685933e-05,-1.8190473402379638e-05
fine,double,0.008,50.9,-0.0005551115714055644,2.9785678920058248e-09,3.007640975152561e-09,-2.517536693602548e-07,-2.53717060914943e-07,3.3008955579451565e-05,1.0576950491768443e-11,-1.7950497294250134e-05,-1.7975491570301652e-05
fine,double,0.008,51.0,-0.0005889553681805065,3.0503981463154972e-09,3.080339653533297e-09,-2.1748667516282462e-07,-2.193897714921719e-07,3.2596499573169234e-05,1.6695660421111123e-11,-1.6827100048910637e-05,-1.6860442893642352e-05
fine,double,0.008,51.1,-0.0006217959382673992,3.132218778941452e-09,3.163009168060493e-09,-1.832633323114227e-07,-1.8508281430970397e-07,3.2218869214484754e-05,1.9634921156042083e-11,-1.4867124918493957e-05,-1.4908090241383622e-05
fine,double,0.008,51.2,-0.0006535773432733916,3.2224692321025997e-09,3.254095407308736e-09,-1.5207971879253215e-07,-1.5379340499458817e-07,3.17496787315374e-05,1.5418949358215544e-11,-1.2174427706068691e-05,-1.2221832180426313e-05
fine,double,0.008,51.300000000000004,-0.0006842454500524424,3.3184788729868214e-09,3.3509338865820528e-09,-1.2724034723626593e-07,-1.2882462751276456e-07,3.1297253055188534e-05,3.1013158398059853e-11,-8.88791498920849e-06,-8.940219197055364e-06
fine,double,0.008,51.4,-0.0007137480228417199,3.416544770620117e-09,3.4498259562611855e-09,-1.1209761104970168e-07,-1.1353265428699369e-07,3.0813684418754125e-05,1.8558233847124208e-11,-5.174328160606478e-06,-5.22988409432599e-06
fine,double,0.008,51.5,-0.0007420348120923125,3.5120840712662277e-09,3.5461918805232664e-09,-1.0977231176282328e-07,-1.1104431148127038e-07,3.0265897704707278e-05,3.20486159809934e-11,-1.2201244680154488e-06,-1.276990279972486e-06
fine,double,0.008,51.6,-0.0007690576398477043,3.5998581926792103e-09,3.6347930862779382e-09,-1.2286702517889955e-07,-1.2396762671421946e-07,2.9767263372747447e-05,3.0600073921544116e-11,2.7783159393113266e-06,2.722061144594862e-06
fine,double,0.008,51.7,-0.0007947704815397064,3.6742508802188947e-09,3.7100109624401735e-09,-1.531897346380907e-07,-1.541211765119978e-07,2.916041078506413e-05,2.681797377003357e-11,6.624164166857405e-06,6.570385250979982e-06
fine,double,0.008,51.800000000000004,-0.0008191295440763802,3.729587445952184e-09,3.766165507509119e-09,-2.0153570037863046e-07,-2.0230979481451698e-07,2.859926026910658e-05,4.6489745603046346e-11,1.0129845240403057e-05,1.008039055383189e-05
fine,double,0.008,51.9,-0.0008420933401095938,3.76047389234746e-09,3.797853939801486e-09,-2.6752413734714293e-07,-2.6816390498457904e-07,2.7989555352897945e-05,2.827752485025483e-11,1.3126439902366727e-05,1.308280786387099e-05
fine,double,0.008,52.0,-0.0008636227583770017,3.76213250071096e-09,3.800287234182561e-09,-3.4952652577883835e-07,-3.5006633050962853e-07,2.7336946582051627e-05,4.807636295967943e-11,1.547146432323565e-05,1.543496457932857e-05
fine,double,0.008,52.1,-0.0008836811300190616,3.730715010898979e-09,3.769603244125355e-09,-4.4468933816904504e-07,-4.451723879749972e-07,2.6731157029754738e-05,4.0808370830978537e-11,1.7055887634120914e-05,1.7027480498450593e-05
fine,double,0.008,52.2,-0.0009022342907796961,3.6635700154975803e-09,3.703134652701908e-09,-5.490483605652479e-07,-5.495267644015582e-07,2.602252688788779e-05,3.965089278045174e-11,1.7809189176154483e-05,1.7789352329435513e-05
fine,double,0.008,52.300000000000004,-0.0009192506390007652,3.559447482202535e-09,3.5996143204449044e-09,-6.577457884654502e-07,-6.582771641854686e-07,2.537394481687559e-05,5.777374725316468e-11,1.770215763097216e-05,1.769110133511277e-05
fine,double,0.008,52.4,-0.0009347011893278547,3.4186259525266147e-09,3.4593031207654945e-09,-7.653156585594827e-07,-7.659614785993838e-07,2.4668791346784296e-05,3.8563581103933215e-11,1.6748406793776205e-05,1.6745789667840117e-05
fine,double,0.008,52.5,-0.0009485596220427083,3.242952387964154e-09,3.284030609661149e-09,-8.660400516286422e-07,-8.668588694776656e-07,2.3946027983587006e-05,6.002700333031127e-11,1.5002841682099088e-05,1.5007977842433583e-05
fine,double,0.008,52.6,-0.000960802327944324,3.0357910974550956e-09,3.0771449406284245e-09,-9.543211665545474e-07,-9.553721634049609e-07,2.3257149624688142e-05,4.891985938735888e-11,1.2558775856374993e-05,1.2570655670615903e-05
fine,double,0.008,52.7,-0.0009714084486997285,2.8018828885723393e-09,2.8433730630839356e-09,-1.0250824484829735e-06,-1.0264120312152499e-06,2.2489276211687055e-05,5.088964997704008e-11,9.543061789685225e-06,9.560240299396097e-06
fine,double,0.008,52.800000000000004,-0.0009803599125873085,2.5471239872062318e-09,2.588599066110215e-09,-1.0741093933153765e-06,-1.0757605399016929e-06,2.1779278032182986e-05,6.278148007496e-11,6.1091375948008064e-06,6.130086072071944e-06
fine,double,0.008,52.9,-0.0009876414655629452,2.2782725725509906e-09,2.3195734534288013e-09,-1.0983744268097312e-06,-1.100374768297449e-06,2.1018081229635453e-05,4.766117910981895e-11,2.429728361064143e-06,2.452627306550047e-06
fine,double,0.008,53.0,-0.0009932406975742183,2.002607393932973e-09,2.0435697983526485e-09,-1.0962532309260198e-06,-1.0986143518769502e-06,2.026089971565077e-05,6.475733467560381e-11,-1.3123040283335996e-06,-1.2892711618208278e-06
fine,double,0.008,53.1,-0.0009971480640632332,1.7275511511767594e-09,1.7680102323856224e-09,-1.0676463744569997e-06,-1.0703741390601873e-06,1.9520770678149576e-05,5.374904542390037e-11,-4.9327892085448966e-06,-4.911411076832758e-06
fine,double,0.008,53.2,-0.0009993569025959562,1.4602875601441023e-09,1.500081347784523e-09,-1.014026655513961e-06,-1.0171023531940507e-06,1.8736911604863846e-05,5.758001372079212e-11,-8.25533943926704e-06,-8.23734769985967e-06
fine,double,0.008,53.300000000000004,-0.0009998634445679494,1.2073909450363574e-09,1.2463639033932004e-09,-9.383181454562618e-07,-9.417172583647514e-07,1.7995228328778546e-05,6.13325526090784e-11,-1.1120131831132696e-05,-1.1106968837790384e-05
fine,double,0.008,53.4,-0.0009986668219481843,9.744918734802543e-10,1.0124987343947875e-09,-8.44727215774805e-07,-8.484135105051213e-07,1.7219976888058675e-05,5.3691869625538986e-11,-1.339129027655428e-05,-1.3384221829263213e-05
fine,double,0.008,53.5,-0.000995769069024325,7.660000537514089e-10,8.029077855922298e-10,-7.384596129105328e-07,-7.423818017372668e-07,1.64629026710195e-05,6.182012802124608e-11,-1.4963658795497103e-05,-1.496353414638528e-05
fine,double,0.008,53.6,-0.0009911751191375674,5.848971487264903e-10,6.205873890617709e-10,-6.253525825777498e-07,-6.294639695434135e-07,1.5707109392907954e-05,5.4498055621473836e-11,-1.576735105535132e-05,-1.577472076859207e-05
fine,double,0.008,53.7,-0.0009848927963966262,4.3261402164589124e-10,4.669847205058799e-10,-5.115195336716544e-07,-5.157613296672105e-07,1.4946657122792404e-05,5.8181165962851074e-11,-1.5771056238844672e-05,-1.5786037884760956e-05
fine,double,0.008,53.800000000000004,-0.0009769328023796992,3.089990034677026e-10,3.419637724004618e-10,-4.029190643448056e-07,-4.0723750493560547e-07,1.4204688171745786e-05,5.461073536559708e-11,-1.4983044208882745e-05,-1.5005371713524842e-05
fine,double,0.008,53.9,-0.0009673086978506007,2.1237274818505097e-10,2.4386199860829234e-10,-3.0498836081404664e-07,-3.0933743820310385e-07,1.3454466756345524e-05,5.5301355607785766e-11,-1.345035393562899e-05,-1.3479433571828145e-05
fine,double,0.008,54.0,-0.0009560368795170889,1.3967347417542797e-10,1.6963195316829488e-10,-2.2232083160465388e-07,-2.2665099584840693e-07,1.2728877856491183e-05,5.303880887148627e-11,-1.125622985720387e-05,-1.1291041670426693e-05
fine,double,0.008,54.1,-0.000943136551890317,8.667265559772486e-11,1.1505834844349683e-10,-1.5836924560229228e-07,-1.6265226718499079e-07,1.1992365414117845e-05,5.1044728206401546e-11,-8.515345217730008e-06,-8.554708714944949e-06
fine,double,0.008,54.2,-0.0009286296943001841,4.8253604128904726e-11,7.503582781599759e-11,-1.153127803438745e-07,-1.1952072172715417e-07,1.1287713514948228e-05,5.305747133509657e-11,-5.368246950965272e-06,-5.410650548303027e-06
fine,double,0.008,54.300000000000004,-0.0009125410231433521,1.873357556320815e-11,4.3888935382439766e-11,-9.394379144374115e-08,-9.806440886735985e-08,1.0575851365583891e-05,4.455896177048953e-11,-1.973782947306546e-06,-2.0176320358388093e-06
fine,double,0.008,54.4,-0.0008948979494501983,-7.796469741506995e-12,1.571473543461246e-11,-9.370945213283452e-08,-9.774333610075768e-08,9.882840177470335e-06,5.215989169387251e-11,1.4986556118312677e-06,1.454998413159942e-06
fine,double,0.008,54.5,-0.0008757305318577852,-3.7125501349370704e-11,-1.5273882555400216e-11,-1.1283385885230155e-07,-1.1678424863761486e-07,9.215218817125319e-06,4.1297713232567484e-11,4.877545113024517e-06,4.83580133153462e-06
fine,double,0.008,54.6,-0.0008550714250961283,-7.460110166331718e-11,-5.442449723979205e-11,-1.484945076519075e-07,-1.5238163465085153e-07,8.528558964681976e-06,4.406138995206532e-11,7.997976227525072e-06,7.959626713835216e-06
fine,double,0.008,54.7,-0.0008329558240879749,-1.2484376781061318e-10,-1.0635995557544679e-10,-1.9711341304583202e-07,-2.0095723388946585e-07,7.90331851409362e-06,4.40165575744784e-11,1.070921332557706e-05,1.067569528255268e-05
fine,double,0.008,54.800000000000004,-0.0008094214037756605,-1.9151633143948965e-10,-1.7474795360654613e-10,-2.5463283637639864e-07,-2.5846068367497963e-07,7.24827696385721e-06,3.332422834092989e-11,1.2882409605841083e-05,1.2854863163532767e-05
fine,double,0.008,54.9,-0.0007845082547899583,-2.7716206402444293e-10,-2.621369065904139e-10,-3.1684463578529e-07,-3.2068469779369764e-07,6.635542155622964e-06,4.5044956983953975e-11,1.4416432384756206e-05,1.439567563008822e-05
fine,double,0.008,55.0,-0.0007582588150739143,-3.8311359098174014e-10,-3.6986582443061896e-10,-3.79688403776057e-07,-3.8356707502665953e-07,6.046021035473218e-06,2.934909011480126e-11,1.5242506161694536e-05,1.5229127084623416e-05
fine,double,0.008,55.1,-0.0007307177975839947,-5.094803251157187e-10,-4.980504801420856e-10,-4.395176092446801e-07,-4.434605180566725e-07,5.432935682606545e-06,3.4875761125893247e-11,1.532753231026085e-05,1.532164382592289e-05
fine,double,0.008,55.2,-0.0007019321141877856,-6.552092173938567e-10,-6.456431566404725e-10,-4.933213372704822e-07,-4.973481445152655e-07,4.901341461572898e-06,3.3379976761223955e-11,1.4674924280089208e-05,1.46763584283404e-05
fine,double,0.008,55.300000000000004,-0.0006719507958793724,-8.182109131936802e-10,-8.105589570488719e-10,-5.388674530915984e-07,-5.429922238166624e-07,4.324030612941189e-06,2.277578186898949e-11,1.3324368561384858e-05,1.333260148831798e-05
fine,double,0.008,55.4,-0.0006408249094397602,-9.955420231678308e-10,-9.89857187065885e-10,-5.747777304818598e-07,-5.790100141046283e-07,3.8050125191664257e-06,3.550658493848868e-11,1.1349381097924827e-05,1.136350506449441e-05
fine,double,0.008,55.5,-0.0006086074706675815,-1.1836274301174968e-09,-1.1799634404713184e-09,-6.005328648704032e-07,-6.04874290549554e-07,3.306424818733215e-06,1.9085970919330422e-11,8.853187429824771e-06,8.872110288232075e-06
fine,double,0.008,55.6,-0.0005753533543136012,-1.3785065585769987e-09,-1.3769159051598627e-09,-6.163987845545157e-07,-6.208462753688851e-07,2.7827108781666223e-06,2.511608057172532e-11,5.963611974801886e-06,5.985958524863583e-06
fine,double,0.008,55.7,-0.0005411192008544581,-1.5760867297679934e-09,-1.5766183226348852e-09,-6.233055080366308e-07,-6.278515058652708e-07,2.350045165757669e-06,2.3152319601316865e-11,2.8262877030948985e-06,2.850537739639824e-06
fine,double,0.008,55.800000000000004,-0.000505963320248258,-1.772385480676604e-09,-1.7750826057863257e-09,-6.226827463830891e-07,-6.273143154777692e-07,1.8642936412604523e-06,1.416024273715242e-11,-4.026146331881364e-07,-3.77990091780587e-07
fine,double,0.008,55.9,-0.00046994559281984203,-1.963746714230604e-09,-1.968645362990327e-09,-6.162658616824041e-07,-6.209696594510278e-07,1.44364996379188e-06,2.5336248554197202e-11,-3.564021829549624e-06,-3.5406363492525866e-06
fine,double,0.008,56.0,-0.00043312736743335864,-2.1470181960970593e-09,-2.1541452105930943e-09,-6.059100949456989e-07,-6.10670634555852e-07,1.041252668425486e-06,1.1355893397310263e-11,-6.504068933432805e-06,-6.483376401241382e-06
