sample,condition_j,det_x,g_xy,det_transform_error,g_transform_error,sl_error,observer_det_error,observer_norm,observer_norm_transformed,norm_transform_error,norm_identity_error,projector_error,projector_trace_error,weighted_ray_error,euclidean_error,euclidean_min_eigenvalue
10,6.316544935776693,-2.7267338150708107,2.27552723543455,1.4311478583585941e-16,1.5041461373039387e-16,2.2591401799415137e-16,2.237726045655905e-16,1.1975487897586894,1.1975487897586894,0.0,7.416636610514187e-16,3.5131361382019107e-17,1.1102230246251565e-16,1.666917904100559e-16,5.606251319775826e-16,0.15831439658349072
11,23.85799340020739,-2.5375337604167187,-0.48337279475296846,9.903270426514107e-17,3.541801011848323e-17,2.2211616767709523e-16,2.482534153247273e-16,11.10457386284776,11.10457386284776,0.0,3.1993246410712873e-16,1.418947154360684e-16,0.0,2.4037958027158755e-16,1.2382634318555502e-15,0.041914673343453744
12,2.869591825622354,-2.520565105579526,1.85818727496408,2.57936078002832e-16,1.4637656111426371e-16,1.3877787807814457e-16,2.245068984785574e-16,5.195247404867577,5.195247404867578,1.7095979276520408e-16,1.7095979276520408e-16,1.565889695618374e-18,0.0,1.7494756043727628e-16,2.1666866377870066e-16,0.34848161716627457
13,4.813926800679433,-3.446253319199304,-2.9337937341185114,1.3872692635291366e-17,0.0,0.0,2.228580798342135e-16,4.19400459205662,4.194004592056621,2.1177335413087563e-16,0.0,2.8931877285484774e-16,1.1102230246251565e-16,3.6243151545780554e-16,4.492448739085988e-16,0.2077306202202464
14,9.743293711180979,-6.641514145123879,0.1778454385059961,1.3626722553522046e-16,3.8154997043731935e-18,2.220446049250313e-16,4.742874840267548e-16,28.662894574365154,28.662894574365154,0.0,2.478963643803019e-16,7.884007353420966e-17,1.1102230246251565e-16,3.887540804962431e-16,1.8111145793027124e-15,0.1026346972228142
15,27.73327718262902,-4.235148037445832,0.2884806662085561,1.0554416459566023e-16,7.873624784224562e-18,1.2412670766236366e-16,4.577566798522237e-16,10.57651631397561,10.576516313975622,1.1756704671623342e-15,1.0077175432820008e-15,1.1225017095662228e-16,0.0,2.835271681453262e-16,1.3178104923400519e-15,0.03605776531258079
16,4.494765954386918,-6.398009567226637,0.39234198145169563,2.934385740068763e-16,3.895212310672201e-17,3.3422138886441676e-16,2.482534153247273e-16,2.4900195081627965,2.4900195081627987,8.917384148884111e-16,3.5669536595536445e-16,1.4398489943304594e-16,2.220446049250313e-16,2.431399325146821e-16,2.199076695364233e-15,0.2224809945941666
17,23.113596817751528,-2.580794798234611,-1.4368259430475054,2.0453730775878694e-17,7.412843020154201e-17,0.0,9.420554752102653e-16,7.531815395899759,7.531815395899763,4.716942054547116e-16,9.433884109094231e-16,1.7209778531310314e-16,0.0,2.2449477887434174e-16,2.623684717964863e-15,0.043264577464293914
18,7.475621139689787,1.3072037555974378,-1.0974414311490395,9.021566821459919e-18,0.0,0.0,3.3422138886441676e-16,1.0752587243050493,1.0752587243050489,4.1300684180645174e-16,1.0325171045161293e-15,7.463004544760317e-18,0.0,1.2327213875590858e-16,9.985025485578886e-16,0.13376814866804454
19,7.430281294707009,-5.96874078070118,4.4422886670292145,1.5868659497932074e-16,0.0,2.2887833992611187e-16,2.220446049250313e-16,13.746236574060553,13.746236574060553,0.0,0.0,1.6657754423987262e-16,0.0,1.4013649752211287e-16,1.9112557017146308e-15,0.1345844067454564
20,10.136135203563901,-0.1571986562880277,0.006270594903598603,8.347744383146874e-17,0.0,2.775557561562892e-16,4.45743251456473e-16,5.315179976795857,5.315179976795858,1.6710222863150245e-16,3.342044572630049e-16,6.901155573510906e-17,0.0,6.79698196038928e-17,1.1102230246251565e-16,0.09865693184996038
21,2.8104605328438326,-0.4765130339163807,2.3282688328360432,7.337400089442321e-17,6.940709192900522e-17,2.2887833992611187e-16,2.22900724110858e-16,4.703181619786079,4.70318161978608,1.8884629416895096e-16,3.7769258833790193e-16,1.5092211900371915e-16,0.0,1.8925315489578252e-16,0.0,0.35581357158861315
22,32.40553007348054,-5.257816170608034,0.36151400961703073,1.6684616604561456e-16,4.191067196011268e-17,5.551115123125783e-17,6.852508528768719e-16,2.0747207901441693,2.0747207901441707,6.42143095051171e-16,1.0702384917519517e-15,1.6299753302667096e-16,0.0,1.9308158211802513e-16,1.7079358417420672e-15,0.03085893048909823
23,4.114420979151285,-0.2391469810271423,0.2956155763636523,4.14640253077925e-17,4.0118493331047016e-17,2.482534153247273e-16,3.3306690738754696e-16,1.3269678643387766,1.326967864338776,5.019969455756384e-16,5.019969455756384e-16,1.5508363449976223e-16,0.0,2.3516180150651797e-16,8.663988734076328e-16,0.24304756491064733
24,10.65649815655323,-4.251773722826696,0.0969764982863408,9.614422705435466e-17,4.4159311054548784e-17,2.2215299868541707e-16,4.577566798522237e-16,3.3801206326760225,3.3801206326760225,0.0,2.627653022540084e-16,4.405638142724325e-17,0.0,1.3277025806965661e-16,4.570679169906852e-16,0.0938394569500347
25,43.06854961098084,3.3137883012719986,-2.0954424197767443,9.746407709672884e-17,1.6150801269986587e-16,2.237726045655905e-16,3.218210817975852e-15,7.494349519057145,7.49434951905711,4.740523069769321e-15,3.199853072094291e-15,1.2194189093131802e-17,0.0,1.5190842681540876e-16,9.252910671302354e-15,0.023218799078037502
26,10.846054482341543,-0.10718390260396157,-0.1391915467496878,5.658978556766548e-17,6.193654425209199e-17,1.2412670766236366e-16,4.440903891052744e-16,3.9517666940320915,3.95176669403209,3.3713215700769017e-16,8.990190853538405e-16,1.8846925522119482e-16,2.220446049250313e-16,1.2764260024977662e-16,2.7755575615628914e-16,0.09219942621790182
27,4.106482486059933,-4.211935170927833,0.6795441190115707,3.2112482214225626e-16,0.0,2.482534153247273e-16,2.220540161214612e-16,2.4714032677246096,2.4714032677246087,3.593822308561808e-16,1.796911154280904e-16,1.5174685657251484e-16,1.1102230246251565e-16,1.5935353215491282e-16,3.637437588418026e-16,0.24351741506134364
28,5.213746925393731,-0.22979223868265905,-1.0793600966377168,2.3548635403189028e-17,5.0472864382405523e-17,0.0,2.482534153247273e-16,11.47928427908089,11.479284279080892,1.5474456387820007e-16,0.0,1.3894042635538247e-16,0.0,1.4789648773357968e-16,6.547320628958086e-16,0.19180064055841806
29,10.937845543623231,-1.4039023887565765,1.6072787497446213,1.36941498743894e-16,6.165133335479597e-17,2.220446049250313e-16,4.47545209131181e-16,6.895036255767782,6.895036255767785,3.864425305771901e-16,1.2881417685906339e-16,1.4115111712500026e-16,0.0,9.665928281285004e-17,1.5813640628650438e-15,0.0914256830572088
30,3.045392697921596,-0.15315840801081568,0.2121240125293593,1.5528654083087387e-16,8.725297564234877e-17,2.2887833992611187e-16,3.341588258131904e-16,8.181386411428848,8.181386411428848,0.0,6.513652149171683e-16,1.259682113605889e-16,0.0,1.697823741251237e-16,1.7692421401291014e-15,0.32836487743681564
31,3.93436717055407,-1.8113822768967636,-0.11120407841210955,1.7866469786344748e-17,0.0,2.4825341532472726e-16,1.1123730056853588e-16,4.838842445855281,4.838842445855279,5.506555108820888e-16,3.6710367392139247e-16,1.2012855215225572e-16,0.0,5.945164599176806e-17,5.699355091655258e-16,0.25417048197338754
32,15.451899880747087,-0.29389033841868684,-0.06529291535162618,3.337020141574101e-16,7.366526669348914e-17,2.237726045655905e-16,9.82092519139173e-16,3.806761781665279,3.8067617816652763,6.999479904242306e-16,1.633211977656538e-15,1.6683444916571008e-16,2.220446049250313e-16,1.6015829182448074e-16,1.0181594835492346e-15,0.06471696087326946
33,40.56993216276857,-3.432935213728152,-3.916292601894568,2.63193844893274e-16,1.6045939482137392e-16,4.163336342344338e-17,2.2265482403317755e-16,1.341164688691342,1.341164688691343,8.278051412973528e-16,8.278051412973528e-16,1.6830729221255145e-16,1.1102230246251565e-16,1.529459601335882e-16,1.4569625857550243e-15,0.024648796453188473
34,9.247346000148802,-0.4101778170502226,-0.42369236232479124,2.000688225268993e-33,0.0,5.551115123125782e-17,2.2204591279663302e-16,1.1645587673299977,1.1645587673299973,3.813368825243856e-16,1.1440106475731567e-15,1.4784131206041792e-16,0.0,1.6822932418896924e-16,1.902853321419436e-15,0.10813913527015502
35,7.728442816681547,-2.566665943216893,-2.146378752088608,2.385773623596984e-16,2.696482881060445e-16,3.3766115072321297e-16,7.263777292786196e-17,21.73739738332125,21.73739738332125,0.0,1.6343785855092478e-16,1.6428975099830082e-17,0.0,4.512663223408537e-17,8.582877593938325e-16,0.12939217171168496
36,8.01997776394,-1.2302024525837223,0.9140238405919836,6.938880916897185e-17,9.160621824352612e-17,5.551115123125783e-17,2.473813298606715e-17,5.65300757305264,5.653007573052638,3.1423217047646956e-16,1.5711608523823478e-16,1.3509565825005453e-16,0.0,1.5623543648291546e-16,2.551151383112624e-15,0.124688625010442
37,14.53602148428118,-0.12458752293333705,-0.49369998016837124,1.1330198973949944e-16,0.0,2.482534153247273e-16,1.2412670766236366e-16,13.36226964647415,13.362269646474143,5.317530289082202e-16,5.317530289082202e-16,8.677205887909509e-17,0.0,2.458213302867702e-16,1.1102230246251565e-16,0.06879461488698173
38,50.27835377521581,-1.3896878956572734,-2.926057557287737,2.9020564291679505e-17,1.279582734382858e-16,5.551115123125783e-17,2.976447483099126e-16,1.6561532634218128,1.656153263421813,1.34072497895672e-16,4.02217493687016e-16,6.924878010445144e-18,0.0,1.2126377387936375e-16,7.985443149060424e-16,0.019889274904874677
39,1.930882777155203,-1.8732976034859201,1.0374753264585979,2.8453078016478384e-16,9.167047397797318e-17,2.2887833992611187e-16,1.119030645180315e-16,7.301285914235376,7.301285914235377,1.2164684825839193e-16,3.649405447751758e-16,6.147279990626106e-17,0.0,1.7930452133041944e-16,1.6096996749271767e-15,0.5178978298585859
40,12.525057858914039,-0.7980961637035034,-1.0249389571186935,2.1011410395036402e-16,2.2716915326160527e-16,5.551115123125784e-17,7.947987303456224e-16,6.393752750926483,6.393752750926486,5.55653904240463e-16,4.167404281803473e-16,2.8871550251553135e-16,2.220446049250313e-16,3.0016168164941026e-16,6.84202331692299e-16,0.07983995054268611
41,8.74844679340616,-1.345950630479411,1.4545267128539785,7.463683283669555e-17,1.1461075378704021e-16,1.570092458683775e-16,1.4327132307620902e-16,15.235953546469581,15.235953546469563,1.1658980410923223e-15,1.1658980410923222e-16,6.33006033738225e-17,0.0,2.880397615874358e-16,3.4182023351414785e-16,0.11430600466744734
42,2.016293692517014,-5.869818862081311,-0.5495960642530853,5.0374657636631195e-17,0.0,5.551115123125783e-17,2.2207049497363345e-16,5.105340218177391,5.105340218177389,3.479409331185397e-16,0.0,1.6695427732400991e-16,2.220446049250313e-16,1.4026405396879256e-16,0.0,0.4959594942498998
43,3.984707960535202,-1.0300438345680327,-0.6120399451556986,7.785743102412916e-17,6.368956218806283e-17,1.3877787807814457e-17,1.1163442131941904e-16,5.4300473116317685,5.43004731163177,3.2713468915732936e-16,1.6356734457866468e-16,3.7012124684996983e-17,0.0,1.284800855218446e-16,8.397389007093879e-16,0.2509594203399754
44,3.8905150910986284,-2.817272396487889,1.0655154929002297,1.7587915632948517e-16,2.329832512674566e-16,2.482534153247273e-16,2.240007223071587e-16,2.172997388993986,2.172997388993986,0.0,2.043671161775573e-16,1.5704543559817273e-16,0.0,1.2054181668232627e-16,9.31385752537349e-16,0.25703537361619966
45,9.391059596218556,-3.0958512640803786,2.2044142129425808,4.911729815395466e-17,1.1379237851548988e-16,3.3766115072321297e-16,4.5352019687481246e-17,0.8452677012545855,0.8452677012545855,0.0,6.661338147750939e-16,1.1112823059577496e-17,0.0,1.8284317235533159e-16,3.086899276050419e-16,0.10648425662240113
46,9.448408567700296,-3.822031136802511,1.1101743217440352,9.307219743115474e-18,4.993436758660239e-17,5.551115123125784e-17,2.236830375040983e-16,5.3433372112372135,5.343337211237217,6.648866688273065e-16,3.3244333441365327e-16,1.2417878896311585e-16,0.0,1.0671130040367012e-16,4.566208865589491e-16,0.1058379295131794
47,17.036388503119102,-2.346185638177863,0.8584011701457217,5.0679810990417315e-17,0.0,1.475229079552588e-16,3.258285699037921e-17,16.1949233211471,16.194923321147108,4.387441185549076e-16,2.193720592774538e-16,1.304664615320969e-16,1.1102230246251565e-16,5.3052091950923166e-17,3.2940909882034506e-15,0.05869788657478068
48,10.29970722140206,-5.002252332371008,0.6190119848568971,9.384181948886445e-17,2.6187665661401655e-17,1.1102230246251565e-16,6.707260983040389e-16,4.992514763272106,4.992514763272107,1.779020116743753e-16,8.895100583718766e-16,1.5056916125789495e-16,0.0,2.6827505846323417e-16,1.4460123013464736e-16,0.0970901384383116
49,61.25037509038792,-3.4777838392833185,1.2387992870760536,4.6051041864028705e-18,2.5445699859107566e-17,2.7755575615628914e-17,1.5553031891404223e-15,6.635299699682335,6.635299699682328,1.070852512952983e-15,1.6062787694294745e-15,7.190552227614823e-17,0.0,4.0464763308041694e-16,1.1528893203252805e-15,0.016326430630409054
50,9.138074424821413,-4.342820686729018,2.5776406659766127,2.0119872032238283e-16,7.754966746089935e-17,5.551115123125783e-17,7.040444551578068e-18,9.727574405599679,9.727574405599679,0.0,3.652209205159491e-16,4.598088810095228e-17,0.0,6.168648247625762e-17,1.5273721615388418e-15,0.10943224507821281
51,6.278953717597223,-3.818825966399291,2.6617284843911824,1.2661376585595117e-16,1.3809822737198505e-16,5.551115123125784e-17,5.578801654593729e-16,4.258453594114902,4.258453594114902,0.0,2.0856829834369218e-16,1.3952003890335837e-16,0.0,2.714328605424086e-16,1.1655347515276106e-15,0.15926220274524905
52,16.485741806616403,-6.590798512629177,0.5702106427345136,2.72882015811854e-16,1.9009164732572896e-16,2.2887833992611187e-16,8.891727326460873e-16,4.253968763205931,4.25396876320592,2.505458227288246e-15,1.252729113644123e-15,4.601305445761648e-17,0.0,2.323720018147759e-16,1.5784175836246965e-15,0.06065847759417319
53,31.115219125788293,-0.9375449671913731,-2.3448005520886532,4.793738652308348e-17,2.390570867880747e-16,2.775557561562892e-16,4.487857137521871e-16,14.235855819647421,14.235855819647389,2.246048535071242e-15,3.743414225118737e-16,2.37710611486642e-17,0.0,8.16353289932835e-17,8.881784197001252e-16,0.03213861345334462
54,6.282667857357591,-1.1934661096615697,1.390047633512463,2.775412572193163e-16,3.8511281035054454e-16,4.47545209131181e-16,4.577566798522237e-16,4.508854722558425,4.508854722558427,3.9397074173024273e-16,3.9397074173024273e-16,1.8002184301026075e-16,1.1102230246251565e-16,1.7585417427970415e-16,6.973787218453263e-16,0.15916805132853176
55,8.592782782592705,-3.9849087205838245,-2.3378985613383465,5.1256279903535245e-17,0.0,1.1102230246251565e-16,8.88287589054122e-16,4.225813651518345,4.225813651518344,2.1017926793364414e-16,6.305378038009324e-16,1.1984615284615891e-16,0.0,1.8980953814652156e-16,2.848248800828934e-15,0.11637673444111751
56,12.999260487184834,-3.868154712495853,-0.24926404214717868,5.917148370719276e-17,4.2115437824094655e-17,5.551115123125783e-17,2.2266699855133315e-16,3.778620954365442,3.7786209543654428,2.3505358976904326e-16,4.701071795380865e-16,1.8718171608704276e-16,1.1102230246251565e-16,2.1843641919388004e-16,1.762227255601324e-15,0.0769274529874844
57,2.5930634840546842,-0.12889259928654542,0.5933960993001168,2.1948799487645656e-17,1.7015786872109126e-16,3.3766115072321297e-16,1.0732430732286133e-17,3.2623973673617046,3.2623973673617033,4.08370740756081e-16,2.72247160504054e-16,5.946838473628715e-17,0.0,1.5826243811208202e-16,5.234967847453952e-16,0.3856442413188952
58,3.1023781276080467,-3.5797884601129786,-0.6280944276156847,3.8152866314841066e-17,0.0,2.0014830212433605e-16,2.23727329846627e-16,7.278438303277015,7.278438303277016,2.4405741525630173e-16,2.4405741525630173e-16,1.675762106347465e-16,1.1102230246251565e-16,1.035665094554427e-16,1.1487789647856405e-15,0.3223333710036844
59,7.467905323459439,-0.9856745633785533,-2.658260021810823,3.9881311237226455e-17,5.5383610473846784e-17,1.1443916996305594e-16,1.570092458683775e-16,3.9125563169346207,3.9125563169346185,5.675179778600531e-16,2.2700719114402125e-16,1.3753934514459128e-16,0.0,1.819701304364635e-16,8.260874460913163e-16,0.13390635749741414
60,12.885202057076459,-0.9769266985242632,0.7225399622274251,4.0459284850450715e-17,0.0,1.1443916996305594e-16,4.442157274718349e-16,12.44470481487107,12.444704814871073,2.854799476284169e-16,7.136998690710423e-16,1.1409968299861872e-16,1.1102230246251565e-16,1.844887584695383e-16,4.493502386808527e-16,0.07760840657138246
61,8.518705427237457,1.8529895593210575,-1.33716870955416,1.0026770023410954e-16,6.028000138833381e-17,1.1102230246251568e-16,2.237726045655905e-16,2.670507206856683,2.6705072068566826,1.6629395670973575e-16,1.1640576969681502e-15,6.30335784218226e-18,0.0,2.5087609347231905e-16,7.284754093434153e-16,0.1173887286679293
62,13.265415594667477,-4.6284583600312645,-4.215192030433456,1.7707342496688767e-16,1.839531143681664e-16,2.2247786310271853e-16,3.331391796911832e-16,12.140459097890167,12.140459097890165,1.4631710589173313e-16,5.852684235669325e-16,1.4225389026605454e-16,0.0,1.4425454379334906e-16,3.7634130258999018e-16,0.07538399327662129
63,6.54326534116844,6.678487252867845,1.3649077129202016,6.626915155537217e-17,1.4664233889771147e-16,5.551115123125783e-17,2.237726045655905e-16,0.20666195026892625,0.2066619502689262,5.551115123125783e-17,2.7755575615628914e-16,1.417031979049885e-16,1.1102230246251565e-16,2.5507995506474507e-16,4.2155240479552127e-16,0.15282889319928283
64,44.31671050798838,-8.446255213173558,4.381082090584861,1.049004675995314e-16,6.360644531892538e-17,2.7755575615628914e-17,1.3344664457261195e-15,0.07289889674269442,0.07289889674269445,2.7755575615628914e-17,2.498001805406602e-16,1.5845690527923246e-16,0.0,5.615011329691104e-17,2.2579336885957583e-15,0.02256485168996214
65,29.39116640342367,-0.9479473206606005,0.5035600762738432,3.203071913830517e-17,4.721208377038756e-17,1.1102230246251565e-16,1.3327034292967878e-15,21.825584297590694,21.825584297590648,2.116107280092605e-15,1.3022198646723724e-15,1.147789184409008e-16,1.1102230246251565e-16,6.755887504574597e-17,1.0541100638011938e-15,0.03402382832562286
66,4.4117719125729185,-7.191928807578678,-0.4769708755252079,6.158335923262922e-17,4.5162190541998136e-17,1.2412670766236366e-16,3.3306690738754696e-16,9.912823750351548,9.912823750351553,5.375935911310601e-16,1.7919786371035335e-16,8.659176938889245e-17,0.0,1.7723242121711173e-16,7.219650492724895e-16,0.22666629640352462
67,13.977732466398608,-2.6317214880534205,1.3115848471100322,2.570792750779263e-16,6.479583628682878e-17,0.0,2.2591401799415137e-16,3.0687924982889765,3.068792498288975,4.341341522090534e-16,5.7884553627873795e-16,2.685858316362483e-17,0.0,2.267093056009264e-16,7.42300839275648e-16,0.07154236228257722
68,3.1965578394571508,-0.9825889073359879,1.2223612013352136,0.0,8.389874796205379e-17,1.3877787807814457e-16,2.225127551749582e-16,1.6646744954549768,1.6646744954549764,2.6677239968687533e-16,2.6677239968687533e-16,3.2500884810386816e-17,0.0,1.966327876071924e-16,5.483475540305226e-16,0.3128365104664662
69,22.24883136227539,-0.2694837926074138,-0.3036060859455321,1.132672144166289e-16,0.0,2.2887833992611187e-16,1.1120502504345964e-15,8.300407134294819,8.300407134294815,4.280167974076527e-16,1.2840503922229583e-15,8.961496868291243e-17,0.0,2.636246057564524e-16,4.996003610813204e-16,0.04494618093495008
70,22.10472233851047,-4.580607901775267,-0.44814655713763507,8.098247260045649e-17,5.014041094193991e-17,1.1102230246251565e-16,5.551115123125784e-16,14.237023950731457,14.237023950731478,1.4972428329523065e-15,2.4954047215871774e-16,5.373516057883311e-17,0.0,1.618734686986935e-16,7.235558557751769e-15,0.04523920204406935
71,12.791981578134013,-4.941409389104995,0.7546702935133844,1.7465469081994524e-16,1.236462850073212e-16,3.3306690738754696e-16,8.167122017163298e-17,3.721218241848283,3.7212182418482826,1.193397379535281e-16,7.160384277211686e-16,1.4237330398896276e-16,0.0,1.9422259245624384e-16,1.026299032153816e-15,0.0781739712406533
72,5.023423861738289,-7.33014756546544,-4.8793494312000805,1.6863836757725777e-16,2.554147962197336e-16,1.1102230246251565e-16,1.1850570320521728e-16,9.183342863841931,9.18334286384194,9.671624297043267e-16,1.9343248594086535e-16,5.322803120075514e-17,0.0,9.828084462352174e-17,3.561687622087586e-16,0.1990674144813182
73,18.267150751970725,0.7586845933553856,0.35117277151050463,1.5041163006869708e-16,5.182205245070323e-17,4.440892098500626e-16,4.577566798522237e-16,33.25094624254345,33.25094624254349,1.2821458924696435e-15,6.410729462348218e-16,3.319433476076988e-17,0.0,2.111307614438944e-16,4.237194681630204e-15,0.05474307480011072
74,5.671422085268962,-2.922252537281521,-1.993979705095613,8.305925807461548e-17,5.125337378543459e-17,8.326672684688674e-17,6.22847510151419e-17,4.001162399698857,4.001162399698857,0.0,2.2198009752540237e-16,1.1359790577480286e-16,0.0,4.9960210324640275e-17,4.517613550782206e-16,0.17632261978832625
75,39.369474582459105,1.536600313223319,-1.4350551274486305,1.2825755993076043e-16,8.805092668822901e-17,3.3766115072321297e-16,4.460365043975677e-16,2.857245925467282,2.8572459254672813,3.108512332745282e-16,1.554256166372641e-16,1.6109232112109749e-16,0.0,1.168175867159784e-16,9.985062723124071e-15,0.02540038978435895
76,5.8634624202751455,-1.3477836284838811,-0.5977618735009351,1.0769783614300274e-17,2.5074140339368985e-17,1.6653345369377348e-16,5.348049491162323e-17,8.73423979932648,8.734239799326485,6.101355859970424e-16,2.0337852866568078e-16,4.5995777947553626e-17,0.0,1.1453463882650717e-16,7.792109327685135e-16,0.17054769491522892
77,4.337089274453388,0.806996137728716,-1.3058798112631154,8.166607376936114e-17,7.293332591723801e-17,3.3766115072321297e-16,1.7963111327579827e-17,5.762492470663932,5.762492470663934,4.62392840019343e-16,0.0,1.1375170212586242e-16,0.0,2.039366465470277e-16,3.386083784642345e-16,0.23056938345499756
78,13.365705860032811,0.2509982295078553,-0.09785772198516018,1.6417989350647428e-17,4.385585482252909e-17,4.47545209131181e-16,1.6653345369377353e-16,4.401465375133959,4.401465375133958,4.03583054279096e-16,0.0,8.80793854662466e-17,0.0,9.860809479811309e-17,2.1597234543273996e-16,0.07481834558324855
79,35.872998174650014,-3.763571400805304,1.2267232005086557,1.0270908924013694e-16,5.2982927816857757e-17,5.551115123125783e-17,7.550332863779068e-16,18.468121420829526,18.46812142082953,1.9237006286917324e-16,3.847401257383465e-16,1.5766791283480168e-16,0.0,1.8740286610250584e-16,1.3196043812030168e-15,0.02787611994768993
80,12.664961891016212,-0.5911579878819806,-1.5619338526179247,1.4881167094436703e-16,1.0034819478309996e-16,4.440892098500626e-16,1.4607370927824722e-16,2.3323139234413692,2.332313923441369,1.9040713404257406e-16,1.9040713404257406e-16,7.16021543894056e-17,0.0,1.3424449019340026e-16,4.440892098500626e-16,0.07895799518428585
81,3.1365830425439225,-2.834181780504751,-0.8364045984183401,1.4848531283607925e-16,4.3442807791343795e-17,0.0,1.119365447682073e-16,2.47181844102165,2.47181844102165,0.0,5.389828020700161e-16,1.5894635199980124e-17,0.0,3.987044235240078e-16,6.3984740472896e-16,0.3188182765883194
82,4.17674680202072,0.7701236978057988,-1.7521849531385538,2.2381684851180683e-16,3.146190392600343e-17,2.237726045655905e-16,4.800066159937583e-17,0.5873075106273842,0.5873075106273842,0.0,0.0,1.2835722613558402e-16,0.0,1.0023607956548259e-16,4.713920727848506e-16,0.23942078545824141
83,3.2521637241780077,-3.7184998415837813,-2.5722894871423265,1.2300744674030936e-16,5.844394473062553e-17,2.2213987569309306e-16,1.1181159665010951e-17,3.779057248137198,3.7790572481371987,2.350264527318111e-16,2.350264527318111e-16,3.582596529942697e-17,0.0,5.461696150762272e-16,7.214692656875758e-16,0.3074875943562009
84,3.1740068312454675,-4.142919699874379,-4.076511438873503,7.688197422409253e-17,1.5975625749371262e-16,2.237726045655905e-16,1.1285640842784363e-16,0.9698027775183446,0.9698027775183446,0.0,2.220446049250313e-16,1.0083722836310394e-16,0.0,1.5471231645594233e-16,4.3129515561468945e-16,0.3150591832871391
85,7.693662067583194,-2.503548057602172,-2.1480459484133414,4.782939764439993e-16,3.139553776752531e-16,2.2591401799415137e-16,2.2887833992611187e-16,6.026080280195819,6.026080280195816,4.4216723561701224e-16,5.895563141560163e-16,8.316918548264113e-17,0.0,1.3051922249193653e-16,1.8148927660534363e-15,0.1299771150871631
86,10.820062997512224,-0.13905392348838747,0.05022169946984559,2.3157130128190895e-17,3.075581244428899e-17,2.220446049250313e-16,8.989550626504553e-16,2.563257979862347,2.5632579798623474,1.732518588994742e-16,1.0395111533968453e-15,8.355315177448298e-17,0.0,2.196328414508481e-16,5.551115123125783e-16,0.09242090367033287
87,4.211410461691379,-3.1563110094017013,1.0011774008889218,3.2018396514580317e-16,1.378741761741213e-16,4.44092597968927e-16,4.440900399496054e-16,4.170660993091746,4.1706609930917455,2.129586703813371e-16,6.388760111440113e-16,1.5039408190015174e-16,2.220446049250313e-16,1.433931361802393e-16,2.733054519443217e-15,0.23745013911524132
88,5.20696686590757,1.1139366259230286,2.3769827150232015,5.359214788257068e-17,4.2310322317113965e-17,1.1102230246251565e-16,4.955975299103313e-17,1.9577080040981896,1.9577080040981896,0.0,4.536827850940218e-16,1.597504386305075e-16,1.1102230246251565e-16,1.1172075052371544e-16,1.3514053175041716e-15,0.1920503866747199
89,2.7302084866033054,-3.4147290312060936,-0.8873036657935128,5.586114157704752e-17,1.8647346771221532e-17,5.551115123125783e-17,1.6321986659557698e-17,7.217772829360135,7.217772829360133,3.691630814787766e-16,2.4610872098585106e-16,1.3114473603821085e-16,0.0,1.3403746978537776e-16,8.823620998628462e-16,0.36627239454673066
90,6.974832965291839,-2.6044520619316787,0.7815015575515153,1.0507223097642466e-16,6.769173843862354e-17,1.2412670766236366e-16,8.75599150736512e-18,20.13749763407153,20.137497634071536,3.5284559614691216e-16,1.7642279807345608e-16,9.926121712432793e-17,0.0,2.239482310620704e-16,1.5948598851010541e-16,0.1433726090612064
91,2.4872128641978475,0.7664318090934904,-2.574325059009806,4.1994019203334077e-17,1.0478390871144903e-16,2.2247786310271853e-16,2.240078135736243e-16,6.5971010717529825,6.597101071752982,1.3463162228983681e-16,1.3463162228983681e-16,1.7657523191129265e-16,0.0,2.343155496542048e-16,2.4510492980370777e-16,0.4020564602228005
92,5.48133098620264,-3.2321236024670483,0.9921272361032821,4.613433604386462e-17,7.453815035477227e-17,1.6653345369377353e-16,2.2204564026582017e-16,3.998324326052847,3.998324326052848,2.221376624984638e-16,2.221376624984638e-16,7.300014447057644e-17,0.0,3.0000212571189363e-16,2.0370288520418715e-15,0.1824374412924807
93,4.385918138910673,-0.7563135800596037,-0.1451060096230763,2.742781055961515e-17,4.586707018539837e-17,2.482534153247273e-16,2.220741052524015e-16,1.0626499643155927,1.0626499643155924,2.089536652532998e-16,0.0,4.433314318423452e-17,0.0,1.2408107273475686e-16,6.484816005909868e-16,0.228002431492798
94,23.73546093404103,-5.266978746379724,-1.0314584849996546,1.5396541752152964e-16,1.253459421853889e-16,2.2887833992611187e-16,1.1151545910169994e-15,10.050675667042896,10.050675667042892,3.5348008397586455e-16,1.7674004198793226e-15,1.28249153629602e-16,0.0,4.610421655619259e-16,1.746706028017497e-15,0.042131054576057876
95,32.266887628963474,-1.880434339531714,-3.1988330028607836,3.4764740023604223e-16,3.7861059613014264e-16,6.866350197783356e-16,7.44760245974182e-16,11.90816883593601,11.90816883593603,1.640884127745647e-15,8.9502770604308e-16,7.010608409701926e-17,0.0,2.15060814197014e-16,3.4911830322600923e-15,0.03099152330707995
96,15.706521158231196,-0.5525415998701437,3.9639159799861865,2.3330081131210748e-17,9.79137332005136e-17,2.220446049250313e-16,1.2947314098277879e-15,3.405047827134303,3.4050478271343048,5.216833740908823e-16,1.3042084352272058e-15,5.762475265798864e-17,0.0,1.8862329466882458e-16,3.1243941114690768e-16,0.06366782242393304
