case,time,actual_cycles,second_cycles,fourth_cycles,actual_a,predicted_a
finest-carrier,14.65,0.0,3.1626584870009735e-133,3.1626584870009735e-133,-1.359788932999605e-184,-2.983217923284829e-116
finest-carrier,14.675,0.0,5.566765250408145e-132,5.566765250408145e-132,-4.43718865902337e-183,-4.992551864788156e-115
finest-carrier,14.700000000000001,0.0,9.655504636463633e-131,9.655504636463633e-131,-1.4281579430515685e-181,-8.23264590054317e-114
finest-carrier,14.725,0.0,1.6503414167410347e-129,1.6503414167410347e-129,-4.534023611674639e-180,-1.3376384629918724e-112
finest-carrier,14.75,0.0,2.7797410334107037e-128,2.7797410334107037e-128,-1.4198341639791793e-178,-2.1415259740321608e-111
finest-carrier,14.775,0.0,4.613932486461455e-127,4.613932486461455e-127,-4.385758988457373e-177,-3.3782802276854307e-110
finest-carrier,14.8,0.0,7.547077576068862e-126,7.547077576068862e-126,-1.3363249024947096e-175,-5.251190664476172e-109
finest-carrier,14.825000000000001,0.0,1.2165531401478366e-124,1.2165531401478366e-124,-4.016486006313323e-174,-8.04287623528951e-108
finest-carrier,14.85,0.0,1.932554481595791e-123,1.932554481595791e-123,-1.1908415073719115e-172,-1.213829789610796e-106
finest-carrier,14.875,0.0,3.0254097078258424e-122,3.0254097078258424e-122,-3.482905281805019e-171,-1.805086287059272e-105
finest-carrier,14.9,0.0,4.667577391667462e-121,4.667577391667462e-121,-1.0048835050813902e-169,-2.6450416462052725e-104
finest-carrier,14.925,0.0,7.096701447837892e-120,7.096701447837892e-120,-2.860107496608033e-168,-3.819105718092979e-103
finest-carrier,14.950000000000001,0.0,1.0633634217190251e-118,1.0633634217190251e-118,-8.030594279053001e-167,-5.433571140258108e-102
finest-carrier,14.975,0.0,1.5702517165323444e-117,1.5702517165323444e-117,-2.2244245552024813e-165,-7.617335536745712e-101
finest-carrier,15.0,0.0,2.2851837413569987e-116,2.2851837413569987e-116,-6.078524779774625e-164,-1.0522381816128415e-99
finest-carrier,15.025,0.0,3.2774711908250724e-115,3.2774711908250724e-115,-1.638682961147935e-162,-1.4322443201737609e-98
finest-carrier,15.05,0.0,4.6325901454650315e-114,4.6325901454650315e-114,-4.358263772238787e-161,-1.9209264362436812e-97
finest-carrier,15.075000000000001,0.0,6.453230155293859e-113,6.453230155293859e-113,-1.1435610976963425e-159,-2.5385929686485754e-96
finest-carrier,15.1,0.0,8.859301091501151e-112,8.859301091501151e-112,-2.960314515518235e-158,-3.3056884399576065e-95
finest-carrier,15.125,0.0,1.198646895575294e-110,1.198646895575294e-110,-7.560563371434705e-157,-4.241453539912765e-94
finest-carrier,15.15,0.0,1.5982795393492645e-109,1.5982795393492645e-109,-1.905080593230202e-155,-5.362268408486539e-93
finest-carrier,15.175,0.0,2.1003118085699e-108,2.1003118085699e-108,-4.736094708998938e-154,-6.67974926154203e-92
finest-carrier,15.200000000000001,0.0,2.7200943402859724e-107,2.7200943402859724e-107,-1.1616626906720366e-152,-8.198717691602147e-91
finest-carrier,15.225,0.0,3.471783441512663e-106,3.471783441512663e-106,-2.8112341198199673e-151,-9.915209395285845e-90
finest-carrier,15.25,0.0,4.3670561448656455e-105,4.3670561448656455e-105,-6.712369277030016e-150,-1.1814727256368529e-88
finest-carrier,15.275,0.0,5.413662017729323e-104,5.413662017729323e-104,-1.5813242286947273e-148,-1.3870964697097514e-87
finest-carrier,15.3,0.0,6.613908045380445e-103,6.613908045380445e-103,-3.675670221512194e-147,-1.6045221857167468e-86
finest-carrier,15.325000000000001,0.0,7.963206137160032e-102,7.963206137160032e-102,-8.429985387152497e-146,-1.8286704588656124e-85
finest-carrier,15.35,0.0,9.448837946660302e-101,9.448837946660302e-101,-1.9076371505646834e-144,-2.053383320230532e-84
finest-carrier,15.375,0.0,1.104910313708601e-99,1.104910313708601e-99,-4.259388490491315e-143,-2.2716597674242127e-83
finest-carrier,15.4,0.0,1.2733010171457127e-98,1.2733010171457127e-98,-9.383935033400611e-142,-2.475988678301543e-82
finest-carrier,15.425,0.0,1.446064022597012e-97,1.446064022597012e-97,-2.0399173776039462e-140,-2.658760282746452e-81
finest-carrier,15.450000000000001,0.0,1.6184264712575557e-96,1.6184264712575557e-96,-4.375558124419438e-139,-2.812726641442748e-80
finest-carrier,15.475,0.0,1.7850228279546424e-95,1.7850228279546424e-95,-9.260851924176363e-138,-2.9314733147168895e-79
finest-carrier,15.5,0.0,1.9401528540836984e-94,1.9401528540836984e-94,-1.9340522097100414e-136,-3.009859975384993e-78
finest-carrier,15.525,0.0,2.078094049475338e-93,2.078094049475338e-93,-3.98554983379702e-135,-3.0443880632217565e-77
finest-carrier,15.55,0.0,2.1934458682155077e-92,2.1934458682155077e-92,-8.104271341121161e-134,-3.033458986671173e-76
finest-carrier,15.575000000000001,0.0,2.2814774678107887e-91,2.2814774678107887e-91,-1.6261032639236313e-132,-2.977496402186689e-75
finest-carrier,15.6,0.0,2.338448090619634e-90,2.338448090619634e-90,-3.2195359787495397e-131,-2.8789195880299193e-74
finest-carrier,15.625,0.0,2.3618699898607898e-89,2.3618699898607898e-89,-6.290018249404442e-130,-2.7419701733656323e-73
finest-carrier,15.65,0.0,2.3506882239485196e-88,2.3506882239485196e-88,-1.212624368058061e-128,-2.572409492524931e-72
finest-carrier,15.675,0.0,2.305359253260065e-87,2.305359253260065e-87,-2.3068459506278924e-127,-2.3771166435419397e-71
finest-carrier,15.700000000000001,0.0,2.227820202352619e-86,2.227820202352619e-86,-4.330427947608501e-126,-2.163626315059602e-70
finest-carrier,15.725,0.0,2.1213516534872282e-85,2.1213516534872282e-85,-8.021670430736868e-125,-1.9396495733005546e-69
finest-carrier,15.75,0.0,1.99034750234307e-84,1.99034750234307e-84,-1.4662981628738811e-123,-1.7126197724637616e-68
finest-carrier,15.775,0.0,1.840014364017445e-83,1.840014364017445e-83,-2.6448728133269116e-122,-1.489300016413445e-67
finest-carrier,15.8,0.0,1.6760291645545798e-82,1.6760291645545798e-82,-4.707753518560721e-121,-1.2754792384745357e-66
finest-carrier,15.825000000000001,0.0,1.5041862126355403e-81,1.5041862126355403e-81,-8.26894879592605e-120,-1.0757724806659516e-65
finest-carrier,15.85,0.0,1.3300640532121806e-80,1.3300640532121806e-80,-1.433229153147467e-118,-8.93528998024549e-65
finest-carrier,15.875,0.0,1.1587381218827407e-79,1.1587381218827407e-79,-2.451379974185123e-117,-7.308409281770293e-64
finest-carrier,15.9,0.0,9.945584221486445e-79,9.945584221486445e-79,-4.13748153720248e-116,-5.886366576941579e-63
finest-carrier,15.925,0.0,8.410032097054004e-78,8.410032097054004e-78,-6.891163304951493e-115,-4.668374191963165e-62
finest-carrier,15.950000000000001,0.0,7.006111425022267e-77,7.006111425022267e-77,-1.132610266083741e-113,-3.645532847974268e-61
finest-carrier,15.975,0.0,5.749866138184223e-76,5.749866138184223e-76,-1.8369621213106069e-112,-2.8029533065451654e-60
finest-carrier,16.0,0.0,4.648668668004224e-75,4.648668668004224e-75,-2.940030082489667e-111,-2.1218372727109282e-59
finest-carrier,16.025,0.0,3.702354927707207e-74,3.702354927707207e-74,-4.64338993269262e-110,-1.5813605048114122e-58
finest-carrier,16.05,0.0,2.9046519809977046e-73,2.9046519809977046e-73,-7.236859116324122e-109,-1.1602535137724288e-57
finest-carrier,16.075,0.0,2.2447310583208502e-72,2.2447310583208502e-72,-1.1130028175255409e-107,-8.380269887864097e-57
finest-carrier,16.1,0.0,1.7087392206095498e-71,1.7087392206095498e-71,-1.6891686827393822e-106,-5.958342390047445e-56
finest-carrier,16.125,0.0,1.2811948012394988e-70,1.2811948012394988e-70,-2.5297618754202567e-105,-4.169977995570153e-55
finest-carrier,16.15,0.0,9.461688147217995e-70,9.461688147217995e-70,-3.73865341915575e-104,-2.8725044896620526e-54
finest-carrier,16.175,0.0,6.882114083579693e-69,6.882114083579693e-69,-5.452285759326601e-103,-1.9475263843977106e-53
finest-carrier,16.2,0.0,4.930149425958467e-68,4.930149425958467e-68,-7.846366084222832e-102,-1.2995049072350306e-52
finest-carrier,16.225,0.0,3.478307490554228e-67,3.478307490554228e-67,-1.1142524869319775e-100,-8.5333566073116e-52
finest-carrier,16.25,0.0,2.4167388257485247e-66,2.4167388257485247e-66,-1.5614284646036854e-99,-5.514217525176224e-51
finest-carrier,16.275,0.0,1.653594347404487e-65,1.653594347404487e-65,-2.1591467797399604e-98,-3.506256607167464e-50
finest-carrier,16.3,0.0,1.114163344058576e-64,1.114163344058576e-64,-2.9461971517343167e-97,-2.19367454710567e-49
finest-carrier,16.325,0.0,7.392169918365397e-64,7.392169918365397e-64,-3.9669687957743936e-96,-1.3503345235939749e-48
finest-carrier,16.35,0.0,4.829255655726649e-63,4.829255655726649e-63,-5.270728981310009e-95,-8.177532078098209e-48
finest-carrier,16.375,7.671404159231942e-18,3.106383311435293e-62,3.106383311435293e-62,-6.910268034261353e-94,-4.87174902910185e-47
finest-carrier,16.4,0.0,1.9673303665151574e-61,1.9673303665151574e-61,-8.939816213302133e-93,-2.8549490726443474e-46
finest-carrier,16.425,-7.588243876392993e-18,1.2266683198626817e-60,1.2266683198626817e-60,-1.1412183834112961e-91,-1.6456240354285762e-45
finest-carrier,16.45,0.0,7.529812704931935e-60,7.529812704931935e-60,-1.4375142981081356e-90,-9.329289633421652e-45
finest-carrier,16.475,0.0,4.550166504545787e-59,4.550166504545787e-59,-1.786715476623652e-89,-5.20137297126594e-44
finest-carrier,16.5,0.0,2.7066665067158043e-58,2.7066665067158043e-58,-2.191264446476539e-88,-2.8516976311275276e-43
finest-carrier,16.525,0.0,1.5848352449946478e-57,1.5848352449946478e-57,-2.6517128427910493e-87,-1.5373345255465808e-42
finest-carrier,16.55,0.0,9.133816180928775e-57,9.133816180928775e-57,-3.1662588772551683e-86,-8.148446377419533e-42
finest-carrier,16.575,0.0,5.181020642126419e-56,5.181020642126419e-56,-3.730355988067556e-85,-4.2460347347306934e-41
finest-carrier,16.6,0.0,2.892335532207391e-55,2.892335532207391e-55,-4.336442006667199e-84,-2.1749734890031758e-40
finest-carrier,16.625,0.0,1.5890111003011088e-54,1.5890111003011088e-54,-4.973836001923026e-83,-1.0950754536387041e-39
finest-carrier,16.65,0.0,8.590608213667764e-54,8.590608213667764e-54,-5.628841917754834e-82,-5.418888679732487e-39
finest-carrier,16.675,0.0,4.569962235455786e-53,4.569962235455786e-53,-6.285084136186414e-81,-2.635162572529629e-38
finest-carrier,16.7,0.0,2.3920219943318082e-52,2.3920219943318082e-52,-6.924080939359174e-80,-1.2591829954824045e-37
finest-carrier,16.725,0.0,1.2318358771172011e-51,1.2318358771172011e-51,-7.526039135876112e-79,-5.91161415609956e-37
finest-carrier,16.75,0.0,6.240882500978293e-51,6.240882500978293e-51,-8.070829228651879e-78,-2.726521037865389e-36
finest-carrier,16.775,0.0,3.1103843211750997e-50,3.1103843211750997e-50,-8.539078289256534e-77,-1.2352220583628185e-35
finest-carrier,16.8,0.0,1.524844056546223e-49,1.524844056546223e-49,-8.91330013567647e-76,-5.496174818684613e-35
finest-carrier,16.825,0.0,7.35271217921581e-49,7.35271217921581e-49,-9.178972127559513e-75,-2.401591758824967e-34
finest-carrier,16.85,0.0,3.4869589738755824e-48,3.4869589738755824e-48,-9.325466777958321e-74,-1.0303923818060242e-33
finest-carrier,16.875,0.0,1.6262545999651838e-47,1.6262545999651838e-47,-9.346755209900809e-73,-4.340205340653503e-33
finest-carrier,16.9,0.0,7.458248125094174e-47,7.458248125094174e-47,-9.241817736300939e-72,-1.7945644819044782e-32
finest-carrier,16.925,0.0,3.363215463517393e-46,3.363215463517393e-46,-9.014722693116633e-71,-7.282549497655722e-32
finest-carrier,16.95,0.0,1.4910901097700324e-45,1.4910901097700324e-45,-8.674365205283523e-70,-2.900114639688689e-31
finest-carrier,16.975,0.0,6.49897563532824e-45,6.49897563532824e-45,-8.233889220592005e-69,-1.1331389269873466e-30
finest-carrier,17.0,0.0,2.784433854239101e-44,2.784433854239101e-44,-7.709845139540685e-68,-4.3432353663839844e-30
finest-carrier,17.025,0.0,1.1725669496560744e-43,1.1725669496560744e-43,-7.12115829942712e-67,-1.6327833201219484e-29
finest-carrier,17.05,0.0,4.85292365506721e-43,4.85292365506721e-43,-6.487997893152123e-66,-6.019329854216687e-29
finest-carrier,17.075,0.0,1.973736355794825e-42,1.973736355794825e-42,-5.830640270276954e-65,-2.1756447129492902e-28
finest-carrier,17.1,0.0,7.887655095728696e-42,7.887655095728696e-42,-5.168414978551206e-64,-7.708326618108065e-28
finest-carrier,17.125,0.0,3.096929563400555e-41,3.096929563400555e-41,-4.5188076364854345e-63,-2.6765327248276996e-27
finest-carrier,17.150000000000002,0.0,1.1945083776738582e-40,1.1945083776738582e-40,-3.896773079918773e-62,-9.106029090893256e-27
finest-carrier,17.175,0.0,4.525530618303949e-40,4.525530618303949e-40,-3.314288119238759e-61,-3.034790000101654e-26
finest-carrier,17.2,0.0,1.68390777901537e-39,1.68390777901537e-39,-2.78014876333864e-60,-9.905253081086621e-26
finest-carrier,17.225,0.0,6.1528965239542e-39,6.1528965239542e-39,-2.299994716863691e-59,-3.1654010210563073e-25
finest-carrier,17.25,0.0,2.2074725826031426e-38,2.2074725826031426e-38,-1.8765265108453697e-58,-9.901508662858641e-25
finest-carrier,17.275000000000002,0.0,7.775083332980343e-38,7.775083332980343e-38,-1.5098691034221285e-57,-3.0308233347412813e-24
finest-carrier,17.3,0.0,2.6881039384542876e-37,2.6881039384542876e-37,-1.198030590409288e-56,-9.075635835731733e-24
finest-carrier,17.325,0.0,9.121222499450864e-37,9.121222499450864e-37,-9.374053612386255e-56,-2.6577501933790634e-23
finest-carrier,17.35,0.0,3.037092862673522e-36,3.037092862673522e-36,-7.232765433604399e-55,-7.609001905604546e-23
finest-carrier,17.375,0.0,9.921796607201926e-36,9.921796607201926e-36,-5.502814229812071e-54,-2.1289482077015753e-22
finest-carrier,17.400000000000002,0.0,3.1796255173878064e-35,3.1796255173878064e-35,-4.1281411007398725e-53,-5.819219194858595e-22
finest-carrier,17.425,0.0,9.99396887731962e-35,9.99396887731962e-35,-3.0535053726808806e-52,-1.5532987377984045e-21
finest-carrier,17.45,0.0,3.08032049784631e-34,3.08032049784631e-34,-2.226907340370509e-51,-4.0471891895515336e-21
finest-carrier,17.475,0.0,9.308197217657785e-34,9.308197217657785e-34,-1.6012136823846718e-50,-1.0288829119898797e-20
finest-carrier,17.5,0.0,2.7571407960535237e-33,2.7571407960535237e-33,-1.135073681874105e-49,-2.550849948950193e-20
finest-carrier,17.525000000000002,0.0,8.003569938686553e-33,8.003569938686553e-33,-7.932496569586402e-49,-6.164366827922356e-20
finest-carrier,17.55,0.0,2.2763717871713488e-32,2.2763717871713488e-32,-5.4649952794813734e-48,-1.4512380898454784e-19
finest-carrier,17.575,0.0,6.342137488458089e-32,6.342137488458089e-32,-3.711472434402162e-47,-3.326439481810434e-19
finest-carrier,17.6,0.0,1.7304308068664015e-31,1.7304308068664015e-31,-2.4846271345835783e-46,-7.418830744182869e-19
finest-carrier,17.625,0.0,4.622601021787997e-31,4.622601021787997e-31,-1.639518091569269e-45,-1.6088212254349195e-18
finest-carrier,17.650000000000002,0.0,1.2086860367921353e-30,1.2086860367921353e-30,-1.0663312700618105e-44,-3.3897898625977588e-18
finest-carrier,17.675,0.0,3.0925035711006717e-30,3.092503571100672e-30,-6.835486190873269e-44,-6.9339019494341434e-18
finest-carrier,17.7,0.0,7.740054006215276e-30,7.740054006215276e-30,-4.3184494423979594e-43,-1.3757411582870086e-17
finest-carrier,17.725,0.0,1.8944120287460486e-29,1.894412028746049e-29,-2.688726866997132e-42,-2.645001575786649e-17
finest-carrier,17.75,0.0,4.5326539200770997e-29,4.5326539200771e-29,-1.6496986301108304e-41,-4.9224017682545303e-17
finest-carrier,17.775000000000002,0.0,1.0597902649940607e-28,1.0597902649940607e-28,-9.974236743410235e-41,-8.856658008021419e-17
finest-carrier,17.8,0.0,2.420515007864763e-28,2.4205150078647636e-28,-5.942227667131066e-40,-1.5385887265666778e-16
finest-carrier,17.825,-7.58607891899563e-18,5.398038533458614e-28,5.398038533458615e-28,-3.4881105286835856e-39,-2.5767914569355466e-16
finest-carrier,17.85,7.628107538264608e-18,1.174929513107218e-27,1.1749295131072182e-27,-2.017337865774303e-38,-4.153308481429454e-16
finest-carrier,17.875,0.0,2.4947591954188367e-27,2.494759195418837e-27,-1.1494495774940356e-37,-6.42998363011438e-16
finest-carrier,17.900000000000002,0.0,5.1649283825148664e-27,5.164928382514867e-27,-6.452066247384761e-37,-9.53954896968114e-16
finest-carrier,17.925,0.0,1.0420280527460882e-26,1.0420280527460884e-26,-3.5676259867328436e-36,-1.3525923953637695e-15
finest-carrier,17.95,0.0,2.0474587889818858e-26,2.047458788981886e-26,-1.9431426210355248e-35,-1.8268469361284283e-15
finest-carrier,17.975,0.0,3.915534004292702e-26,3.9155340042927025e-26,-1.0424311317345861e-34,-2.340835943687681e-15
finest-carrier,18.0,0.0,7.282855235991691e-26,7.282855235991692e-26,-5.507811709165855e-34,-2.830883590075512e-15
finest-carrier,18.025000000000002,0.0,1.3164790504934492e-25,1.3164790504934494e-25,-2.8659636117664672e-33,-3.208886321334528e-15
finest-carrier,18.05,0.0,2.3108008716509977e-25,2.310800871650998e-25,-1.4685615134742618e-32,-3.376220330299191e-15
finest-carrier,18.075,0.0,3.9350039729755527e-25,3.9350039729755536e-25,-7.409904786408354e-32,-3.2483982876830473e-15
finest-carrier,18.1,0.0,6.4940684959201465e-25,6.494068495920148e-25,-3.6812927168174027e-31,-2.78565915679499e-15
finest-carrier,18.125,0.0,1.037486385047145e-24,1.0374863850471453e-24,-1.8006222065304955e-30,-2.019358568466972e-15
finest-carrier,18.150000000000002,0.0,1.6024604268194118e-24,1.6024604268194124e-24,-8.670531020455863e-30,-1.06151630107093e-15
finest-carrier,18.175,0.0,2.3894950140809567e-24,2.3894950140809578e-24,-4.10993497220747e-29,-8.823493104962688e-17
finest-carrier,18.2,0.0,3.434213081603312e-24,3.4342130816033135e-24,-1.917585080813011e-28,7.024285738359762e-16
finest-carrier,18.225,0.0,4.7482397755085635e-24,4.748239775508566e-24,-8.805782920197896e-28,1.1449131580904655e-15
finest-carrier,18.25,0.0,6.301881279508149e-24,6.301881279508152e-24,-3.9795781751784845e-27,1.1517739102728842e-15
finest-carrier,18.275000000000002,0.0,8.007821214078523e-24,8.007821214078529e-24,-1.7697942387747995e-26,7.329639881159752e-16
finest-carrier,18.3,0.0,9.711981268656905e-24,9.711981268656913e-24,-7.744349224304827e-26,-1.3659186997030098e-17
finest-carrier,18.325,0.0,1.1198794386400265e-23,1.1198794386400276e-23,-3.3341259485293775e-25,-9.267702282034644e-16
finest-carrier,18.35,0.0,1.221670162377651e-23,1.2216701623776523e-23,-1.4121187381338943e-24,-1.8044019820726124e-15
finest-carrier,18.375,0.0,1.2524739016115659e-23,1.2524739016115675e-23,-5.883130202943555e-24,-2.425163504010395e-15
finest-carrier,18.400000000000002,0.0,1.1952963604255627e-23,1.1952963604255647e-23,-2.4107281468950907e-23,-2.589279202848934e-15
finest-carrier,18.425,0.0,1.0460525758485687e-23,1.0460525758485707e-23,-9.71501822202849e-23,-2.1987817707662355e-15
finest-carrier,18.45,0.0,8.16965480338369e-24,8.169654803383713e-24,-3.849871013727183e-22,-1.3553101691752498e-15
finest-carrier,18.475,0.0,5.356295649574857e-24,5.3562956495748815e-24,-1.500050719683131e-21,-4.002538879141368e-16
finest-carrier,18.5,0.0,2.3908878350365967e-24,2.3908878350366213e-24,-5.746075506524143e-21,1.8350010400220527e-16
finest-carrier,18.525000000000002,0.0,-3.5698131258560002e-25,-3.569813125855757e-25,-2.1636602915771736e-20,5.125039932854617e-18
finest-carrier,18.55,0.0,-2.617156342626711e-24,-2.6171563426266877e-24,-8.007633398778674e-20,-9.98279350097585e-16
finest-carrier,18.575,0.0,-4.2810227800970936e-24,-4.2810227800970715e-24,-2.912459134005283e-19,-2.5091397457437487e-15
finest-carrier,18.6,0.0,-5.400421869011309e-24,-5.4004218690112876e-24,-1.040872068941602e-18,-4.0269451896515015e-15
finest-carrier,18.625,0.0,-6.126345418073994e-24,-6.126345418073974e-24,-3.654736513244624e-18,-5.159182845683217e-15
finest-carrier,18.650000000000002,0.0,-6.621696359155576e-24,-6.621696359155558e-24,-1.2605883838648289e-17,-5.7420947492227544e-15
finest-carrier,18.675,0.0,-6.995409787317245e-24,-6.995409787317228e-24,-4.2705541050790074e-17,-5.7019304920149155e-15
finest-carrier,18.7,0.0,-7.288868839966026e-24,-7.28886883996601e-24,-1.4207636474119897e-16,-4.8967379808522604e-15
finest-carrier,18.725,0.0,-7.508542692263193e-24,-7.508542692263178e-24,-4.641056029305489e-16,-3.300832485622985e-15
finest-carrier,18.75,0.0,-7.667226238167585e-24,-7.667226238167572e-24,-1.4883238936795853e-15,-1.6267559072068019e-15
finest-carrier,18.775000000000002,0.0,-7.7954111296493e-24,-7.795411129649287e-24,-4.684784129537735e-15,-2.213168225590118e-15
finest-carrier,18.8,0.0,-7.916205729483163e-24,-7.916205729483151e-24,-1.447159644661236e-14,-1.0580454759279997e-14
finest-carrier,18.825,0.0,-8.014424713365736e-24,-8.014424713365726e-24,-4.386302699796725e-14,-4.02673030416317e-14
finest-carrier,18.85,0.0,-8.036907117189511e-24,-8.036907117189502e-24,-1.3042289677014733e-13,-1.2840020414250057e-13
finest-carrier,18.875,0.0,-7.926603400267192e-24,-7.926603400267184e-24,-3.8036196829616055e-13,-3.8036533980882866e-13
finest-carrier,18.900000000000002,0.0,-7.649678307309542e-24,-7.649678307309539e-24,-1.0877779979744866e-12,-1.0899973639230143e-12
finest-carrier,18.925,0.0,-7.175474976380816e-24,-7.175474976380823e-24,-3.0499467674705623e-12,-3.0549957702040555e-12
finest-carrier,18.95,0.0,-6.44524974766876e-24,-6.445249747668793e-24,-8.38221413760112e-12,-8.390814453854362e-12
finest-carrier,18.975,0.0,-5.499826545538026e-24,-5.499826545538118e-24,-2.257575013664012e-11,-2.258752217911509e-11
finest-carrier,19.0,0.0,-4.954809925540501e-24,-4.954809925540709e-24,-5.95719320744249e-11,-5.958479277976104e-11
finest-carrier,19.025000000000002,0.0,-5.741360697613568e-24,-5.741360697613914e-24,-1.5397597160651992e-10,-1.5398723250032046e-10
finest-carrier,19.05,0.0,1.849113264339095e-24,1.8491132643391576e-24,-3.8973397140613323e-10,-3.897421917385735e-10
finest-carrier,19.075,0.0,1.1381622737401473e-22,1.1381622737401934e-22,-9.657760231323506e-10,-9.65781541460594e-10
finest-carrier,19.1,0.0,8.888950889367848e-22,8.888950889368162e-22,-2.342409219982048e-09,-2.3424127961384426e-09
finest-carrier,19.125,0.0,4.9231925627772864e-21,4.923192562777449e-21,-5.559161003032009e-09,-5.55916242398102e-09
finest-carrier,19.150000000000002,0.0,2.2682573239495495e-20,2.268257323949623e-20,-1.2906084553816667e-08,-1.290608312438817e-08
finest-carrier,19.175,0.0,9.210499191754321e-20,9.210499191754621e-20,-2.930178216109091e-08,-2.9301778400565863e-08
finest-carrier,19.2,0.0,3.3922653774388192e-19,3.392265377438929e-19,-6.503999068993233e-08,-6.503998674778973e-08
finest-carrier,19.225,0.0,1.152430734986664e-18,1.1524307349866993e-18,-1.410989993102863e-07,-1.4109899723184944e-07
finest-carrier,19.25,3.0075257505934327e-17,3.651895223076638e-18,3.651895223076725e-18,-2.990835610849042e-07,-2.990835610268235e-07
finest-carrier,19.275000000000002,-1.0086603964032504e-16,1.0885589551799143e-17,1.0885589551799215e-17,-6.192315646274509e-07,-6.192315653110619e-07
finest-carrier,19.3,3.4728113557304033e-16,3.073525433420778e-17,3.073525433420683e-17,-1.2519065360229402e-06,-1.2519065367491236e-06
finest-carrier,19.325,6.209210945723126e-17,8.267981633999584e-17,8.267981633998738e-17,-2.4706774804846942e-06,-2.4706774819791373e-06
finest-carrier,19.35,2.6942274511281337e-16,2.1274286130608314e-16,2.1274286130603948e-16,-4.758332276495024e-06,-4.758332279533371e-06
finest-carrier,19.375,1.4263246964841408e-15,5.236482354259753e-16,5.236482354258817e-16,-8.940489706007252e-06,-8.940489709813728e-06
finest-carrier,19.400000000000002,3.679711384183004e-15,1.2238825977447013e-15,1.2238825977460359e-15,-1.638382638391956e-05,-1.638382638657918e-05
finest-carrier,19.425,1.3651664235019707e-14,2.6584399087298715e-15,2.6584399087563835e-15,-2.9275599090688415e-05,-2.9275599091092944e-05
finest-carrier,19.45,2.7863007708059677e-14,5.092838457700559e-15,5.092838458023516e-15,-5.099580394527218e-05,-5.0995803944214405e-05
finest-carrier,19.475,2.9511802594701325e-14,7.35099812473869e-15,7.350998127967505e-15,-8.658052354400905e-05,-8.658052354327854e-05
finest-carrier,19.5,1.2064152653953018e-15,1.4429946633337336e-15,1.442994691471514e-15,-0.00014325318122850972,-0.0001432531812292445
finest-carrier,19.525000000000002,-7.297729646639257e-14,-4.4640679744223025e-14,-4.4640679526504603e-14,-0.0002309702852804644,-0.00023097028528252101
finest-carrier,19.55,-2.6807710038157416e-13,-2.3470704565250185e-13,-2.3470704414632445e-13,-0.00036289443319750716,-0.00036289443320014974
finest-carrier,19.575,-9.070242496359251e-13,-8.624017262174154e-13,-8.62401716869321e-13,-0.0005556792116743305,-0.0005556792116772856
finest-carrier,19.6,-2.73597983808946e-12,-2.6739831307098138e-12,-2.673983078529509e-12,-0.0008294412499791866,-0.000829441249983106
finest-carrier,19.625,-7.435099907758562e-12,-7.399201940143621e-12,-7.399201677555908e-12,-0.0012073171330986318,-0.001207317133104588
finest-carrier,19.650000000000002,-1.8678162228411023e-11,-1.8729253832574264e-11,-1.87292526380113e-11,-0.001714563904639177,-0.0017145639046475276
finest-carrier,19.675,-4.390787224555087e-11,-4.396547167149236e-11,-4.3965466743230464e-11,-0.002377254995025818,-0.0023772549950354977
finest-carrier,19.7,-9.653074164748684e-11,-9.657172460761092e-11,-9.657170610070501e-11,-0.003220725188439977,-0.0032207251884490704
finest-carrier,19.725,-1.9974497212316655e-10,-1.9981624580126697e-10,-1.9981618227575213e-10,-0.0042679922828024325,-0.004267992282809456
finest-carrier,19.75,-3.9160981326385244e-10,-3.9157915672402453e-10,-3.9157895649031265e-10,-0.005538393469950525,-0.00553839346995509
finest-carrier,19.775000000000002,-7.302105413365291e-10,-7.302438107568191e-10,-7.302432283460952e-10,-0.007046605204999092,-0.007046605205001795
finest-carrier,19.8,-1.3012857084725925e-09,-1.3014047683212777e-09,-1.3014031971843854e-09,-0.008802085996156226,-0.008802085996158612
finest-carrier,19.825,-2.2249843946972144e-09,-2.2249241422175182e-09,-2.2249201915699744e-09,-0.010808846294491511,-0.010808846294496256
finest-carrier,19.85,-3.66185219096581e-09,-3.66164747813942e-09,-3.6616381737322705e-09,-0.01306537343553283,-0.013065373435544177
finest-carrier,19.875,-5.81891354209892e-09,-5.8188518903725075e-09,-5.81883127281366e-09,-0.015564559519456438,-0.015564559519482364
finest-carrier,19.900000000000002,-8.953252795078878e-09,-8.953278441348182e-09,-8.953235278801652e-09,-0.018293575983983058,-0.018293575984041025
finest-carrier,19.925,-1.3370480987811032e-08,-1.3370461834312692e-08,-1.337037614865261e-08,-0.021233738686408606,-0.021233738686533263
finest-carrier,19.95,-1.941895200011647e-08,-1.9419046948582928e-08,-1.9418885115663427e-08,-0.024360436355559463,-0.024360436355809457
finest-carrier,19.975,-2.747830513958796e-08,-2.747881923664697e-08,-2.7478527607814444e-08,-0.027643136558631654,-0.027643136559098017
finest-carrier,20.0,-3.794046362103845e-08,-3.794118725829315e-08,-3.7940684604623216e-08,-0.031045402506468162,-0.031045402507287802
finest-carrier,20.025000000000002,-5.118004242860809e-08,-5.118090713323429e-08,-5.11800767632222e-08,-0.034524850322437545,-0.034524850323808275
