case,time,actual_cycles,second_cycles,fourth_cycles,actual_a,predicted_a
base-carrier,21.85,5.182448469531358e-05,5.185296936855961e-05,5.183178343835973e-05,0.34420100174212603,0.34420099843337176
base-carrier,21.875,7.42191178718713e-05,7.4240643172032e-05,7.422672651985821e-05,0.3104560135914691,0.31045599352167297
base-carrier,21.900000000000002,9.612003318915938e-05,9.61322699892586e-05,9.6127784113361e-05,0.2750476630027401,0.2750476162311901
base-carrier,21.925,0.00011707021474282913,0.00011707333187488525,0.00011707796702649015,0.23812936608835422,0.23812927885965746
base-carrier,21.95,0.00013660391266047314,0.00013660040540814153,0.00013661155045985703,0.19986549577396776,0.19986535142300843
base-carrier,21.975,0.00015425667262906472,0.0001542508351333698,0.0001542641003930057,0.1604304706896087,0.16043025043742024
base-carrier,22.0,0.0001695758996172816,0.00016957293926892774,0.00016958303394050737,0.12000774421279603,0.1200074276497358
base-carrier,22.025000000000002,0.00018213169834695262,0.00018213652288136479,0.00018213845544166903,0.07878869572721273,0.07878826082677211
base-carrier,22.05,0.00019152770860988866,0.00019154345030082752,0.00019153398556148046,0.03697142826193282,0.03697085084699702
base-carrier,22.075,0.0001974116370592926,0.0001974380103162416,0.00019741728446596573,-0.005240520983167151,-0.005241268298659538
base-carrier,22.1,0.0001994851800189641,0.00019951679593228393,0.00019948996363099232,-0.04763954824204987,-0.04764049750250331
base-carrier,22.125,0.00019751303529905235,0.00019753781641669495,0.0001975165851145888,-0.09001541743597283,-0.09001660694696932
base-carrier,22.150000000000002,0.00019133071567918196,0.00019132856406255892,0.00019133246274019534,-0.13215674720586593,-0.13215822297193575
base-carrier,22.175,0.00018085090278997665,0.00018079277230214396,0.00018085000658815497,-0.17385253470447457,-0.17385435134056268
base-carrier,22.2,0.00016606811717932574,0.00016591562592452273,0.0001660633898252627,-0.2148936983439114,-0.21489591910556455
base-carrier,22.225,0.00014706152729565994,0.00014676721809546046,0.00014705136393068844,-0.25507462038354495,-0.25507731602088934
base-carrier,22.25,0.0001239957752458414,0.00012350409206495787,0.00012397810293184784,-0.2941946694952958,-0.29419791574715376
base-carrier,22.275000000000002,9.711975817767225e-05,9.636875674644686e-05,9.709201700135829e-05,-0.33205968331815555,-0.3320635570150335
base-carrier,22.3,6.67633682490271e-05,6.568712311222919e-05,6.672253801921871e-05,-0.3684833915374337,-0.3684879654587821
base-carrier,22.325,3.333225834996346e-05,3.186387046213648e-05,3.327494166793639e-05,-0.40328876118725693,-0.40329409799775834
base-carrier,22.35,-2.6992380416416827e-06,-4.624184382952406e-06,-2.776670442181118e-06,-0.43630924763160006,-0.43631539337968606
base-carrier,22.375,-4.0796849147848425e-05,-4.323657872705184e-05,-4.0898051717651944e-05,-0.4673899369505154,-0.4673969147274625
base-carrier,22.400000000000002,-8.037653859961581e-05,-8.337936063004634e-05,-8.050493189520868e-05,-0.4963885681364767,-0.496396372548332
base-carrier,22.425,-0.00012081584302651261,-0.00012441666125809575,-0.00012097431935568717,-0.523176426461208,-0.5231850195475733
base-carrier,22.45,-0.00016146608042829822,-0.0001656833888414008,-0.000161656698456988,-0.5476391024626165,-0.5476484116039908
base-carrier,22.475,-0.00020166512220676645,-0.0002064987157620022,-0.0002018888196392248,-0.5696771140762003,-0.5696870322725341
base-carrier,22.5,-0.00024075041871159697,-0.0002461800077614147,-0.00024100677384724674,-0.5892063923513059,-0.5892167810446803
base-carrier,22.525000000000002,-0.00027807197495356917,-0.00028405683426150784,-0.0002783590458802375,-0.6061586338179603,-0.6061693281945143
base-carrier,22.55,-0.000313004988049645,-0.0003194847013578915,-0.0003133192524579311,-0.6204815247924168,-0.6204923412592298
base-carrier,22.575,-0.0003449618790830392,-0.0003518581635429171,-0.00034529828870032733,-0.6321388446421727,-0.6321495899605135
base-carrier,22.6,-0.0003734034773972834,-0.000380622995432773,-0.00037375562987800623,-0.6411104562167791,-0.6411209376077682
base-carrier,22.625,-0.00039784914312086014,-0.0004052871390327922,-0.00039820956227396465,-0.6473921922640952,-0.647402227704288
base-carrier,22.650000000000002,-0.0004178856425386129,-0.00042543018338477907,-0.0004182461465308825,-0.6509956467004755,-0.6510050746031496
base-carrier,22.675,-0.0004331746198239758,-0.00044071117965911803,-0.00043352674789900504,-0.6519478791276127,-0.6519565666617582
base-carrier,22.7,-0.00044345853715796685,-0.0004508746437600049,-0.0004437939995867243,-0.6502910400582449,-0.6502988894838574
base-carrier,22.725,-0.0004485649833878394,-0.00045575464835014896,-0.00044887609747386596,-0.6460819230239834,-0.6460888756042741
base-carrier,22.75,-0.00044840927941102175,-0.00045527695520511787,-0.0004486893565671632,-0.6393914482089764,-0.6393974854772232
base-carrier,22.775000000000002,-0.0004429953370143178,-0.0004494591856757437,-0.000443238991763062,-0.6303040806165169,-0.6303092230043851
base-carrier,22.8,-0.0004324147574914563,-0.00043840907086310386,-0.00043261811787950706,-0.6189171841740081,-0.6189214872261264
base-carrier,22.825,-0.0004168441875448552,-0.0004223208633644204,-0.0004170049967205754,-0.6053403117574676,-0.6053438603431764
base-carrier,22.85,-0.0003965409830041322,-0.0004014700289149031,-0.00039665859229312956,-0.5896944300044252,-0.5896973310758302
base-carrier,22.875,-0.00037183726572065823,-0.00037620636893650534,-0.0003719125292062475,-0.5721110771012291,-0.5721134516268321
base-carrier,22.900000000000002,-0.00034313249516522437,-0.0003469457540249324,-0.00034316758352535853,-0.5527314515695245,-0.5527334262912523
base-carrier,22.925,-0.0003108847129140717,-0.0003141606738700679,-0.00031088286940291653,-0.5317054304961113,-0.5317071301174638
base-carrier,22.95,-0.0002756006541118183,-0.0002783698310137014,-0.00027556591781735523,-0.5091905166705357,-0.5091920569935008
base-carrier,22.975,-0.0002378249535840812,-0.0002401270240230117,-0.00023776187455114002,-0.48535071569283084,-0.48535219809409125
base-carrier,23.0,-0.00019812870379223843,-0.0002000095797048791,-0.00019804207168310251,-0.46035534622311364,-0.4603568537114978
base-carrier,23.025000000000002,-0.00015709764537811624,-0.00015860660330690229,-0.000156992248736704,-0.43437778905689345,-0.4343793840002585
base-carrier,23.05,-0.00011532028690121242,-0.000116507319499197,-0.00011520071454453221,-0.4075941834802436,-0.4075959069462745
base-carrier,23.075,-7.337625693858573e-05,-7.428977450483609e-05,-7.324674730479142e-05,-0.38018208221488414,-0.3801839547492421
base-carrier,23.1,-3.1825187863919544e-05,-3.2510160310337866e-05,-3.168952695066313e-05,-0.3523190790154465,-0.3523211025912143
base-carrier,23.125,8.803584307664617e-06,8.306995095887048e-06,8.942119983742024e-06,-0.3241814254367748,-0.32418358625579435
base-carrier,23.150000000000002,4.802024561811561e-05,4.767755225025313e-05,4.8158907553895495e-05,-0.29594265526530383,-0.2959449270750117
base-carrier,23.175,8.538243341115524e-05,8.516521257771937e-05,8.551898927151294e-05,-0.2677722364466428,-0.26777458405172416
base-carrier,23.2,0.0001205016925391343,0.00012038755076511948,0.0001206343924758817,-0.2398342709192671,-0.23983665360922538
base-carrier,23.225,0.00015304833439104188,0.00015302052401257953,0.00015317586352308916,-0.21228626250611143,-0.21228863717922994
base-carrier,23.25,0.00018275463157852993,0.00018280140362388642,0.00018287605543131693,-0.18527797189982337,-0.18528029573192809
base-carrier,23.275000000000002,0.000209416339771641,0.00020953012480916483,0.00020953104795097072,-0.15895037583791496,-0.15895260841237246
base-carrier,23.3,0.00023289259554952357,0.00023306910049168827,0.00023300024734669616,-0.13343474489077647,-0.133436849767321
base-carrier,23.325,0.00025310429231912863,0.00025334159195595054,0.0002532047665207242,-0.10885185101810033,-0.10885379676751382
base-carrier,23.35,0.000270031082754457,0.00027032877108953713,0.00027012443279962964,-0.08531131236800711,-0.08531307313483304
base-carrier,23.375,0.00028370719376423124,0.0002840656438046323,0.000283793608573052,-0.06291107890672988,-0.06291263458272851
base-carrier,23.400000000000002,0.00029421626719386537,0.00029463603048522933,0.00029429603749292867,-0.04173705859758842,-0.04173839469597746
base-carrier,23.425,0.0003016854556296948,0.00030216681607833315,0.00030175894534570927,-0.021862880216831145,-0.02186398753416047
base-carrier,23.45,0.00030627900778338376,0.0003068216894526807,0.0003063466300012075,-0.0033497857039403037,-0.0033506598459882007
base-carrier,23.475,0.0003081915727490651,0.0003087945892436104,0.00030825376974781625,0.013753357633535005,0.013752716799891969
base-carrier,23.5,0.00030764143824318186,0.0003083030625204829,0.0003076986651847277,0.029409936578504457,0.029409525501030084
base-carrier,23.525000000000002,0.000304863896554893,0.00030558172465133755,0.00030491660845042705,0.04359537566863876,0.0435951876811268
base-carrier,23.55,0.000300104905364819,0.00030087598541206877,0.0003001535469803477,0.05629683780476784,0.056296863674147754
base-carrier,23.575,0.00029361518096562535,0.0002944361795551165,0.0002936601793309963,0.06751285395353691,0.06751308239175724
base-carrier,23.6,0.0002856448307169117,0.00028651221155336575,0.00028568658989441115,0.07725289282343017,0.07725331095918571
base-carrier,23.625,0.00027643860154310124,0.0002773487957315119,0.00027647749929995036,0.08553687958970382,0.08553747339855244
base-carrier,23.650000000000002,0.00026623179331135033,0.0002671813458589386,0.0002662681793291558,0.09239467059617143,0.0923954252892171
base-carrier,23.675,0.00025524686092202295,0.0002562325435066692,0.00025528105619002415,0.09786548868259805,0.09786638905441247
base-carrier,23.7,0.0002436907074426805,0.00024470959267486396,0.00024372300450814765,0.10199732159588186,0.10199835233230932
base-carrier,23.725,0.00023175265270578772,0.00023280214961472867,0.00023178331649775782,0.10484628405205494,0.10484742999843223
base-carrier,23.75,0.0002196030472671803,0.00022068090132996304,0.00021963231626592134,0.1064759426090714,0.10647718899944168
base-carrier,23.775000000000002,0.00020739249007760963,0.00020849675366128157,0.00020742057765958018,0.1069566017307304,0.10695793437891624
base-carrier,23.8,0.0001952515991302375,0.00019638057973325168,0.00019527869497496973,0.10636454935971869,0.10636595481359581
base-carrier,23.825,0.00018329127722021155,0.00018444347146424534,0.0001833175487123798,0.10478126100063771,0.10478272666151608
base-carrier,23.85,0.00017160340937897282,0.000172777430469277,0.00017162900297642406,0.10229256270467921,0.10229407691422936
base-carrier,23.875,0.00016026192428641967,0.00016145642981379147,0.00016028696684979222,0.09898775534541987,0.09898930744299109
base-carrier,23.900000000000002,0.00014932414894578504,0.00015053777464937225,0.00014934874904078114,0.09495870502257615,0.09496028537599548
base-carrier,23.925,0.0001388323842316535,0.00014006368786719566,0.00013885663341730954,0.09029890712544172,0.09030050713845687
base-carrier,23.95,0.0001288156287843644,0.00013006304672926757,0.0001288396029031146,0.08510253429945203,0.08510414639892964
base-carrier,23.975,0.0001192913804034529,0.00012055319820511697,0.00011931514088241585,0.07946348104743474,0.07946509865329882
base-carrier,24.0,0.00011026744779902381,0.00011154178464014873,0.00011029104296287895,0.0734744197315252,0.07347603721226868
base-carrier,24.025000000000002,0.00010174371140761052,0.00010302851749201909,0.00010176717780246211,0.06722588412250075,0.06722749673896379
base-carrier,24.05,9.371377995302277e-05,9.500684511221176e-05,9.373714366817885e-05,0.06080539721826499,0.06080700105825154
base-carrier,24.075,8.616649924537654e-05,8.746547064824504e-05,8.618977722052481e-05,0.0542966597319931,0.05429825163818625
base-carrier,24.1,7.908728096397013e-05,8.038968763166278e-05,7.911048226281159e-05,0.04777881441334967,0.04778039190686066
base-carrier,24.125,7.245923121113195e-05,7.376251306931729e-05,7.248235824570346e-05,0.041325799267266754,0.041327360468989376
base-carrier,24.150000000000002,6.626407075873354e-05,6.75656101351925e-05,6.628712044573646e-05,0.03500579989856288,0.03500734345028964
base-carrier,24.175,6.048285034378088e-05,6.178000410012383e-05,6.0505815176186526e-05,0.028880807822802786,0.028882332809794565
base-carrier,24.2,5.5096474393902066e-05,5.638660522082399e-05,5.511934341870043e-05,0.023006287876084205,0.02300779375248848
base-carrier,24.225,5.0086054596956785e-05,5.136656034974507e-05,5.010881428927752e-05,0.017430954087909976,0.01743244060612461
base-carrier,24.25,4.543312033683245e-05,4.6701460626973006e-05,4.54557553668824e-05,0.012196649816480616,0.012198116961292828
base-carrier,24.275000000000002,4.111971604936062e-05,4.2373435608359045e-05,4.114220994160106e-05,0.0073383248322181505,0.007339772760336338
base-carrier,24.3,3.7128416056618724e-05,3.836516464470935e-05,3.7150751747443695e-05,0.0028840995825504716,0.002885528568000106
base-carrier,24.325,3.344228572168708e-05,3.465983455048268e-05,3.346444602075819e-05,-0.0011445947679037877,-0.0011431843821375525
base-carrier,24.35,3.004481427076754e-05,3.12410690582729e-05,3.0066782234317098e-05,-0.004732812669163796,-0.0047314205129189955
base-carrier,24.375,2.6919839949393914e-05,2.8092850830005715e-05,2.6941599178205964e-05,-0.007871838875064817,-0.00787046458593682
base-carrier,24.400000000000002,2.4051482940464743e-05,2.519945150740132e-05,2.407301780949713e-05,-0.010558892480966937,-0.010557535732204349
base-carrier,24.425,2.142409622546919e-05,2.2545380017321893e-05,2.1445392056837006e-05,-0.01279679961815166,-0.012795460139462388
base-carrier,24.45,1.9022239842712455e-05,2.0115354588253822e-05,1.904328302967614e-05,-0.014593641943381478,-0.014592319534793658
base-carrier,24.475,1.6830680101305754e-05,1.7894300025562684e-05,1.685145818890343e-05,-0.01596238564886256,-0.01596108018802578
base-carrier,24.5,1.4834412437019039e-05,1.5867368913955346e-05,1.4854914165971933e-05,-0.016920493323057888,-0.01691920476662469
base-carrier,24.525000000000002,1.301870476810057e-05,1.401998358233613e-05,1.3038920089169489e-05,-0.01748951887332763,-0.017488247253283885
base-carrier,24.55,1.1369157308886753e-05,1.2337894757579744e-05,1.1389077368502952e-05,-0.017694684105141554,-0.017693429521118065
base-carrier,24.575,9.871774583720894e-06,1.0807252631027043e-05,9.891391687321655e-06,-0.017564434617051303,-0.017563197225719175
base-carrier,24.6,8.513045629393306e-06,9.41468629857154e-06,8.532353184120749e-06,-0.01712997252552489,-0.017128752528143245
base-carrier,24.625,7.280028778563129e-06,8.147387949000619e-06,7.299021219609538e-06,-0.016424764210153132,-0.016423561839209597
base-carrier,24.650000000000002,6.160437791549258e-06,6.993198549721047e-06,6.179110496491512e-06,-0.015484022715925898,-0.015482838221616857
base-carrier,24.675,5.1427263008518644e-06,5.940691975904096e-06,5.161075494485357e-06,-0.014344166534532455,-0.014343000171611752
base-carrier,24.7,4.216167500512591e-06,4.9792545022090946e-06,4.2341901547653626e-06,-0.013042259012474596,-0.013041111027799486
base-carrier,24.725,3.370925805692315e-06,4.099156367971258e-06,3.388619538564476e-06,-0.011615435351744231,-0.011614305972700802
base-carrier,24.75,2.598116929994448e-06,3.2916118490888627e-06,2.6154799060936996e-06,-0.010100326803349916,-0.010099216227266745
base-carrier,24.775000000000002,1.8898526305958792e-06,2.5488240742684632e-06,1.9068834655398846e-06,-0.008532493928246454,-0.00853140231290437
base-carrier,24.8,1.2392664095756457e-06,1.8640108651452617e-06,1.2559640829873544e-06,-0.006945882462531151,-0.006944809917929147
base-carrier,24.825,6.405168698978963e-07,1.2314082839113376e-06,6.568806474376231e-07,-0.005372316172053389,-0.005371262753663614
base-carrier,24.85,8.876624965633053e-08,6.4624940523684e-07,1.0479561744006201e-07,-0.003841040983605406,-0.003840006687405709
base-carrier,24.875,-4.198670832692564e-07,1.0471708400721436e-07,-4.0417247023873683e-07,-0.0023783335871138764,-0.002377318346692667
base-carrier,24.900000000000002,-8.883818036134211e-07,-3.961289175595772e-07,-8.730221582291917e-07,-0.0010071856571084246,-0.0010061893430746644
base-carrier,24.925,-1.3189903159966816e-06,-8.584483007265186e-07,-1.3039657423620299e-06,0.0002529280288564553,0.0002539056070558598
base-carrier,24.95,-1.713235039464948e-06,-1.2837361841600323e-06,-1.6985455400182192e-06,0.0013861927864032883,0.00138715187633715
base-carrier,24.975,-2.072118804668001e-06,-1.6729531696957086e-06,-2.0577642753829158e-06,0.002380507590171773,0.002381448490226067
base-carrier,25.0,-2.3962427430860473e-06,-2.026662899814932e-06,-2.382222955417673e-06,0.0032274519628417027,0.0032283750144223074
base-carrier,25.025000000000002,-2.6859444419717485e-06,-2.345169891969038e-06,-2.6722590158961027e-06,0.003922172788462439,0.003923078367172271
base-carrier,25.05,-2.9414291853277655e-06,-2.6286504742376817e-06,-2.928077556486464e-06,0.004463200763505669,0.0044640892699077854
base-carrier,25.075,-3.1628877781110894e-06,-2.8772703225381616e-06,-3.149869160006751e-06,0.004852208540322246,0.004853080390851831
base-carrier,25.1,-3.3505956844034276e-06,-3.0912833368085273e-06,-3.337909028800754e-06,0.005093724023236171,0.005094579641701507
base-carrier,25.125,-3.5049898721118846e-06,-3.271108251518376e-06,-3.4926338299778682e-06,0.005194812669514362,0.005195652479459043
base-carrier,25.150000000000002,-3.6267216499990178e-06,-3.417381268010293e-06,-3.614694534505521e-06,0.005164742042393311,0.005165566460416882
base-carrier,25.175,-3.7166857034350165e-06,-3.530984915768932e-06,-3.7049854560017015e-06,0.005014640370322824,0.005015449800312514
base-carrier,25.2,-3.776027282593104e-06,-3.6130550967055e-06,-3.764651443392102e-06,0.004757158676486915,0.004757953504627655
base-carrier,25.225,-3.8061309058529788e-06,-3.664969672240503e-06,-3.795076588559941e-06,0.004406143409136053,0.0044069239995523715
base-carrier,25.25,-3.808594885682791e-06,-3.688322899058606e-06,-3.797858757313042e-06,0.0039763237173231205,0.003977090408259179
base-carrier,25.275000000000002,-3.7851964166307426e-06,-3.6848904491738214e-06,-3.774774682631902e-06,0.00348301487728857,0.0034837679778295452
base-carrier,25.3,-3.7378518853714694e-06,-3.6565896706665657e-06,-3.727740280510215e-06,0.0029418371586063395,0.0029425769460529197
base-carrier,25.325,-3.6685765401855243e-06,-3.6054392224116402e-06,-3.658770326055855e-06,0.0023684478521313296,0.0023691745702243664
base-carrier,25.35,-3.579446802002034e-06,-3.5335213595868602e-06,-3.5699407712179103e-06,0.0017782834154221978,0.0017789972736483141
base-carrier,25.375,-3.4725674452987396e-06,-3.4429490943803937e-06,-3.4633559332476228e-06,0.001186308787036574,0.001187009961212959
base-carrier,25.400000000000002,-3.350044776211893e-06,-3.3358393535590822e-06,-3.3411216802889885e-06,0.0006067718431484549,0.0006074604773885643
base-carrier,25.425,-3.213965915516572e-06,-3.2142922359909906e-06,-3.205324721911029e-06,5.296258851777179e-05,5.3638798537935094e-05
base-carrier,25.45,-3.066383468608697e-06,-3.0803756470414915e-06,-3.0580172861242593e-06,-0.0004630212219499203,-0.00046235734437952836
base-carrier,25.475,-2.9093043017762228e-06,-2.9361140243012987e-06,-2.9012059017380333e-06,-0.0009304980153803914,-0.0009298463971739179
base-carrier,25.5,-2.744680875155814e-06,-2.783479600070341e-06,-2.7368427354687822e-06,-0.001340409638254715,-0.0013397702193587479
base-carrier,25.525000000000002,-2.57440359364016e-06,-2.6243846596236832e-06,-2.5668179461649184e-06,-0.0016855038050899948,-0.0016848765328816675
base-carrier,25.55,-2.4002928899889047e-06,-2.4606735053744677e-06,-2.3929517687032154e-06,-0.00196048247546969,-0.0019598672995934157
base-carrier,25.575,-2.2240901685109747e-06,-2.2941132559354713e-06,-2.216985457865268e-06,-0.002162106549027943,-0.0021615034169510184
base-carrier,25.6,-2.047447244187446e-06,-2.1263831133567823e-06,-2.040570725472734e-06,-0.002289247922372096,-0.002288656775800248
base-carrier,25.625,-1.8719144139642478e-06,-1.9590622384265485e-06,-1.8652578092829119e-06,-0.0023428816072021278,-0.0023423023793580538
base-carrier,25.650000000000002,-1.6989277339654914e-06,-1.7936168099130322e-06,-1.692482746779391e-06,-0.002326013178740417,-0.002325445792401526
base-carrier,25.675,-1.5297963840865993e-06,-1.6313871543773696e-06,-1.5235547365232515e-06,-0.002243540122580093,-0.002242984488716385
base-carrier,25.7,-1.3656911566090444e-06,-1.4735759873500205e-06,-1.3596446229038436e-06,-0.002102049408412411,-0.002101505425268261
base-carrier,25.725,-1.2076350936664377e-06,-1.321238797582365e-06,-1.2017755303523793e-06,-0.0019095575163452618,-0.001909025068860873
base-carrier,25.75,-1.0564971441670942e-06,-1.1752772498843557e-06,-1.0508165165157344e-06,-0.001675202826548251,-0.0016746817860963585
base-carrier,25.775000000000002,-9.129894396449449e-07,-1.0364362130176976e-06,-9.074798448133952e-07,-0.0014089034170449094,-0.001408393641537995
base-carrier,25.8,-7.776684541843094e-07,-9.053046831691454e-07,-7.723221411345944e-07,-0.0011209956038628133,-0.001120496938338374
base-carrier,25.825,-6.509399622493694e-07,-7.823205209343542e-07,-6.457493473945722e-07,-0.0008218697839949289,-0.0008213820617921288
base-carrier,25.85,-5.330673843977296e-07,-6.677785979024915e-07,-5.280250636193972e-07,-0.0005216201844924882,-0.000521143229086632
base-carrier,25.875,-4.241828623319334e-07,-5.618416963209028e-07,-4.1928161859809925e-07,-0.00022972397148580931,-0.00022925759895617753
base-carrier,25.900000000000002,-3.2430024491162254e-07,-4.6455334720593725e-07,-3.195330521498182e-07,4.5237065217133276e-05,4.569304322417806e-05
base-carrier,25.925,-2.3332911640032866e-07,-3.758517386453696e-07,-2.2868913964468288e-07,0.000295802156655221,0.0002962479297137329
base-carrier,25.95,-1.5108904409554702e-07,-2.955838718689198e-07,-1.465696364886551e-07,0.0005157981474257134,0.00051623390318746
base-carrier,25.975,-7.732335162424102e-08,-2.2351927017509312e-07,-7.291804899249805e-08,0.0007004446235577187,0.0007008705450160009
base-carrier,26.0,-1.1711907532654534e-08,-1.5936272835919347e-07,-7.414421678097237e-09,0.0008463990262916798,0.000846815289741704
base-carrier,26.025000000000002,4.611737276958958e-08,-1.0276579711572823e-07,5.0313161223162315e-08,0.0009517466241069445,0.000952153397988668
base-carrier,26.05,9.657841249727788e-08,-5.333689789772847e-08,1.0067846071896675e-07,0.0010159429111698498,0.0010163403558384285
base-carrier,26.075,1.4011817645484347e-07,-1.0650133688729015e-08,1.441282848479156e-07,0.0010397177701649929,0.0010401060384862498
base-carrier,26.1,1.7720900049243053e-07,2.574701726282876e-08,1.8113481619327887e-07,0.001024951484115351,0.0010253307226608123
base-carrier,26.125,2.083417907003284e-07,5.632687246991674e-08,2.1218880917032392e-07,0.000974532419929022,0.0009749027704730785
base-carrier,26.150000000000002,2.340198269391152e-07,8.157531858585651e-08,2.3779339166879043e-07,0.0008922050587260916,0.0008925666597409364
base-carrier,26.175,2.5475294170302533e-07,1.0198596064156877e-07,2.584582423723944e-07,0.0007824152296455388,0.0007827682175465243
base-carrier,26.2,2.7105191385817136e-07,1.1805448824406109e-07,2.746939835520688e-07,0.0006501571965505932,0.0006505017065495363
base-carrier,26.225,2.8342300034366007e-07,1.3027318239813112e-07,2.8700671250345485e-07,0.0005008249658959446,0.0005011611324456545
base-carrier,26.25,2.923626113850535e-07,1.3912556795964838e-07,2.9589267680300217e-07,0.000340068140345477,0.00034039609727413837
base-carrier,26.275000000000002,2.983522014062222e-07,1.450812836424492e-07,3.018331659113663e-07,0.00017365110759701787,0.00017397098810806842
base-carrier,26.3,3.0185349254709766e-07,1.485912853049647e-07,3.052897356646014e-07,7.313526041606113e-06,7.625462775597122e-06
base-carrier,26.325,3.033041648326777e-07,1.5008351542910194e-07,3.0669989938172706e-07,-0.00015336994891762052,-0.0001530658236014411
base-carrier,26.35,3.0311413865993104e-07,1.4995916362884754e-07,3.0647341109878596e-07,-0.0003031319678082121,-0.00030283552125960194
base-carrier,26.375,3.016625464532896e-07,1.485896148590041e-07,3.049892380636814e-07,-0.00043715661356378763,-0.0004368677120185615
base-carrier,26.400000000000002,2.992954503428153e-07,1.4631414120486652e-07,3.02593278642552e-07,-0.0005512231912748289,-0.0005509416989269423
base-carrier,26.425,2.963243159803513e-07,1.434383478400075e-07,2.9959683637930296e-07,-0.0006418453695804084,-0.0006415711477664964
base-carrier,26.45,2.9302521107198347e-07,1.4023334122368555e-07,2.962758184317299e-07,-0.0007063993341491335,-0.0007061322408807583
base-carrier,26.475,2.8963866212456886e-07,1.3693555322880125e-07,2.928705923377541e-07,-0.0007432330294285766,-0.0007429729194646875
base-carrier,26.5,2.863700802065149e-07,1.3374713151610492e-07,2.89586411882215e-07,-0.000751747705076774,-0.0007514944306338916
base-carrier,26.525000000000002,2.8339065462382075e-07,1.3083679446662282e-07,2.8659431105001745e-07,-0.0007324430542597482,-0.0007321964663315368
base-carrier,26.55,2.8083861117390646e-07,1.2834104666044343e-07,2.840323629093999e-07,-0.0006869183359354164,-0.0006866782860657421
base-carrier,26.575,2.788207364234104e-07,1.2636565525658799e-07,2.82007204720466e-07,-0.0006178239972549394,-0.0006175903395091418
base-carrier,26.6,2.774140769130125e-07,1.249872952878894e-07,2.8059573816798914e-07,-0.0005287613185464094,-0.0005285339113777182
base-carrier,26.625,2.766677301413213e-07,1.2425527987054531e-07,2.7984692138890947e-07,-0.00042413124465560763,-0.0004239099523787013
base-carrier,26.650000000000002,2.766046502285949e-07,1.2419329774973544e-07,2.7978357552109475e-07,-0.0003089375088482614,-0.00030872220250644693
base-carrier,26.675,2.7722339503756403e-07,1.248010849979599e-07,2.8040413240991556e-07,-0.00018855301328180724,-0.0001883435708109338
base-carrier,26.7,2.784997443364466e-07,1.2605596104105822e-07,2.816842529113608e-07,-6.846180700184678e-05,-6.82581127261089e-05
base-carrier,26.725,2.803881223732401e-07,1.2791416366178583e-07,2.835782491362476e-07,4.600846460396286e-05,4.620652099150468e-05
base-carrier,26.75,2.828227660500337e-07,1.30311926003298e-07,2.860202518292732e-07,0.0001499473650744064,0.00015013988981606917
base-carrier,26.775000000000002,2.857185943125313e-07,1.3316625358423728e-07,2.8892507864162944e-07,0.000239099367916594,0.0002392864645262958
base-carrier,26.8,2.8897175760778404e-07,1.3637538287760336e-07,2.921887823139679e-07,0.00031006337619138665,0.0003102451466050181
base-carrier,26.825,2.9245987873299044e-07,1.3981893561358007e-07,2.9568889028474264e-07,0.00036044154637128337,0.0003606180917736416
base-carrier,26.85,2.960420368103054e-07,1.4335782331554778e-07,2.9928438766823366e-07,0.0003889285300914701,0.0003890999513853434
base-carrier,26.875,2.995585913125125e-07,1.4683400137493154e-07,3.028155406165804e-07,0.000395336614744037,0.00039550301272608533
base-carrier,26.900000000000002,3.028309877280856e-07,1.5007021618120635e-07,3.061037017464607e-07,0.000380556949687471,0.00038071842506558857
base-carrier,26.925,3.0566172463455003e-07,1.528699262528466e-07,3.0895127735111495e-07,0.0003464616550265135,0.00034661830843780127
base-carrier,26.95,3.0783468687954507e-07,1.5501760246858459e-07,3.111420609939633e-07,0.0002957557032029357,0.0002959076353659335
base-carrier,26.975,3.0911605566811814e-07,1.562796176115636e-07,3.1244214396723487e-07,0.00023179067629858715,0.00023193798836684818
base-carrier,27.0,3.0925598880811677e-07,1.564059175134367e-07,3.126015959272406e-07,0.00015835456596914583,0.00015849736006504284
base-carrier,27.025000000000002,3.0799122317091535e-07,1.5513262375616823e-07,3.1135706734358336e-07,7.945255332516262e-05,7.959093314799975e-05
base-carrier,27.05,3.0504868649061365e-07,1.5218565296350587e-07,3.0843540095437136e-07,-9.068257037623819e-07,-7.72754358669557e-07
base-carrier,27.075,3.00150123495989e-07,1.472853552658035e-07,3.0355825721625464e-07,-7.890743219326537e-05,-7.877756118101039e-05
base-carrier,27.1,2.9301764923981155e-07,1.4015208249163786e-07,2.9644766668223574e-07,-0.00015109313775885075,-0.00015096735673682474
base-carrier,27.125,2.833800504336116e-07,1.3051250496531385e-07,2.868323302693833e-07,-0.00021450049037820612,-0.00021437868742486672
base-carrier,27.150000000000002,2.709795741847828e-07,1.1810641516832946e-07,2.7445440722897955e-07,-0.00026675309709099036,-0.0002666351597509814
base-carrier,27.175,2.55578883867829e-07,1.0269369696786297e-07,2.59076470390945e-07,-0.00030611771162695047,-0.0003060035282418011
base-carrier,27.2,2.369678297297007e-07,8.406110850581574e-08,2.404882769034047e-07,-0.00033152485108729795,-0.00033141431219760624
base-carrier,27.225,2.1496968500558647e-07,6.202852968752542e-08,2.1851300484854332e-07,-0.00034255885739228604,-0.00034245185696988006
