waveform,time,a,a_dot
broad,2.775,7.054619770513699e-119,1.586269381650228e-116
broad,2.8000000000000003,1.870814457702949e-116,4.149671626227219e-114
broad,2.825,4.6008149770966766e-114,1.006696702499723e-111
broad,2.85,1.0503357149811893e-111,2.2671097052371178e-109
broad,2.875,2.228123044761888e-109,4.744191716671852e-107
broad,2.9,4.396253008943142e-107,9.233811150820171e-105
broad,2.9250000000000003,8.075330851578362e-105,1.673127045520429e-102
broad,2.95,1.3821686888528516e-102,2.8248370072595636e-100
broad,2.975,2.206284210485727e-100,4.4478427164823215e-98
broad,3.0,3.2872003183327133e-98,6.536721969441486e-96
broad,3.025,4.575180024481507e-96,8.973802915924675e-94
broad,3.0500000000000003,5.953182597842989e-94,1.1516990058832929e-91
broad,3.075,7.247361477595907e-92,1.3828542664887706e-89
broad,3.1,8.26076662867168e-90,1.5545584954317488e-87
broad,3.125,8.822264634027943e-88,1.6373396304812115e-85
broad,3.15,8.83402319458427e-86,1.6168478354268778e-83
broad,3.1750000000000003,8.299372080267283e-84,1.4979104870368844e-81
broad,3.2,7.32015071857044e-82,1.3027672990880133e-79
broad,3.225,6.065313888541651e-80,1.0643403847818377e-77
broad,3.25,4.723959220282477e-78,8.173085807165631e-76
broad,3.275,3.46043478754739e-76,5.902464718298242e-74
broad,3.3000000000000003,2.385448576013139e-74,4.011101183612253e-72
broad,3.325,1.5483130861503563e-72,2.5663091970116417e-70
broad,3.35,9.467226429498417e-71,1.5466538323203588e-68
broad,3.375,5.45606457417985e-69,8.784785852959542e-67
broad,3.4,2.9650922925974425e-67,4.704678123762811e-65
broad,3.4250000000000003,1.5201973202019041e-65,2.3767737224563613e-63
broad,3.45,7.356271364092631e-64,1.1331705754754642e-61
broad,3.475,3.3612173206922085e-62,5.100755968839289e-60
broad,3.5,1.450753686623545e-60,2.1686021893095855e-58
broad,3.525,5.917228997607921e-59,8.711595009157348e-57
broad,3.5500000000000003,2.281562138353792e-57,3.307854341058216e-55
broad,3.575,8.319349962737418e-56,1.1876176070722412e-53
broad,3.6,2.869696323734878e-54,4.033028128519106e-52
broad,3.625,9.367217549357926e-53,1.295821768217303e-50
broad,3.65,2.8943059757573917e-51,3.940450823675046e-49
broad,3.6750000000000003,8.467610779004575e-50,1.1343643823199654e-47
broad,3.7,2.346257985511625e-48,3.09226600016283e-46
broad,3.725,6.158816195663887e-47,7.984034021055189e-45
broad,3.75,1.5318837507989147e-45,1.952922051284525e-43
broad,3.775,3.611222143800427e-44,4.5263917342016333e-42
broad,3.8000000000000003,8.069885248724075e-43,9.942684103891636e-41
broad,3.825,1.709788158775844e-41,2.0701926683963972e-39
broad,3.85,3.435168730732072e-40,4.086358704007661e-38
broad,3.875,6.545541432143743e-39,7.647777674955902e-37
broad,3.9,1.1830074018380652e-37,1.3572280256216778e-35
broad,3.9250000000000003,2.0282335431053305e-36,2.284157397140051e-34
broad,3.95,3.298926975399889e-35,3.6457139795873226e-33
broad,3.975,5.0907118038227314e-34,5.518751575828796e-32
broad,4.0,7.453378616395821e-33,7.923360793770557e-31
broad,4.025,1.0353930085772745e-31,1.0789144521682782e-29
broad,4.05,1.3646886945012541e-30,1.3933553302423122e-28
broad,4.075,1.7065827608813878e-29,1.706520879483578e-27
broad,4.1,2.0247218565628654e-28,1.9819949791164337e-26
broad,4.125,2.27885094152375e-27,2.1826767145866924e-25
broad,4.15,2.4329673422572505e-26,2.2788445384127477e-24
broad,4.175,2.463611901722333e-25,2.255319646896468e-23
broad,4.2,2.3656902494766445e-24,2.115367791250464e-22
broad,4.225,2.1538453155799546e-23,1.8799666831331282e-21
broad,4.25,1.8588769529556911e-22,1.5826615725010473e-20
broad,4.275,1.5204114024578642e-21,1.2617431577334077e-19
broad,4.3,1.178220315966465e-20,9.522554503177802e-19
broad,4.325,8.647935215814422e-20,6.800994552648356e-18
broad,4.3500000000000005,6.009921828437906e-19,4.5945797799484046e-17
broad,4.375,3.953021879881096e-18,2.9347522728795366e-16
broad,4.4,2.4598575710483072e-17,1.771437645388856e-15
broad,4.425,1.447469697300982e-16,1.0098637981628105e-14
broad,4.45,8.050216764627785e-16,5.433902065503844e-14
broad,4.4750000000000005,4.229264017517707e-15,2.7578890396155506e-13
broad,4.5,2.0975967078796122e-14,1.319272674581237e-12
broad,4.525,9.815220950354113e-14,5.94338036658106e-12
broad,4.55,4.3301229852543424e-13,2.519373184585667e-11
broad,4.575,1.7997186927597065e-12,1.0039223406079412e-10
broad,4.6000000000000005,7.0417091650844214e-12,3.7567720192244294e-10
broad,4.625,2.591617653590337e-11,1.3187614945646644e-09
broad,4.65,8.964450879915929e-11,4.337687705787312e-09
broad,4.675,2.911885902650991e-10,1.3352891483269315e-08
broad,4.7,8.875017719461513e-10,3.8423154820231834e-08
broad,4.7250000000000005,2.5361728884757987e-09,1.0322761668342925e-07
broad,4.75,6.790796756759776e-09,2.586456549113769e-07
broad,4.775,1.7029076877093446e-08,6.038394629113462e-07
broad,4.8,3.998602585750387e-08,1.3127688164863345e-06
broad,4.825,8.793651330273013e-08,2.657557020361045e-06
broad,4.8500000000000005,1.812678616986469e-07,5.013473073267139e-06
broad,4.875,3.5078452629799247e-07,8.830827144377138e-06
broad,4.9,6.388763489088077e-07,1.4574363872621387e-05
broad,4.925,1.0990250160743499e-06,2.265771042430294e-05
broad,4.95,1.794075585712524e-06,3.3417183621462337e-05
broad,4.9750000000000005,2.7946361578900593e-06,4.7147868525500984e-05
broad,5.0,4.17886816537812e-06,6.41683599372622e-05
broad,5.025,6.033513606997054e-06,8.484404878605812e-05
broad,5.05,8.454595377031881e-06,0.00010954048731620827
broad,5.075,1.1546636395949452e-05,0.00013856698621449688
broad,5.1000000000000005,1.5421226372863228e-05,0.00017218800324231225
broad,5.125,2.019663221727554e-05,0.0002106816232139336
broad,5.15,2.599843161754365e-05,0.00025434888024913964
broad,5.175,3.295945068729942e-05,0.0003034589265934183
broad,5.2,4.121854106623852e-05,0.0003582285970108988
broad,5.2250000000000005,5.0919812376165834e-05,0.0004188709849804524
broad,5.25,6.221293924924496e-05,0.00048561389236937086
broad,5.275,7.525297668662893e-05,0.0005586512703395853
broad,5.3,9.0199189586149e-05,0.0006381314308392033
broad,5.325,0.0001072144825484562,0.0007242038894607665
broad,5.3500000000000005,0.0001264655611048756,0.000817015615987321
broad,5.375,0.0001481222699596284,0.0009166672196580199
broad,5.4,0.0001723565411609409,0.0010232337188436115
broad,5.425,0.0001993422517174753,0.0011367944289622247
broad,5.45,0.00022925495326812055,0.0012573963905812232
broad,5.4750000000000005,0.0002622708111395804,0.001385047532933187
broad,5.5,0.00029856613503798074,0.0015197545393621167
broad,5.525,0.0003383172225239323,0.0016615018508898316
broad,5.55,0.0003816994152689731,0.0018102318249867803
broad,5.575,0.0004288864697580087,0.0019658799795330803
broad,5.6000000000000005,0.00048005038842503035,0.002128363234344328
broad,5.625,0.0005353605573740552,0.002297557655824983
broad,5.65,0.0005949830962620138,0.0024733305066926814
broad,5.675,0.000659080650171573,0.00265552977443335
broad,5.7,0.0007278115548364175,0.002843965560864642
broad,5.7250000000000005,0.0008013292590089912,0.0030384402403521265
broad,5.75,0.0008797820668447256,0.003238733496755513
broad,5.775,0.0009633123110495402,0.003444592264845503
broad,5.8,0.0010520559109654926,0.003655757593638405
broad,5.825,0.0011461420337357915,0.003871943136295256
broad,5.8500000000000005,0.0012456923125674444,0.00409283823945954
broad,5.875,0.0013508205612471696,0.004318125788364141
broad,5.9,0.0014616323116487893,0.004547458213416569
broad,5.925,0.00157822417395116,0.00478047465699618
broad,5.95,0.0017006836498872273,0.005016802442433664
broad,5.9750000000000005,0.001829088554901814,0.0052560415413963795
broad,6.0,0.0019635066248391243,0.0054977875197139495
broad,6.025,0.0021039952913897582,0.005741616144163236
broad,6.05,0.0022506011174973496,0.005987087204182777
broad,6.075,0.0024033596448037884,0.006233756301930771
broad,6.1000000000000005,0.0025622950271855646,0.006481156986107906
broad,6.125,0.002727419685261684,0.006728820089947002
broad,6.15,0.0028987342120163763,0.006976264301852212
broad,6.175,0.003076226963132033,0.007222996378729501
broad,6.2,0.003259873995667908,0.007468523314254428
broad,6.2250000000000005,0.0034496388461428716,0.007712336731981762
broad,6.25,0.0036454723383314157,0.007953930453013573
broad,6.275,0.003847312591009848,0.00819279067474492
broad,6.3,0.004055084776358762,0.00842839974496931
broad,6.325,0.00426870120372409,0.008660243265211637
broad,6.3500000000000005,0.004488061202909647,0.008887799032514692
broad,6.375,0.004713051145888605,0.009110553212050577
broad,6.4,0.004943544529353874,0.009327987687511089
broad,6.425,0.0051794019349455395,0.009539590851359072
broad,6.45,0.005420471249725661,0.009744855288543358
broad,6.4750000000000005,0.005666587663629781,0.009943276106921976
broad,6.5,0.005917573919448279,0.01013436035679069
broad,6.525,0.006173240440259511,0.010317616524606202
broad,6.55,0.006433385545428603,0.010492568525180487
broad,6.575,0.006697795732161789,0.010658745102163475
broad,6.6000000000000005,0.006966245866265011,0.010815689850635695
broad,6.625,0.007238499578295399,0.010962957411977564
broad,6.65,0.007514309481710683,0.01110011508913738
broad,6.675,0.007793417621264601,0.011226747520001922
broad,6.7,0.008075555772021124,0.011342450695940628
broad,6.7250000000000005,0.008360445892379494,0.01144684230946622
broad,6.75,0.008647800530879277,0.011539552230602625
broad,6.775,0.008937323266644806,0.011620233906366162
broad,6.8,0.009228709219819442,0.01168855581312152
broad,6.825,0.009521645488331797,0.011744209942028074
broad,6.8500000000000005,0.009815811737086028,0.011786907294187896
broad,6.875,0.010110880652614262,0.011816381394730445
broad,6.9,0.010406518579620615,0.011832388842284729
broad,6.925,0.010702386014816868,0.011834707754113638
broad,6.95,0.010998138263554948,0.01182314269124307
broad,6.9750000000000005,0.011293425986167057,0.01179751926311488
broad,7.0,0.011587895856426864,0.011757691826169151
broad,7.025,0.011881191163586293,0.011703536014420096
broad,7.05,0.012172952463517309,0.011634957414456316
broad,7.075,0.01246281823106391,0.01155188370844448
broad,7.1000000000000005,0.012750425501355042,0.011454272815633599
broad,7.125,0.013035410561611963,0.01134210591333727
broad,7.15,0.013317409583635,0.011215394032167317
broad,7.175,0.01359605934179876,0.011074172702058719
broad,7.2,0.013870997838606179,0.010918506493772634
broad,7.2250000000000005,0.014141865035475905,0.010748485576229625
broad,7.25,0.014408303472456441,0.010564228100545605
broad,7.275,0.014669958999611845,0.010365878620885801
broad,7.3,0.014926481390390071,0.010153608484373565
broad,7.325,0.015177525063160776,0.009927615868793848
broad,7.3500000000000005,0.015422749685987525,0.009688124483036494
broad,7.375,0.015661820879650765,0.00943538488749189
broad,7.4,0.015894410810066296,0.009169671856470774
broad,7.425,0.016120198865670853,0.00889128663665862
broad,7.45,0.016338872232624962,0.008600553309511084
broad,7.4750000000000005,0.01655012654066091,0.008297821677482215
broad,7.5,0.0167536664155297,0.007983462919544262
broad,7.525,0.01694920608833032,0.007657872849179052
broad,7.55,0.017136469919356516,0.007321467100627558
broad,7.575,0.017315192966606528,0.006974684560225161
broad,7.6000000000000005,0.01748512147518064,0.006617982267602221
broad,7.625,0.017646013401185056,0.006251838873188452
broad,7.65,0.017797638861046683,0.005876749394117032
broad,7.675,0.017939780607441145,0.005493228591354226
broad,7.7,0.018072234433263952,0.005101805687011846
broad,7.7250000000000005,0.01819480959657994,0.004703027583232241
broad,7.75,0.018307329174471063,0.004297453626219788
broad,7.775,0.01840963043435306,0.003885658606354312
broad,7.8,0.018501565133480957,0.0034682276434029055
broad,7.825,0.018582999834325976,0.003045758914911531
broad,7.8500000000000005,0.018653816146140166,0.0026188587345895957
broad,7.875,0.01871391098243486,0.002188143956188924
broad,7.9,0.018763196741679113,0.0017542373208330468
broad,7.925,0.018801601505269164,0.0013177694784436
broad,7.95,0.01882906915515492,0.0008793746872975218
broad,7.9750000000000005,0.018845559511028988,0.000439692387445942
broad,8.0,0.018851048383443997,-6.366558168301625e-07
broad,8.025,0.018845527649270114,-0.00044096929943371414
broad,8.05,0.018829005239678114,-0.0008806633371302112
broad,8.075,0.018801505153212366,-0.0013190770445343663
broad,8.1,0.01876306737886464,-0.0017555718526424586
broad,8.125,0.018713747846383626,-0.00218951256435462
broad,8.15,0.018653618285536553,-0.0026202692955371765
broad,8.175,0.018582766113537128,-0.0030472184233638127
broad,8.2,0.018501294232462072,-0.00346974372373266
broad,8.225,0.01840932085394525,-0.0038872380849906156
broad,8.25,0.018306979237547667,-0.004299103805095641
broad,8.275,0.018194417453170592,-0.004704755062576631
broad,8.3,0.01807179806392072,-0.005103617386814996
broad,8.325,0.01793929782708181,-0.005495130821489142
broad,8.35,0.017797107325615638,-0.005878748645413627
broad,8.375,0.01764543060904914,-0.006253941095038115
broad,8.4,0.017484484778148842,-0.006620193486900705
broad,8.425,0.017314499567771473,-0.006977010291481245
broad,8.45,0.01713571688939861,-0.007323912882882436
broad,8.475,0.016948390358892142,-0.007660443686982028
broad,8.5,0.016752784801454344,-0.007986163847347981
broad,8.525,0.01654917572832037,-0.008300657119696683
broad,8.55,0.016337848808331442,-0.008603527780820276
broad,8.575000000000001,0.016119099298840926,-0.008894403923366176
broad,8.6,0.0158932314875221,-0.009172935932622583
broad,8.625,0.015660558084054827,-0.00943879886398151
broad,8.65,0.015421399635160673,-0.009691691758890517
broad,8.675,0.01517608388481975,-0.009931338870819267
broad,8.700000000000001,0.014924945165004899,-0.010157489982342768
broad,8.725,0.014668323733059431,-0.010369920382714646
broad,8.75,0.014406565140383855,-0.010568432190228929
broad,8.775,0.014140019555990691,-0.010752853161644694
broad,8.8,0.013869041115655343,-0.010923038838589113
broad,8.825000000000001,0.013593987240404485,-0.011078870458413662
broad,8.85,0.013315217969480745,-0.011220257563996345
broad,8.875,0.013033095281569086,-0.011347135448805409
broad,8.9,0.012747982416315818,-0.011459467737724646
broad,8.925,0.01246024320455845,-0.011557243893105739
broad,8.950000000000001,0.012170241384892753,-0.011640481231684563
broad,8.975,0.011878339947316128,-0.01170922300666716
broad,9.0,0.01158490045310846,-0.011763539400362457
broad,9.025,0.01129028239453434,-0.011803526563686573
broad,9.05,0.010994842527640334,-0.01182930631792983
broad,9.075000000000001,0.010698934249458161,-0.011841026291036604
broad,9.1,0.010402906953779517,-0.011838858344129843
broad,9.125,0.010107105427047038,-0.011822999642260556
broad,9.15,0.00981186923644965,-0.011793670126880042
broad,9.175,0.009517532146561277,-0.0117511140748858
broad,9.200000000000001,0.009224421547188985,-0.011695597182148078
broad,9.225,0.008932857894657037,-0.011627407985795828
broad,9.25,0.00864315418408937,-0.011546855223323422
broad,9.275,0.008355615421521393,-0.011454268489854208
broad,9.3,0.008070538142377123,-0.011349996441606008
broad,9.325000000000001,0.007788209922549259,-0.01123440625622765
broad,9.35,0.007508908942574523,-0.011107882966149906
broad,9.375,0.007232903546641706,-0.010970827644285877
broad,9.4,0.006960451851102968,-0.010823657757437136
broad,9.425,0.006691801359501763,-0.010666804406192321
broad,9.450000000000001,0.0064271886148963555,-0.010500713209785947
broad,9.475,0.006166838876433839,-0.010325841246018156
broad,9.5,0.005910965817203963,-0.010142657759102012
broad,9.525,0.005659771264250454,-0.009951641544394796
broad,9.55,0.005413444946415135,-0.009753280810161304
broad,9.575000000000001,0.005172164296099238,-0.009548071573371782
broad,9.6,0.004936094253567627,-0.009336516313761018
broad,9.625,0.004705387126491745,-0.009119123537979997
broad,9.65,0.004480182457361955,-0.008896405337425627
broad,9.675,0.004260606936704005,-0.008668877789649108
broad,9.700000000000001,0.004046774338144291,-0.008437057983312613
broad,9.725,0.003838785483188274,-0.008201464562475457
broad,9.75,0.003636728244610279,-0.007962615012719337
broad,9.775,0.0034406775638418617,-0.007721025587350437
broad,9.8,0.0032506955190893133,-0.0074772095373938354
broad,9.825000000000001,0.0030668313990847612,-0.007231675940988688
broad,9.85,0.002889121829371693,-0.006984929134178046
broad,9.875,0.002717590906860854,-0.006737466486507039
broad,9.9,0.0025522503773074104,-0.006489778732163985
broad,9.925,0.0023930998330643724,-0.006242347258030701
broad,9.950000000000001,0.002240126937003494,-0.005995644612039638
broad,9.975,0.002093307681668893,-0.0057501321327810195
broad,10.0,0.001952606658530201,-0.005506259846642046
broad,10.025,0.0018179773721753727,-0.0052644651194656365
broad,10.05,0.0016893625567585906,-0.005025171500537938
broad,10.075000000000001,0.001566694536062518,-0.004788788572075482
broad,10.1,0.00144989558943849,-0.004555709893178513
broad,10.125,0.0013388783488754365,-0.004326313615936306
broad,10.15,0.001233546214022425,-0.004100960212844402
broad,10.175,0.00113379378056195,-0.003879993049977304
broad,10.200000000000001,0.0010395072992004238,-0.0036637367456744925
broad,10.225,0.0009505651337719907,-0.003452496967362317
broad,10.25,0.0008668382547758616,-0.003246559955134966
broad,10.275,0.0007881907281769207,-0.0030461913155973705
broad,10.3,0.0007144802325111143,-0.0028516366143576145
broad,10.325000000000001,0.000645558578540314,-0.0026631195942122795
broad,10.35,0.0005812722410139714,-0.0024808431606188086
broad,10.375,0.0005214629053779449,-0.002304987860152695
broad,10.4,0.00046596800969079334,-0.0021357124109512597
broad,10.425,0.0004146213096897165,-0.001973153176347673
broad,10.450000000000001,0.00036725343030732704,-0.0018174237511480434
broad,10.475,0.00032369243752872147,-0.00166861559923719
broad,10.5,0.0002837643998078074,-0.0015267968847297853
broad,10.525,0.0002472939561537448,-0.001392013760852415
broad,10.55,0.0002141048847928026,-0.0012642891990485578
broad,10.575000000000001,0.0001840206612166455,-0.0011436240653098922
broad,10.6,0.0001568650265030137,-0.0010299967694493907
broad,10.625,0.00013246253384747937,-0.0009233634905827547
broad,10.65,0.0001106391053489135,-0.0008236589799299974
broad,10.675,9.122256758939855e-05,-0.0007307959613689043
broad,10.700000000000001,7.404318599126375e-05,-0.0006446666955713211
broad,10.725,5.8934187875825827e-05,-0.0005651422320300852
broad,10.75,4.5732267682228104e-05,-0.0004920738847120924
broad,10.775,3.4278091143266104e-05,-0.00042529318444403045
broad,10.8,2.4416769941197273e-05,-0.0003646125616033076
broad,10.825000000000001,1.599833673769256e-05,-0.0003098264042373553
broad,10.85,8.878190559744276e-06,-0.0002607109000212426
broad,10.875,2.9175324812337104e-06,-0.00021702585682676303
broad,10.9,-2.01621868901832e-06,-0.00017851434814433994
broad,10.925,-6.049036006818659e-06,-0.00014490445244360844
broad,10.950000000000001,-9.299903572347198e-06,-0.00011590955204150157
broad,10.975,-1.188047183868989e-05,-9.122928403744157e-05
broad,11.0,-1.3894720921272086e-05,-7.055089962367129e-05
broad,11.025,-1.5438659673120847e-05,-5.35494148217782e-05
broad,11.05,-1.6600043320763355e-05,-3.988970947404942e-05
broad,11.075000000000001,-1.7458118923052393e-05,-2.922665182889805e-05
broad,11.1,-1.8083408767921028e-05,-2.1207303388997293e-05
broad,11.125,-1.8537521473768052e-05,-1.5472273598525604e-05
broad,11.15,-1.887302935655096e-05,-1.1658135563564529e-05
broad,11.175,-1.9133407779674246e-05,-9.401601044922332e-06
broad,11.200000000000001,-1.9353097156883646e-05,-8.344135836853943e-06
broad,11.225,-1.9557728452821365e-05,-8.141056725517748e-06
broad,11.25,-1.976458819416706e-05,-8.471907857368787e-06
broad,11.275,-1.998341611803615e-05,-9.055701782832053e-06
broad,11.3,-2.0217586098869e-05,-9.667394374238951e-06
broad,11.325000000000001,-2.0465714717440262e-05,-1.0153411291367565e-05
broad,11.35,-2.0723591537445757e-05,-1.0442234733214588e-05
broad,11.375,-2.0986229389635215e-05,-1.0541632300883023e-05
broad,11.4,-2.1249669952224244e-05,-1.0521545989559121e-05
broad,11.425,-2.151212761241161e-05,-1.047950738340331e-05
broad,11.450000000000001,-2.177417624958823e-05,-1.0499519120989961e-05
broad,11.475,-2.203794132888055e-05,-1.0617899911634835e-05
broad,11.5,-2.2305713027847998e-05,-1.0812011668349876e-05
broad,11.525,-2.2578666639691267e-05,-1.1021097695223693e-05
broad,11.55,-2.285639286823406e-05,-1.1186735388965664e-05
broad,11.575000000000001,-2.3137480519829536e-05,-1.129137635680462e-05
broad,11.6,-2.3420704032440036e-05,-1.1365811021674191e-05
broad,11.625,-2.370594709103437e-05,-1.1460546272320145e-05
broad,11.65,-2.3994142359591205e-05,-1.1602825179060246e-05
broad,11.675,-2.4286341915954707e-05,-1.1774715053029254e-05
broad,11.700000000000001,-2.4582772077693007e-05,-1.1934524949477577e-05
broad,11.725,-2.488276012852105e-05,-1.2058984601334014e-05
broad,11.75,-2.518556849489517e-05,-1.2165823901392082e-05
broad,11.775,-2.549121364629894e-05,-1.2291157841838688e-05
broad,11.8,-2.5800393686838602e-05,-1.2447225029393988e-05
broad,11.825000000000001,-2.6113636296245916e-05,-1.2610396633769127e-05
broad,11.85,-2.6430724688920316e-05,-1.2752258818195077e-05
broad,11.875,-2.6751093888937093e-05,-1.2876433296790197e-05
broad,11.9,-2.707463922335353e-05,-1.3011117938786358e-05
broad,11.925,-2.740185488346841e-05,-1.3169143109550112e-05
broad,11.950000000000001,-2.773313173403239e-05,-1.3331249801230584e-05
broad,11.975,-2.8068259928774728e-05,-1.347580482362116e-05
broad,12.0,-2.840684450698305e-05,-1.3611605351781439e-05
broad,12.025,-2.8748969286203624e-05,-1.3761963739750717e-05
broad,12.05,-2.9095076101695704e-05,-1.3927396608177712e-05
broad,12.075000000000001,-2.944527886826498e-05,-1.4086199685278851e-05
broad,12.1,-2.9799264524290622e-05,-1.4231591463703674e-05
broad,12.125,-3.015690892111499e-05,-1.4382570138396652e-05
broad,12.15,-3.051853115759911e-05,-1.4549057286563022e-05
broad,12.175,-3.088435798719713e-05,-1.4715249856197332e-05
broad,12.200000000000001,-3.1254184782417235e-05,-1.4869493597115703e-05
broad,12.225,-3.1627848176202355e-05,-1.502555965576622e-05
broad,12.25,-3.200558767799878e-05,-1.5195428359432975e-05
broad,12.275,-3.238762543630384e-05,-1.536616417607789e-05
broad,12.3,-3.277380405980928e-05,-1.5526890460516843e-05
broad,12.325000000000001,-3.316399063061342e-05,-1.5689978988382777e-05
broad,12.35,-3.35584103515949e-05,-1.586494206845812e-05
broad,12.375,-3.395722915439391e-05,-1.6039076352813944e-05
broad,12.4,-3.436028691328718e-05,-1.6204985976886073e-05
broad,12.425,-3.4767527039337914e-05,-1.6376208811824975e-05
broad,12.450000000000001,-3.517918148717596e-05,-1.655673754864811e-05
broad,12.475,-3.559532337218259e-05,-1.6733029610442337e-05
broad,12.5,-3.601578982835643e-05,-1.690474856547133e-05
broad,12.525,-3.644063630450117e-05,-1.7084780339982157e-05
broad,12.55,-3.687007126810346e-05,-1.7269473366842537e-05
broad,12.575000000000001,-3.73040471705151e-05,-1.7447624021856426e-05
broad,12.6,-3.774246440176996e-05,-1.76271433264885e-05
broad,12.625,-3.818548388983114e-05,-1.781531103231894e-05
broad,12.65,-3.863320930913919e-05,-1.800147972538203e-05
broad,12.675,-3.908551994702299e-05,-1.8183682143292747e-05
broad,12.700000000000001,-3.9542456758435824e-05,-1.837281407439832e-05
broad,12.725,-4.0004191667700996e-05,-1.8565364787783807e-05
broad,12.75,-4.047067376131008e-05,-1.8752650752082266e-05
broad,12.775,-4.0941851334058154e-05,-1.8942958764241074e-05
broad,12.8,-4.141788158221653e-05,-1.9139701761414323e-05
broad,12.825000000000001,-4.1898799323357176e-05,-1.9332758598728648e-05
broad,12.85,-4.238451504189701e-05,-1.952543215694073e-05
broad,12.875,-4.287513501067148e-05,-1.9725012032743767e-05
broad,12.9,-4.3370753239087016e-05,-1.9923467300193772e-05
broad,12.925,-4.3871283444845896e-05,-2.0119424442214985e-05
broad,12.950000000000001,-4.437678072374938e-05,-2.032145513621565e-05
broad,12.975,-4.488736530678203e-05,-2.0524551544543854e-05
broad,13.0,-4.540297325607246e-05,-2.0724188456537905e-05
broad,13.025,-4.5923621407053574e-05,-2.092880716208735e-05
broad,13.05,-4.6449434987337554e-05,-2.1135786268663872e-05
broad,13.075000000000001,-4.698037404142923e-05,-2.1339166621747267e-05
broad,13.1,-4.751643139867672e-05,-2.1546568206979413e-05
broad,13.125,-4.805772869714132e-05,-2.1756880680265486e-05
broad,13.15,-4.860424176488025e-05,-2.1963859665305474e-05
broad,13.175,-4.9155952425885114e-05,-2.2174124255179877e-05
broad,13.200000000000001,-4.971297597969431e-05,-2.2387453150822646e-05
broad,13.225,-5.0275294094131354e-05,-2.2597707007358512e-05
broad,13.25,-5.08428880420236e-05,-2.2810869145709193e-05
broad,13.275,-5.141586513823775e-05,-2.3026968786458637e-05
broad,13.3,-5.19942059300033e-05,-2.324009606787327e-05
broad,13.325000000000001,-5.2577897658426576e-05,-2.3456195251122186e-05
broad,13.35,-5.31670387038597e-05,-2.3674727561731362e-05
broad,13.375,-5.376160414747389e-05,-2.3890407553344093e-05
broad,13.4,-5.4361591024669205e-05,-2.4109405178814737e-05
broad,13.425,-5.496708821347327e-05,-2.432993674142543e-05
broad,13.450000000000001,-5.55780618912716e-05,-2.4547987198547786e-05
broad,13.475,-5.61945230109951e-05,-2.4769673925215695e-05
broad,13.5,-5.6816548045066034e-05,-2.499177322353064e-05
broad,13.525,-5.744409312271124e-05,-2.5212078513510673e-05
broad,13.55,-5.807718782196236e-05,-2.5436085509227088e-05
broad,13.575000000000001,-5.871588895714393e-05,-2.565936687945989e-05
broad,13.6,-5.936014726948898e-05,-2.588181000909471e-05
broad,13.625,-6.001001228082851e-05,-2.6107653188458904e-05
broad,13.65,-6.066551203417336e-05,-2.6331764896526176e-05
broad,13.675,-6.132660322424675e-05,-2.655622728406818e-05
broad,13.700000000000001,-6.19933487264622e-05,-2.6783279975294817e-05
broad,13.725,-6.266574292750281e-05,-2.7007959237181694e-05
broad,13.75,-6.334376236058778e-05,-2.7234274430415628e-05
broad,13.775,-6.402746815702723e-05,-2.746173937571156e-05
broad,13.8,-6.471682578606118e-05,-2.7686939781468468e-05
broad,13.825000000000001,-6.541184089492059e-05,-2.7914702424424423e-05
broad,13.85,-6.611255370891218e-05,-2.81417583376531e-05
broad,13.875,-6.681891653024713e-05,-2.8367654816787075e-05
broad,13.9,-6.753096197686293e-05,-2.8596016359439077e-05
broad,13.925,-6.824869433494088e-05,-2.8822146157936082e-05
broad,13.950000000000001,-6.897207535863683e-05,-2.904884643227575e-05
broad,13.975,-6.970114774740741e-05,-2.9276580461884483e-05
broad,14.0,-7.043587864961666e-05,-2.9501808191132044e-05
broad,14.025,-7.11762581884273e-05,-2.9728892168604098e-05
broad,14.05,-7.192231197820635e-05,-2.9954848410054482e-05
broad,14.075000000000001,-7.267398844780626e-05,-3.0179548629694653e-05
broad,14.1,-7.34313070143316e-05,-3.0405845093944644e-05
broad,14.125,-7.419425415411646e-05,-3.062951741523044e-05
broad,14.15,-7.496279046137362e-05,-3.085376832761516e-05
broad,14.175,-7.573694061316545e-05,-3.107773255112353e-05
broad,14.200000000000001,-7.651665454105624e-05,-3.12993871744197e-05
broad,14.225,-7.730192534149845e-05,-3.152234176533883e-05
broad,14.25,-7.809274807164683e-05,-3.174290798992691e-05
broad,14.275,-7.888906733375376e-05,-3.1962925784467686e-05
broad,14.3,-7.969089585958215e-05,-3.2182912239472185e-05
broad,14.325000000000001,-8.049818546542972e-05,-3.24000599322541e-05
broad,14.35,-8.131090894405997e-05,-3.261791453961645e-05
broad,14.375,-8.212905912705697e-05,-3.283345763481813e-05
broad,14.4,-8.295257113333588e-05,-3.304768173389957e-05
broad,14.425,-8.378144357829477e-05,-3.326167853196426e-05
broad,14.450000000000001,-8.461562477500844e-05,-3.347250395252528e-05
broad,14.475,-8.54550737532584e-05,-3.368345616145446e-05
broad,14.5,-8.629977394203036e-05,-3.3891869996777004e-05
broad,14.525,-8.714965257849202e-05,-3.409850425722115e-05
broad,14.55,-8.800469538382101e-05,-3.4304422922095127e-05
broad,14.575000000000001,-8.886484114854687e-05,-3.4506877460445406e-05
