waveform,time,a,a_dot
broad,14.6,-8.973004008563088e-05,-3.470896460049797e-05
broad,14.625,-9.060026129435914e-05,-3.490800768605691e-05
broad,14.65,-9.147542438984336e-05,-3.5105045276549176e-05
broad,14.675,-9.235550323128568e-05,-3.530064650345365e-05
broad,14.700000000000001,-9.324042242764624e-05,-3.549253563059828e-05
broad,14.725,-9.413012693041062e-05,-3.5683579181829176e-05
broad,14.75,-9.502456700319218e-05,-3.5870893516525147e-05
broad,14.775,-9.592365602141308e-05,-3.605614319675712e-05
broad,14.8,-9.682735475489674e-05,-3.623899757690855e-05
broad,14.825000000000001,-9.773557154644332e-05,-3.641803428028065e-05
broad,14.85,-9.864824799316594e-05,-3.6595603414068344e-05
broad,14.875,-9.956531103978227e-05,-3.6768753854546256e-05
broad,14.9,-0.00010048667119334388,-3.693982370730961e-05
broad,14.925,-0.00010141227150066751,-3.7107331987695766e-05
broad,14.950000000000001,-0.00010234200601705689,-3.7271148814557265e-05
broad,14.975,-0.00010327581150946803,-3.743254354341875e-05
broad,15.0,-0.00010421358900444945,-3.758908054157607e-05
broad,15.025,-0.00010515524999289747,-3.774331246422168e-05
broad,15.05,-0.00010610071244180987,-3.789280415812087e-05
broad,15.075000000000001,-0.00010704986287834898,-3.803888816136186e-05
broad,15.1,-0.00010800262609877877,-3.818119603865226e-05
broad,15.125,-0.00010895888024152637,-3.831867961304253e-05
broad,15.15,-0.00010991853761998336,-3.8453090276485485e-05
broad,15.175,-0.00011088148537433618,-3.858197131981966e-05
broad,15.200000000000001,-0.00011184761108081812,-3.8707510247319284e-05
broad,15.225,-0.00011281681544420519,-3.882779827349976e-05
broad,15.25,-0.00011378896464067821,-3.8943675948771934e-05
broad,15.275,-0.00011476396249744928,-3.9055043383978306e-05
broad,15.3,-0.00011574166861887262,-3.916084734110942e-05
broad,15.325000000000001,-0.00011672197363497124,-3.9262609735862763e-05
broad,15.35,-0.00011770474486161502,-3.935818339327026e-05
broad,15.375,-0.00011868984993473838,-3.944951099937659e-05
broad,15.4,-0.00011967716733771157,-3.9534712540126306e-05
broad,15.425,-0.0001206665446770726,-3.961485691548101e-05
broad,15.450000000000001,-0.00012165786303760192,-3.968937867611194e-05
broad,15.475,-0.00012265096199013894,-3.975779929997652e-05
broad,15.5,-0.00012364571213794177,-3.9821098975656484e-05
broad,15.525,-0.00012464195664403717,-3.987747965613521e-05
broad,15.55,-0.00012563954720157616,-3.9928819180572586e-05
broad,15.575000000000001,-0.00012663833470749413,-3.997297709382029e-05
broad,15.6,-0.0001276381521211042,-4.001156531843819e-05
broad,15.625,-0.00012863885418277135,-4.0043274096393934e-05
broad,15.65,-0.00012964026161540955,-4.0068455544066055e-05
broad,15.675,-0.00013064222512240868,-4.0087283684226e-05
broad,15.700000000000001,-0.00013164456138265536,-4.009864159003802e-05
broad,15.725,-0.00013264710948687324,-4.0103936131397984e-05
broad,15.75,-0.0001336496884692543,-4.010122230133308e-05
broad,15.775,-0.00013465212117298928,-4.009225028616685e-05
broad,15.8,-0.00013565423161979284,-4.007521390738618e-05
broad,15.825000000000001,-0.00013665582621085536,-4.0051324133375705e-05
broad,15.85,-0.00013765673180179963,-4.001959950618436e-05
broad,15.875,-0.00013865674290585684,-3.998027303266554e-05
broad,15.9,-0.00013965568301502472,-3.9933389745433544e-05
broad,15.925,-0.0001406533420402382,-3.987819676519905e-05
broad,15.950000000000001,-0.00014164953307622011,-3.981563132955389e-05
broad,15.975,-0.00014264404753246842,-3.974419832558302e-05
broad,16.0,-0.0001436366840800255,-3.966538607196176e-05
carrier,0.0,0.0,0.0
carrier,0.025,0.0,0.0
carrier,0.05,0.0,0.0
carrier,0.075,0.0,0.0
carrier,0.1,0.0,0.0
carrier,0.125,0.0,0.0
carrier,0.15,0.0,0.0
carrier,0.17500000000000002,0.0,0.0
carrier,0.2,0.0,0.0
carrier,0.225,0.0,0.0
carrier,0.25,0.0,0.0
carrier,0.275,0.0,0.0
carrier,0.3,0.0,0.0
carrier,0.325,0.0,0.0
carrier,0.35000000000000003,0.0,0.0
carrier,0.375,0.0,0.0
carrier,0.4,0.0,0.0
carrier,0.425,0.0,0.0
carrier,0.45,0.0,0.0
carrier,0.47500000000000003,0.0,0.0
carrier,0.5,0.0,0.0
carrier,0.525,0.0,0.0
carrier,0.55,0.0,0.0
carrier,0.5750000000000001,0.0,0.0
carrier,0.6,0.0,0.0
carrier,0.625,0.0,0.0
carrier,0.65,0.0,0.0
carrier,0.675,0.0,0.0
carrier,0.7000000000000001,0.0,0.0
carrier,0.725,0.0,0.0
carrier,0.75,0.0,0.0
carrier,0.775,0.0,0.0
carrier,0.8,0.0,0.0
carrier,0.8250000000000001,0.0,0.0
carrier,0.85,0.0,0.0
carrier,0.875,0.0,0.0
carrier,0.9,0.0,0.0
carrier,0.925,0.0,0.0
carrier,0.9500000000000001,0.0,0.0
carrier,0.975,0.0,0.0
carrier,1.0,0.0,0.0
carrier,1.025,0.0,0.0
carrier,1.05,0.0,0.0
carrier,1.075,0.0,0.0
carrier,1.1,0.0,0.0
carrier,1.125,0.0,0.0
carrier,1.1500000000000001,0.0,0.0
carrier,1.175,0.0,0.0
carrier,1.2,0.0,0.0
carrier,1.225,0.0,0.0
carrier,1.25,0.0,0.0
carrier,1.2750000000000001,0.0,0.0
carrier,1.3,0.0,0.0
carrier,1.325,0.0,0.0
carrier,1.35,0.0,0.0
carrier,1.375,0.0,0.0
carrier,1.4000000000000001,0.0,0.0
carrier,1.425,0.0,0.0
carrier,1.45,0.0,0.0
carrier,1.475,0.0,0.0
carrier,1.5,0.0,0.0
carrier,1.5250000000000001,0.0,0.0
carrier,1.55,0.0,0.0
carrier,1.575,0.0,0.0
carrier,1.6,0.0,0.0
carrier,1.625,0.0,0.0
carrier,1.6500000000000001,0.0,0.0
carrier,1.675,0.0,0.0
carrier,1.7,0.0,0.0
carrier,1.725,0.0,0.0
carrier,1.75,0.0,0.0
carrier,1.7750000000000001,0.0,0.0
carrier,1.8,0.0,0.0
carrier,1.825,0.0,0.0
carrier,1.85,-0.0,-6.4e-323
carrier,1.875,-1.205e-320,-5.46751e-318
carrier,1.9000000000000001,-8.7624493e-316,-3.9129334629e-313
carrier,1.925,-5.3533689029526e-311,-2.3530004098304424e-308
carrier,1.95,-2.760445615896847e-306,-1.1944692271364304e-303
carrier,1.975,-1.2067622637595514e-301,-5.14159795210079e-299
carrier,2.0,-4.491692979882898e-297,-1.8847057637212178e-294
carrier,2.025,-1.42928783251858e-292,-5.907227890437414e-290
carrier,2.05,-3.903470154138364e-288,-1.5893368463950413e-285
carrier,2.075,-9.184020499946854e-284,-3.684399792496032e-281
carrier,2.1,-1.8682196061582786e-279,-7.385769610036125e-277
carrier,2.125,-3.29712245779233e-275,-1.2846931697673226e-272
carrier,2.15,-5.065162516248987e-271,-1.9454245363334e-268
carrier,2.1750000000000003,-6.794933851595275e-267,-2.572887197380976e-264
carrier,2.2,-7.984344918962557e-263,-2.9808829770866157e-260
carrier,2.225,-8.24201261213746e-259,-3.0343279426805284e-256
carrier,2.25,-7.495430070483368e-255,-2.721452951698822e-252
carrier,2.275,-6.021609377488311e-251,-2.1564596570611415e-248
carrier,2.3000000000000003,-4.284707024500002e-247,-1.5136376585688798e-244
carrier,2.325,-2.7072008328156487e-243,-9.434937280188111e-241
carrier,2.35,-1.5225422037017207e-239,-5.235396488940195e-237
carrier,2.375,-7.639919758902983e-236,-2.592226613425074e-233
carrier,2.4,-3.428183176893884e-232,-1.1478699812307968e-229
carrier,2.4250000000000003,-1.378624312254685e-228,-4.5557313259846384e-226
carrier,2.45,-4.9791221066936914e-225,-1.6239994123748908e-222
carrier,2.475,-1.618346701514499e-221,-5.2102852683766246e-219
carrier,2.5,-4.743069388806916e-218,-1.507442378407346e-215
carrier,2.525,-1.255871333640833e-214,-3.9404946252694755e-212
carrier,2.5500000000000003,-3.009746393199801e-211,-9.323769019000139e-209
carrier,2.575,-6.540168307779229e-208,-2.0004921678828673e-205
carrier,2.6,-1.2908397917060972e-204,-3.8988417395233247e-202
carrier,2.625,-2.3179618329863377e-201,-6.913732927425315e-199
carrier,2.65,-3.793095888082016e-198,-1.1172996699383217e-195
carrier,2.6750000000000003,-5.665209251172864e-195,-1.6481114890392464e-192
carrier,2.7,-7.734503700590403e-192,-2.2223984245372783e-189
carrier,2.725,-9.66679911841318e-189,-2.7435563426079096e-186
carrier,2.75,-1.1076089958068624e-185,-3.1051395134578047e-183
carrier,2.775,-1.1650504834633522e-182,-3.2264389027500365e-180
carrier,2.8000000000000003,-1.1265236871571555e-179,-3.081928656414011e-177
carrier,2.825,-1.0026251618866023e-176,-2.7098347441746276e-174
carrier,2.85,-8.224095186112265e-174,-2.1959963637174593e-171
carrier,2.875,-6.224741069786865e-171,-1.6421783669868277e-168
carrier,2.9,-4.352661096436694e-168,-1.1345526557881429e-165
carrier,2.9250000000000003,-2.81507861741623e-165,-7.250121477686807e-163
carrier,2.95,-1.6858366717544007e-162,-4.2901093944575306e-160
carrier,2.975,-9.358428318728063e-160,-2.3532390749514685e-157
carrier,3.0,-4.8207255203484654e-157,-1.1978348513934455e-154
carrier,3.025,-2.3066966164016958e-154,-5.663782579730078e-152
carrier,3.0500000000000003,-1.026292153607527e-151,-2.4901632208419235e-149
carrier,3.075,-4.249869786305945e-149,-1.0190167239702301e-146
carrier,3.1,-1.6395101504910052e-146,-3.8848644462637933e-144
carrier,3.125,-5.897728650663046e-144,-1.3810481817495658e-141
carrier,3.15,-1.9800441367689612e-141,-4.582119728503396e-139
carrier,3.1750000000000003,-6.2095598359360356e-139,-1.4201170972146074e-136
carrier,3.2,-1.820575295790226e-136,-4.1147840380325017e-134
carrier,3.225,-4.994295814770194e-134,-1.1155525440960358e-131
carrier,3.25,-1.2829323402817555e-131,-2.8320323857197252e-129
carrier,3.275,-3.088400905073269e-129,-6.737630183919446e-127
carrier,3.3000000000000003,-6.97254476484704e-127,-1.5032914938417125e-124
carrier,3.325,-1.4773893726635045e-124,-3.1479194391453665e-122
carrier,3.35,-2.9400464967397525e-122,-6.1909449966376234e-120
carrier,3.375,-5.498826732121967e-120,-1.144308800788865e-117
carrier,3.4,-9.67242203573419e-118,-1.9891806468919565e-115
carrier,3.4250000000000003,-1.6011591423162329e-115,-3.254120043183394e-113
carrier,3.45,-2.4960004328213426e-113,-5.0129926228079966e-111
carrier,3.475,-3.666358138521148e-111,-7.276672572553039e-109
carrier,3.5,-5.077698318944168e-109,-9.958673872893669e-107
carrier,3.525,-6.634299919350171e-107,-1.2857496853788896e-104
carrier,3.5500000000000003,-8.182138087405714e-105,-1.5669090105987648e-102
carrier,3.575,-9.530646288486191e-103,-1.80344451889734e-100
carrier,3.6,-1.0490478318616215e-100,-1.9613985716580268e-98
carrier,3.625,-1.0917231487724229e-98,-2.016780875801368e-96
carrier,3.65,-1.0747177643024528e-96,-1.961555334097114e-94
carrier,3.6750000000000003,-1.0012788225181454e-94,-1.8055278844214353e-92
carrier,3.7,-8.832875238655998e-93,-1.5735340490198095e-90
carrier,3.725,-7.381374902051152e-91,-1.2990227662604058e-88
carrier,3.75,-5.8459643104507176e-89,-1.0162963620871885e-86
carrier,3.775,-4.389838098719249e-87,-7.538333514466443e-85
carrier,3.8000000000000003,-3.1267863617615113e-85,-5.3035202071777266e-83
carrier,3.825,-2.11340864750462e-83,-3.540493459890485e-81
carrier,3.85,-1.3560537321767231e-81,-2.2435986751141328e-79
carrier,3.875,-8.26314752368165e-80,-1.350124756554094e-77
carrier,3.9,-4.783556247600377e-78,-7.718092906864552e-76
carrier,3.9250000000000003,-2.6317778299068152e-76,-4.192837828808034e-74
carrier,3.95,-1.3765480901219004e-74,-2.1652961111001723e-72
carrier,3.975,-6.847357074887256e-73,-1.0633630794461545e-70
carrier,4.0,-3.240293683725929e-71,-4.967518784026789e-69
carrier,4.025,-1.4591865101136495e-69,-2.2081292825323915e-67
carrier,4.05,-6.2550728651717e-68,-9.34253431428726e-66
carrier,4.075,-2.5531368420962366e-66,-3.763424076202379e-64
carrier,4.1,-9.925580761699317e-65,-1.4437691634724851e-62
carrier,4.125,-3.6761465114208187e-63,-5.276200464532398e-61
carrier,4.15,-1.2974620654472664e-61,-1.8372210495731424e-59
carrier,4.175,-4.3648208729093866e-60,-6.097063465012232e-58
carrier,4.2,-1.3999354655325513e-58,-1.9288421149912162e-56
carrier,4.225,-4.2816817537230274e-57,-5.8181067402163465e-55
carrier,4.25,-1.2490374960325996e-55,-1.673643633523737e-53
carrier,4.275,-3.4759716552843356e-54,-4.592220307268136e-52
carrier,4.3,-9.2298902736774e-53,-1.2020922785672922e-50
carrier,4.325,-2.3388978515243683e-51,-3.0024791970759713e-49
carrier,4.3500000000000005,-5.657051412414378e-50,-7.156749164233305e-48
carrier,4.375,-1.3061641544265595e-48,-1.6281947319084059e-46
carrier,4.4,-2.8793441862862957e-47,-3.535960857150496e-45
carrier,4.425,-6.060825206664959e-46,-7.331105143611364e-44
carrier,4.45,-1.2183193559342334e-44,-1.45123300704807e-42
carrier,4.4750000000000005,-2.3389728956464757e-43,-2.7431510044828495e-41
carrier,4.5,-4.289057406544004e-42,-4.951543244450025e-40
carrier,4.525,-7.512829454338076e-41,-8.535663584072987e-39
carrier,4.55,-1.2571204159114818e-39,-1.4052753035399218e-37
carrier,4.575,-2.0095682497228232e-38,-2.2096747617123168e-36
carrier,4.6000000000000005,-3.0689941940986656e-37,-3.318541121935213e-35
carrier,4.625,-4.4778091782157344e-36,-4.760149017892692e-34
carrier,4.65,-6.241857000695181e-35,-6.521451657966163e-33
carrier,4.675,-8.312598748080526e-34,-8.533110361086551e-32
carrier,4.7,-1.05760620304794e-32,-1.0663299346514677e-30
carrier,4.7250000000000005,-1.2854579114953233e-31,-1.2725397830800222e-29
carrier,4.75,-1.492498358627542e-30,-1.4501513041092734e-28
carrier,4.775,-1.6552365289973224e-29,-1.5778875996414408e-27
carrier,4.8,-1.7533026857401434e-28,-1.6391165468023567e-26
carrier,4.825,-1.773604872730362e-27,-1.6253844286467022e-25
carrier,4.8500000000000005,-1.7131848805650946e-26,-1.5383215590345363e-24
carrier,4.875,-1.5799182434170075e-25,-1.389330525050236e-23
carrier,4.9,-1.3908319759305645e-24,-1.1971373125797985e-22
carrier,4.925,-1.168534795017589e-23,-9.83929868992848e-22
carrier,4.95,-9.367915984698719e-23,-7.711816755343637e-21
carrier,4.9750000000000005,-7.164333790910478e-22,-5.762359243003532e-20
carrier,5.0,-5.225483200899732e-21,-4.103563181624e-19
carrier,5.025,-3.6338745284983034e-20,-2.7841448309649645e-18
carrier,5.05,-2.4086258998836325e-19,-1.7989992706345498e-17
carrier,5.075,-1.5211617133871676e-18,-1.1066291606186687e-16
carrier,5.1000000000000005,-9.150095276393742e-18,-6.47757819117084e-16
carrier,5.125,-5.2401527084972926e-17,-3.606227140109786e-15
carrier,5.15,-2.855880094629861e-16,-1.9085153195317144e-14
carrier,5.175,-1.4804999847977198e-15,-9.596070236392967e-14
carrier,5.2,-7.29673444139836e-15,-4.581197136163099e-13
carrier,5.2250000000000005,-3.4171479085179206e-14,-2.0752160940276234e-12
carrier,5.25,-1.519712203011796e-13,-8.913221556015574e-12
carrier,5.275,-6.414344153884459e-13,-3.6270838070987794e-11
carrier,5.3,-2.5677429313498986e-12,-1.3972429596257009e-10
carrier,5.325,-9.742245997168125e-12,-5.09087839109467e-10
carrier,5.3500000000000005,-3.500750550117044e-11,-1.7527109588485985e-09
carrier,5.375,-1.1905097996949546e-10,-5.696283912078743e-09
carrier,5.4,-3.828624080954497e-10,-1.745754492958325e-08
carrier,5.425,-1.1634768098821847e-09,-5.039833600821754e-08
carrier,5.45,-3.338515046979059e-09,-1.369038534402143e-07
carrier,5.4750000000000005,-9.039111201971236e-09,-3.495541166716802e-07
carrier,5.5,-2.307862210769546e-08,-8.380598220185557e-07
carrier,5.525,-5.553978635233956e-08,-1.8850488063583618e-06
carrier,5.55,-1.2595159232535943e-07,-3.975508351713327e-06
carrier,5.575,-2.691798915654837e-07,-7.859565840463395e-06
carrier,5.6000000000000005,-5.424353454492592e-07,-1.457209785019379e-05
carrier,5.625,-1.0318120153693871e-06,-2.537037935383016e-05
carrier,5.65,-1.8560858757656011e-06,-4.157994363850521e-05
carrier,5.675,-3.1659636832658747e-06,-6.439862846922545e-05
carrier,5.7,-5.138960290555621e-06,-9.47615206798748e-05
carrier,5.7250000000000005,-7.972639522795644e-06,-0.00013335257747282395
carrier,5.75,-1.1879875481590688e-05,-0.00018073849027680253
carrier,5.775,-1.7087519029749465e-05,-0.00023747753909471474
carrier,5.8,-2.3835897293106934e-05,-0.00030406565268136247
carrier,5.825,-3.237512518182832e-05,-0.00038076042187388485
carrier,5.8500000000000005,-4.295755542512611e-05,-0.0004674832157886073
carrier,5.875,-5.583016889586005e-05,-0.0005639088335600407
