time,radius,case,a,chi
20.0,25.700000000000003,2,-4.411301320076838e-06,-3.413684184045672e-07
20.0,26.1,2,-3.5820977699641584e-06,-3.002577583568227e-07
20.0,26.5,2,-2.9013420772515194e-06,-2.6416004959538255e-07
20.0,26.900000000000002,2,-2.344716217896231e-06,-2.3245504963815758e-07
20.0,27.3,2,-1.8916967469236817e-06,-2.04600580757073e-07
20.0,27.700000000000003,2,-1.5234269783722465e-06,-1.8012250532283153e-07
20.0,28.1,2,-1.2255528666570831e-06,-1.5860601911643352e-07
20.0,28.5,2,-9.844902008285603e-07,-1.3968808450583906e-07
20.0,28.900000000000002,2,-7.90016805498074e-07,-1.230508502897922e-07
20.0,29.3,2,-6.328805917507308e-07,-1.0841592620891376e-07
20.0,29.700000000000003,2,-5.064289312971718e-07,-9.553939825438466e-08
20.0,30.1,2,-4.0409888470996814e-07,-8.420748650679643e-08
20.0,30.5,2,-3.222028247609799e-07,-7.423276068052999e-08
20.0,30.900000000000002,2,-2.5623887632568133e-07,-6.545084009070842e-08
20.0,31.3,2,-2.0334243285248326e-07,-5.771751465884721e-08
20.0,31.700000000000003,2,-1.6048266092850262e-07,-5.090623207786621e-08
20.0,32.1,2,-1.248187158880093e-07,-4.49059035846456e-08
20.0,32.5,2,-9.767396869003805e-08,-3.9618987110873395e-08
20.0,32.9,2,-7.591726759491439e-08,-3.495981204390695e-08
20.0,33.300000000000004,2,-5.551938096779224e-08,-3.085311454856879e-08
20.0,33.7,2,-4.546431856204092e-08,-2.7232756480735413e-08
20.0,34.1,2,-2.7479823337507056e-08,-2.404060445429577e-08
20.0,34.5,2,-2.3763556187645493e-08,-2.122554867929329e-08
20.0,34.9,2,-2.9379629721120507e-08,-1.874264383697862e-08
20.0,35.300000000000004,2,3.289669539950554e-08,-1.655235655361788e-08
20.0,35.7,2,1.5957377283676653e-07,-1.4619906026372905e-08
20.0,36.1,2,2.5601291347228096e-07,-1.291468608324746e-08
20.0,36.5,2,2.2564087693351343e-07,-1.140975846103379e-08
20.0,36.9,2,4.82712703349953e-08,-1.0081408390235305e-08
20.0,37.300000000000004,2,-1.9937088254889e-07,-8.908754710347841e-09
20.0,37.7,2,-3.8879365656081035e-07,-7.873407726576664e-09
20.0,38.1,2,-4.182140944287034e-07,-6.959168878535007e-09
20.0,38.5,2,-2.732283605432407e-07,-6.151767040096703e-09
20.0,38.900000000000006,2,-3.941175501163449e-08,-5.438626921725369e-09
20.0,39.300000000000004,2,1.5531824362061738e-07,-4.80866561529805e-09
20.0,39.7,2,2.300142803894976e-07,-4.252113817309876e-09
20.0,0.1,5,-0.032758019385875844,-0.00039035393013856103
20.0,0.5,5,-0.03486188541017874,-0.00038910386169011354
20.0,0.9,5,-0.03836100320832889,-0.00038619666081624986
20.0,1.3,5,-0.04029703210566921,-0.00038165519816835174
20.0,1.7000000000000002,5,-0.03828274100158125,-0.00037551497900884575
20.0,2.1,5,-0.03203939150922962,-0.00036782397217658444
20.0,2.5,5,-0.023275712801564746,-0.0003586425494290273
20.0,2.9000000000000004,5,-0.014322164701770767,-0.0003480432932153001
20.0,3.3000000000000003,5,-0.007149065062197973,-0.0003361105899829878
20.0,3.7,5,-0.0026458828577040055,-0.0003229401842385834
20.0,4.1000000000000005,5,-0.0005656282672522444,-0.0003086389505164034
20.0,4.5,5,6.643503533413054e-05,-0.00029332498123273696
20.0,4.9,5,0.00017532981662104233,-0.00027712795595862607
20.0,5.300000000000001,5,0.00017461146852490792,-0.00026018981207642956
20.0,5.7,5,0.0001622867690357594,-0.00024266587545643113
20.0,6.1000000000000005,5,0.00015123365924213592,-0.00022472653685321148
20.0,6.5,5,0.00014206951072958705,-0.0002065593597570653
20.0,6.9,5,0.000134472057634133,-0.00018837115755190954
20.0,7.300000000000001,5,0.0001281229391228126,-0.00017038891070921398
20.0,7.7,5,0.00012277356351445386,-0.0001528573705219843
20.0,8.1,5,0.00011815912408376413,-0.00013603025872016276
20.0,8.5,5,0.00011407936611141339,-0.00012015249249157118
20.0,8.9,5,0.00011034145871091451,-0.00010543455654352377
20.0,9.3,5,0.00010679177771350133,-9.20262794851805e-05
20.0,9.700000000000001,5,0.0001033249436053675,-8.000069564620274e-05
20.0,10.100000000000001,5,9.981185629763491e-05,-6.935458696651859e-05
20.0,10.5,5,9.619539535717489e-05,-6.002350965937377e-05
20.0,10.9,5,9.242682259583007e-05,-5.190327899065244e-05
20.0,11.3,5,8.847054134129663e-05,-4.487026323259679e-05
20.0,11.700000000000001,5,8.427205322380199e-05,-3.87965664086699e-05
20.0,12.100000000000001,5,7.982810533845788e-05,-3.355955970910071e-05
20.0,12.5,5,7.509255593609343e-05,-2.9046899489462087e-05
20.0,12.9,5,7.005379660107903e-05,-2.515852034903637e-05
20.0,13.3,5,6.463778945364098e-05,-2.180683905310957e-05
20.0,13.700000000000001,5,5.892161581803643e-05,-1.8916018820181507e-05
20.0,14.100000000000001,5,5.27115530443486e-05,-1.642081639159889e-05
20.0,14.5,5,4.591507988064148e-05,-1.426530746589015e-05
20.0,14.9,5,3.889005518857146e-05,-1.24016445031713e-05
20.0,15.3,5,3.18554265503805e-05,-1.0788918474947112e-05
20.0,15.700000000000001,5,2.4584552389650738e-05,-9.392150700364384e-06
20.0,16.1,5,1.678047863384945e-05,-8.181417373405082e-06
20.0,16.5,5,8.64282862451161e-06,-7.131098260910355e-06
20.0,16.900000000000002,5,7.937630040512734e-07,-6.219236405569578e-06
20.0,17.3,5,-6.2031582292147645e-06,-5.426994371712505e-06
20.0,17.7,5,-1.2409224328375868e-05,-4.738193261384827e-06
20.0,18.1,5,-1.781289169274396e-05,-4.138922161531448e-06
20.0,18.5,5,-2.217488626887757e-05,-3.61720720088625e-06
20.0,18.900000000000002,5,-2.5262155835359685e-05,-3.162730912887518e-06
20.0,19.3,5,-2.7085610051392156e-05,-2.7665940076860783e-06
20.0,19.700000000000003,5,-2.7927595577950102e-05,-2.4211128951292114e-06
20.0,20.1,5,-2.7347306008219704e-05,-2.1196473650410165e-06
20.0,20.5,5,-2.608389225470925e-05,-1.8564537323055303e-06
20.0,20.900000000000002,5,-2.4075390810206027e-05,-1.6265595084167812e-06
20.0,21.3,5,-2.1893520184484844e-05,-1.4256563147216423e-06
20.0,21.700000000000003,5,-1.6090847141788552e-05,-1.2500082545517322e-06
20.0,22.1,5,-2.5627683257232155e-05,-1.0963734427630818e-06
20.0,22.5,5,-1.2497447131996658e-05,-9.619367290342805e-07
20.0,22.900000000000002,5,0.00012741823465232924,-8.442519533485241e-07
20.0,23.3,5,0.0004040802471575967,-7.411915552484197e-07
20.0,23.700000000000003,5,0.0006498134032502473,-6.509037084920267e-07
20.0,24.1,5,0.0006718469979880011,-5.717766387463173e-07
20.0,24.5,5,0.00046416314262639807,-5.024068686253933e-07
20.0,24.900000000000002,5,0.0002049537712512477,-4.4157099775627614e-07
20.0,25.3,5,5.373400559702627e-05,-3.8820189488520436e-07
20.0,25.700000000000003,5,5.948443634714515e-06,-3.4136841934819097e-07
20.0,26.1,5,-2.413218158588805e-06,-3.0025775843316834e-07
20.0,26.5,5,-2.8134319512167794e-06,-2.641600495997026e-07
20.0,26.900000000000002,5,-2.340163307003543e-06,-2.3245504963833201e-07
20.0,27.3,5,-1.8915296414983816e-06,-2.046005807570779e-07
20.0,27.700000000000003,5,-1.523422523010957e-06,-1.8012250532283156e-07
20.0,28.1,5,-1.225552778515871e-06,-1.5860601911643352e-07
20.0,28.5,5,-9.844901995108707e-07,-1.3968808450583906e-07
20.0,28.900000000000002,5,-7.900168054829503e-07,-1.230508502897922e-07
20.0,29.3,5,-6.328805917505958e-07,-1.0841592620891376e-07
20.0,29.700000000000003,5,-5.064289312971709e-07,-9.553939825438466e-08
20.0,30.1,5,-4.0409888470996814e-07,-8.420748650679643e-08
20.0,30.5,5,-3.222028247609799e-07,-7.423276068052999e-08
20.0,30.900000000000002,5,-2.5623887632568133e-07,-6.545084009070842e-08
20.0,31.3,5,-2.0334243285248326e-07,-5.771751465884721e-08
20.0,31.700000000000003,5,-1.6048266092850262e-07,-5.090623207786621e-08
20.0,32.1,5,-1.248187158880093e-07,-4.49059035846456e-08
20.0,32.5,5,-9.767396869003805e-08,-3.9618987110873395e-08
20.0,32.9,5,-7.591726759491439e-08,-3.495981204390695e-08
20.0,33.300000000000004,5,-5.551938096779224e-08,-3.085311454856879e-08
20.0,33.7,5,-4.546431856204092e-08,-2.7232756480735413e-08
20.0,34.1,5,-2.7479823337507056e-08,-2.404060445429577e-08
20.0,34.5,5,-2.3763556187645493e-08,-2.122554867929329e-08
20.0,34.9,5,-2.9379629721120507e-08,-1.874264383697862e-08
20.0,35.300000000000004,5,3.289669539950554e-08,-1.655235655361788e-08
20.0,35.7,5,1.5957377283676653e-07,-1.4619906026372905e-08
