grid,case,pattern,amplitude,time,local_chi,upstream_a,delta_chi,predicted_delta_chi,total_energy,charge
wide,2,single,0.004,44.9,0.0009501480741139041,-3.8749722825124047e-05,-6.025087846174559e-10,-6.025636007901152e-10,2616.080296430636,2845.2807179974275
wide,3,single,0.008,44.9,0.0009501462672530602,-7.748083106116334e-05,-2.4093696285049787e-09,-2.410254403160461e-09,2616.281073323592,2845.2807179974297
wide,4,single,-0.004,44.9,0.0009501480741139041,3.8749722825124047e-05,-6.025087846174559e-10,-6.025636007901152e-10,2616.080296430636,2845.2807179974275
wide,5,counter,0.004,44.9,0.0009501480488987815,-3.874618322099795e-05,-6.277239072505561e-10,-6.277817442378837e-10,2616.085788867516,2845.2807179974266
wide,6,counter,-0.004,44.9,0.0009501480488987815,3.874618322099795e-05,-6.277239072505561e-10,-6.277817442378837e-10,2616.085788867516,2845.2807179974266
wide,0,single,0,45.0,0.0009622051955323076,0.0,0.0,-0.0,2616.0133707936006,2845.2807179907068
wide,1,single,0.002,45.0,0.0009622050495343049,-1.8559853272665177e-05,-1.4599800274989194e-10,-1.4600017738159347e-10,2616.030102201346,2845.2807179907063
wide,2,single,0.004,45.0,0.0009622046115665776,-3.711726854194114e-05,-5.839657300473269e-10,-5.840007095263739e-10,2616.080296424582,2845.2807179907077
wide,3,single,0.008,45.0,0.0009622028600971341,-7.421498544770863e-05,-2.3354351734840642e-09,-2.3360028381054955e-09,2616.281073317524,2845.2807179907113
wide,4,single,-0.004,45.0,0.0009622046115665776,3.711726854194114e-05,-5.839657300473269e-10,-5.840007095263739e-10,2616.080296424582,2845.2807179907077
wide,5,counter,0.004,45.0,0.0009622045882592951,-3.710828743840244e-05,-6.072730124751652e-10,-6.073112793123435e-10,2616.0857888614582,2845.2807179907068
wide,6,counter,-0.004,45.0,0.0009622045882592951,3.710828743840244e-05,-6.072730124751652e-10,-6.073112793123435e-10,2616.0857888614582,2845.2807179907068
wide,0,single,0,45.1,0.000972622709938059,0.0,0.0,-0.0,2616.013370787552,2845.2807179839856
wide,1,single,0.002,45.1,0.0009726225665746941,-1.7726458779529384e-05,-1.4336336490779894e-10,-1.4336442193304243e-10,2616.030102195296,2845.2807179839856
wide,2,single,0.004,45.1,0.0009726221364973927,-3.5450379582253034e-05,-5.734406662624009e-10,-5.734576877321697e-10,2616.080296418529,2845.280717983987
wide,3,single,0.008,45.1,0.0009726204163885139,-7.088040818569862e-05,-2.2935495450548612e-09,-2.293830750928679e-09,2616.281073311455,2845.280717983992
wide,4,single,-0.004,45.1,0.0009726221364973927,3.5450379582253034e-05,-5.734406662624009e-10,-5.734576877321697e-10,2616.080296418529,2845.280717983987
wide,5,counter,0.004,45.1,0.0009726221156560884,-3.543602705023024e-05,-5.942819706391406e-10,-5.943025086627724e-10,2616.0857888553996,2845.2807179839865
wide,6,counter,-0.004,45.1,0.0009726221156560884,3.543602705023024e-05,-5.942819706391406e-10,-5.943025086627724e-10,2616.0857888553996,2845.2807179839865
wide,0,single,0,45.2,0.0009813834747929425,0.0,0.0,-0.0,2616.013370781503,2845.2807179772653
wide,1,single,0.002,45.2,0.0009813833318996039,-1.6869286119405357e-05,-1.4289333865463716e-10,-1.4289340360947522e-10,2616.030102189246,2845.280717977265
wide,2,single,0.004,45.2,0.000981382903220632,-3.37359514821563e-05,-5.715723105318565e-10,-5.715736144379009e-10,2616.0802964124755,2845.280717977267
wide,3,single,0.008,45.2,0.0009813811885295144,-6.745089021263459e-05,-2.286263428141061e-09,-2.2862944577516036e-09,2616.2810733053884,2845.280717977272
wide,4,single,-0.004,45.2,0.000981382903220632,3.37359514821563e-05,-5.715723105318565e-10,-5.715736144379009e-10,2616.0802964124755,2845.280717977267
wide,5,counter,0.004,45.2,0.0009813828853633866,-3.37151169002935e-05,-5.894295559451257e-10,-5.894346043398515e-10,2616.0857888493415,2845.2807179772662
wide,6,counter,-0.004,45.2,0.0009813828853633866,3.37151169002935e-05,-5.894295559451257e-10,-5.894346043398515e-10,2616.0857888493415,2845.2807179772662
wide,0,single,0,45.300000000000004,0.000988472567133154,0.0,0.0,-0.0,2616.0133707754544,2845.2807179705446
wide,1,single,0.002,45.300000000000004,0.0009884724225161633,-1.598272947228491e-05,-1.446169906917094e-10,-1.4461625263136723e-10,2616.030102183196,2845.280717970544
wide,2,single,0.004,45.300000000000004,0.0009884719886564194,-3.196277242543392e-05,-5.784767346129344e-10,-5.784650105254689e-10,2616.080296406423,2845.2807179705464
wide,3,single,0.008,45.300000000000004,0.0009884702530962583,-6.390400648122347e-05,-2.314036895694621e-09,-2.3138600421018757e-09,2616.281073299322,2845.280717970553
wide,4,single,-0.004,45.300000000000004,0.0009884719886564194,3.196277242543392e-05,-5.784767346129344e-10,-5.784650105254689e-10,2616.080296406423,2845.2807179705464
wide,5,counter,0.004,45.300000000000004,0.000988471974247509,-3.193681181970043e-05,-5.928856450926334e-10,-5.928778725416497e-10,2616.085788843284,2845.280717970545
wide,6,counter,-0.004,45.300000000000004,0.000988471974247509,3.193681181970043e-05,-5.928856450926334e-10,-5.928778725416497e-10,2616.085788843284,2845.280717970545
wide,0,single,0,45.4,0.0009938779114980266,0.0,0.0,-0.0,2616.0133707694054,2845.2807179638244
wide,1,single,0.002,45.4,0.0009938777630711661,-1.5068256861466906e-05,-1.4842686042911002e-10,-1.48425520636157e-10,2616.030102177146,2845.280717963824
wide,2,single,0.004,45.4,0.0009938773177742292,-3.0133778159737355e-05,-5.937237973398929e-10,-5.93702082544628e-10,2616.08029640037,2845.280717963826
wide,3,single,0.008,45.4,0.0009938755363529802,-6.02456260903267e-05,-2.375145046352306e-09,-2.374808330178512e-09,2616.281073293256,2845.2807179638326
wide,4,single,-0.004,45.4,0.0009938773177742292,3.0133778159737355e-05,-5.937237973398929e-10,-5.93702082544628e-10,2616.08029640037,2845.280717963826
wide,5,counter,0.004,45.4,0.000993877307208253,-3.010338739928304e-05,-6.042897736022179e-10,-6.04272192858206e-10,2616.0857888372257,2845.2807179638244
wide,6,counter,-0.004,45.4,0.000993877307208253,3.010338739928304e-05,-6.042897736022179e-10,-6.04272192858206e-10,2616.0857888372257,2845.2807179638244
wide,0,single,0,45.5,0.0009975903004995302,0.0,0.0,-0.0,2616.0133707633568,2845.2807179571037
wide,1,single,0.002,45.5,0.0009975901464134298,-1.4131651091252655e-05,-1.5408610043281257e-10,-1.5408432553583352e-10,2616.0301021710966,2845.2807179571028
wide,2,single,0.004,45.5,0.0009975896841337986,-2.826053396842225e-05,-6.163657316742704e-10,-6.163373021433341e-10,2616.0802963943165,2845.280717957106
wide,3,single,0.008,45.5,0.0009975878347065628,-5.64988770018071e-05,-2.4657929673793655e-09,-2.4653492085733363e-09,2616.281073287191,2845.2807179571123
wide,4,single,-0.004,45.5,0.0009975896841337986,2.826053396842225e-05,-6.163657316742704e-10,-6.163373021433341e-10,2616.0802963943165,2845.280717957106
wide,5,counter,0.004,45.5,0.0009975896777218302,-2.8224504676513016e-05,-6.227777000697432e-10,-6.22753599218614e-10,2616.085788831168,2845.2807179571046
wide,6,counter,-0.004,45.5,0.0009975896777218302,2.8224504676513016e-05,-6.227777000697432e-10,-6.22753599218614e-10,2616.085788831168,2845.2807179571046
wide,0,single,0,45.6,0.0009996034105061193,0.0,0.0,-0.0,2616.013370757308,2845.2807179503825
wide,1,single,0.002,45.6,0.0009996032492655782,-1.3179049296245947e-05,-1.6124054110118469e-10,-1.6123853688639903e-10,2616.030102165047,2845.280717950382
wide,2,single,0.004,45.6,0.0009996027655203462,-2.635531372285833e-05,-6.449857731238851e-10,-6.449541475455961e-10,2616.080296388264,2845.2807179503843
wide,3,single,0.008,45.6,0.0009996008301952225,-5.268830377302683e-05,-2.5803108968068533e-09,-2.5798165901823844e-09,2616.2810732811254,2845.280717950392
wide,4,single,-0.004,45.6,0.0009996027655203462,2.635531372285833e-05,-6.449857731238851e-10,-6.449541475455961e-10,2616.080296388264,2845.2807179503843
wide,5,counter,0.004,45.6,0.000999602763482024,-2.6314532059109572e-05,-6.470240953258821e-10,-6.469969474404581e-10,2616.0857888251107,2845.2807179503834
wide,6,counter,-0.004,45.6,0.000999602763482024,2.6314532059109572e-05,-6.470240953258821e-10,-6.469969474404581e-10,2616.0857888251107,2845.2807179503834
wide,0,single,0,45.7,0.000999913812414373,0.0,0.0,-0.0,2616.0133707512596,2845.2807179436613
wide,1,single,0.002,45.7,0.0009999136429798816,-1.2209991446947045e-05,-1.6943449139376898e-10,-1.6943252612798606e-10,2616.030102158997,2845.280717943662
wide,2,single,0.004,45.7,0.0009999131346531452,-2.4417196825675594e-05,-6.777612277832079e-10,-6.777301045119443e-10,2616.080296382211,2845.2807179436636
wide,3,single,0.008,45.7,0.0009999111010077833,-4.88120608983954e-05,-2.71140658970187e-09,-2.710920418047777e-09,2616.2810732750595,2845.2807179436704
wide,4,single,-0.004,45.7,0.0009999131346531452,2.4417196825675594e-05,-6.777612277832079e-10,-6.777301045119443e-10,2616.080296382211,2845.2807179436636
wide,5,counter,0.004,45.7,0.0009999131371097793,-2.4372806620726348e-05,-6.753045937116925e-10,-6.752780435487703e-10,2616.085788819053,2845.2807179436622
wide,6,counter,-0.004,45.7,0.0009999131371097793,2.4372806620726348e-05,-6.753045937116925e-10,-6.752780435487703e-10,2616.085788819053,2845.2807179436622
wide,0,single,0,45.800000000000004,0.0009985209774902458,0.0,0.0,-0.0,2616.0133707452114,2845.2807179369406
wide,1,single,0.002,45.800000000000004,0.0009985207993534811,-1.1215392124827345e-05,-1.7813676467075268e-10,-1.7813507658795323e-10,2616.030102152947,2845.280717936941
wide,2,single,0.004,45.800000000000004,0.0009985202649230116,-2.2428011850441587e-05,-7.125672341675576e-10,-7.125403063518129e-10,2616.080296376158,2845.280717936943
wide,3,single,0.008,45.800000000000004,0.0009985181269097315,-4.483380080729694e-05,-2.8505805142568785e-09,-2.8501612254072516e-09,2616.281073268994,2845.280717936949
wide,4,single,-0.004,45.800000000000004,0.0009985202649230116,2.2428011850441587e-05,-7.125672341675576e-10,-7.125403063518129e-10,2616.080296376158,2845.280717936943
wide,5,counter,0.004,45.800000000000004,0.0009985202718937527,-2.2378855132277097e-05,-7.055964931258762e-10,-7.055742946179687e-10,2616.0857888129954,2845.280717936942
wide,6,counter,-0.004,45.800000000000004,0.0009985202718937527,2.2378855132277097e-05,-7.055964931258762e-10,-7.055742946179687e-10,2616.0857888129954,2845.280717936942
wide,0,single,0,45.9,0.0009954272782697095,0.0,0.0,-0.0,2616.0133707391624,2845.2807179302204
wide,1,single,0.002,45.9,0.0009954270914988253,-1.019256227507143e-05,-1.867708841318122e-10,-1.8676966962223884e-10,2616.0301021468986,2845.2807179302204
wide,2,single,0.004,45.9,0.0009954265311718264,-2.03823801126909e-05,-7.47097883124076e-10,-7.470786784889553e-10,2616.0802963701053,2845.2807179302213
wide,3,single,0.008,45.9,0.000995424289659141,-4.0742761531330357e-05,-2.9886105684402003e-09,-2.9883147139558214e-09,2616.2810732629277,2845.280717930227
wide,4,single,-0.004,45.9,0.0009954265311718264,2.03823801126909e-05,-7.47097883124076e-10,-7.470786784889553e-10,2616.0802963701053,2845.2807179302213
wide,5,counter,0.004,45.9,0.0009954265425749487,-2.0328869039674593e-05,-7.356947607541076e-10,-7.356804657636981e-10,2616.0857888069377,2845.280717930221
wide,6,counter,-0.004,45.9,0.0009954265425749487,2.0328869039674593e-05,-7.356947607541076e-10,-7.356804657636981e-10,2616.0857888069377,2845.280717930221
wide,0,single,0,46.0,0.0009906379845172027,0.0,0.0,-0.0,2616.0133707331142,2845.280717923499
wide,1,single,0.002,46.0,0.000990637789773417,-9.154131194995605e-06,-1.947437857675871e-10,-1.9474326068775414e-10,2616.0301021408477,2845.280717923499
wide,2,single,0.004,46.0,0.0009906372055359242,-1.8305559534208536e-05,-7.789812785704425e-10,-7.789730427510165e-10,2616.0802963640517,2845.2807179235006
wide,3,single,0.008,46.0,0.0009906348685048338,-3.6589453529675815e-05,-3.116012368921048e-09,-3.115892171004066e-09,2616.281073256861,2845.2807179235047
wide,4,single,-0.004,46.0,0.0009906372055359242,1.8305559534208536e-05,-7.789812785704425e-10,-7.789730427510165e-10,2616.0802963640517,2845.2807179235006
wide,5,counter,0.004,46.0,0.0009906372211923977,-1.82492011887368e-05,-7.633248050569613e-10,-7.633215616786734e-10,2616.0857888008795,2845.2807179234997
wide,6,counter,-0.004,46.0,0.0009906372211923977,1.82492011887368e-05,-7.633248050569613e-10,-7.633215616786734e-10,2616.0857888008795,2845.2807179234997
wide,0,single,0,46.1,0.0009841612542490317,0.0,0.0,-0.0,2616.0133707270647,2845.2807179167785
wide,1,single,0.002,46.1,0.0009841610527707052,-8.10984966114326e-06,-2.0147832642709862e-10,-2.0147868115470875e-10,2616.0301021347987,2845.2807179167785
wide,2,single,0.004,46.1,0.000984160448339898,-1.621705085443575e-05,-8.059091336984348e-10,-8.05914724618835e-10,2616.0802963579986,2845.280717916779
wide,3,single,0.008,46.1,0.000984158030691168,-3.241287176956572e-05,-3.2235578635662204e-09,-3.22365889847534e-09,2616.281073250794,2845.2807179167817
wide,4,single,-0.004,46.1,0.000984160448339898,1.621705085443575e-05,-8.059091336984348e-10,-8.05914724618835e-10,2616.0802963579986,2845.280717916779
wide,5,counter,0.004,46.1,0.0009841604679807223,-1.6156826606920156e-05,-7.86268309358254e-10,-7.8627895534327e-10,2616.085788794822,2845.280717916778
wide,6,counter,-0.004,46.1,0.0009841604679807223,1.6156826606920156e-05,-7.86268309358254e-10,-7.8627895534327e-10,2616.085788794822,2845.280717916778
wide,0,single,0,46.2,0.0009760081198369563,0.0,0.0,-0.0,2616.0133707210166,2845.280717910058
wide,1,single,0.002,46.2,0.0009760079133905613,-7.0520891552945315e-06,-2.0644639502683665e-10,-2.0644773458791786e-10,2616.0301021287487,2845.2807179100582
wide,2,single,0.004,46.2,0.0009760072940677724,-1.4101596241214502e-05,-8.257691839347325e-10,-8.257909383516715e-10,2616.080296351945,2845.280717910058
wide,3,single,0.008,46.2,0.000976004817032188,-2.8182494220361893e-05,-3.3028047682860315e-09,-3.303163753406686e-09,2616.281073244725,2845.2807179100605
wide,4,single,-0.004,46.2,0.0009760072940677724,1.4101596241214502e-05,-8.257691839347325e-10,-8.257909383516715e-10,2616.080296351945,2845.280717910058
wide,5,counter,0.004,46.2,0.0009760073173443721,-1.4037372045498092e-05,-8.024925842115352e-10,-8.02519519470714e-10,2616.0857887887632,2845.280717910058
wide,6,counter,-0.004,46.2,0.0009760073173443721,1.4037372045498092e-05,-8.024925842115352e-10,-8.02519519470714e-10,2616.0857887887632,2845.280717910058
wide,0,single,0,46.300000000000004,0.0009661924692154619,0.0,0.0,-0.0,2616.0133707149676,2845.2807179033366
wide,1,single,0.002,46.300000000000004,0.0009661922600208363,-5.970969393814996e-06,-2.091946255979027e-10,-2.0919705173256472e-10,2616.0301021226987,2845.2807179033375
wide,2,single,0.004,46.300000000000004,0.0009661916324668289,-1.193943439977793e-05,-8.367486329470195e-10,-8.367882069302589e-10,2616.080296345892,2845.2807179033375
wide,3,single,0.008,46.300000000000004,0.0009661891227057994,-2.385879247308525e-05,-3.346509662481914e-09,-3.3471528277210355e-09,2616.2810732386556,2845.2807179033366
wide,4,single,-0.004,46.300000000000004,0.0009661916324668289,1.193943439977793e-05,-8.367486329470195e-10,-8.367882069302589e-10,2616.080296345892,2845.2807179033375
wide,5,counter,0.004,46.300000000000004,0.0009661916589627137,-1.1873035732633416e-05,-8.102527481422539e-10,-8.102975994153497e-10,2616.0857887827046,2845.2807179033366
wide,6,counter,-0.004,46.300000000000004,0.0009661916589627137,1.1873035732633416e-05,-8.102527481422539e-10,-8.102975994153497e-10,2616.0857887827046,2845.2807179033366
wide,0,single,0,46.4,0.0009547310222249128,0.0,0.0,-0.0,2616.0133707089194,2845.2807178966164
wide,1,single,0.002,46.4,0.0009547308128579678,-4.87236315560406e-06,-2.0936694500491015e-10,-2.0937058109909442e-10,2616.030102116649,2845.2807178966164
wide,2,single,0.004,46.4,0.0009547301848008635,-9.74231005803494e-06,-8.374240492671145e-10,-8.374823243963777e-10,2616.0802963398373,2845.280717896616
wide,3,single,0.008,46.4,0.0009547276732373607,-1.946524934353742e-05,-3.3489875521201806e-09,-3.3499292975855107e-09,2616.2810732325856,2845.2807178966145
wide,4,single,-0.004,46.4,0.0009547301848008635,9.74231005803494e-06,-8.374240492671145e-10,-8.374823243963777e-10,2616.0802963398373,2845.280717896616
wide,5,counter,0.004,46.4,0.0009547302140468321,-9.673033830616682e-06,-8.081780806645095e-10,-8.082416897808904e-10,2616.085788776646,2845.280717896616
wide,6,counter,-0.004,46.4,0.0009547302140468321,9.673033830616682e-06,-8.081780806645095e-10,-8.082416897808904e-10,2616.085788776646,2845.280717896616
wide,0,single,0,46.5,0.0009416433021309385,0.0,0.0,-0.0,2616.013370702871,2845.2807178898956
wide,1,single,0.002,46.5,0.0009416430954061487,-3.770972062569934e-06,-2.06724789738634e-10,-2.0672963832045952e-10,2616.030102110599,2845.2807178898956
wide,2,single,0.004,46.5,0.0009416424752894419,-7.539625493611772e-06,-8.268414965293541e-10,-8.269185532818381e-10,2616.0802963337833,2845.280717889895
wide,3,single,0.008,46.5,0.0009416399956984731,-1.5060661656507415e-05,-3.306432465387081e-09,-3.3076742131273523e-09,2616.2810732265148,2845.2807178898934
wide,4,single,-0.004,46.5,0.0009416424752894419,7.539625493611772e-06,-8.268414965293541e-10,-8.269185532818381e-10,2616.0802963337833,2845.280717889895
wide,5,counter,0.004,46.5,0.0009416425067792724,-7.4666645077484766e-06,-7.95351666037919e-10,-7.954341699275547e-10,2616.0857887705865,2845.280717889894
wide,6,counter,-0.004,46.5,0.0009416425067792724,7.4666645077484766e-06,-7.95351666037919e-10,-7.954341699275547e-10,2616.0857887705865,2845.280717889894
wide,0,single,0,46.6,0.0009269516023683197,0.0,0.0,-0.0,2616.013370696822,2845.2807178831754
wide,1,single,0.002,46.6,0.000926951401211914,-2.6706319541729556e-06,-2.011564056601453e-10,-2.011623383965284e-10,2616.030102104548,2845.280717883175
wide,2,single,0.004,46.6,0.0009269507978140472,-5.339051479033143e-06,-8.045542724882324e-10,-8.046493535861137e-10,2616.080296327729,2845.2807178831736
wide,3,single,0.008,46.6,0.0009269483853007177,-1.0660363706890392e-05,-3.2170676020045266e-09,-3.2185974143444546e-09,2616.281073220443,2845.2807178831713
wide,4,single,-0.004,46.6,0.0009269507978140472,5.339051479033143e-06,-8.045542724882324e-10,-8.046493535861137e-10,2616.080296327729,2845.2807178831736
wide,5,counter,0.004,46.6,0.0009269508310189812,-5.264393381991063e-06,-7.713493384601741e-10,-7.71450002509967e-10,2616.0857887645275,2845.2807178831727
wide,6,counter,-0.004,46.6,0.0009269508310189812,5.264393381991063e-06,-7.713493384601741e-10,-7.71450002509967e-10,2616.0857887645275,2845.2807178831727
wide,0,single,0,46.7,0.0009106809485661335,0.0,0.0,-0.0,2616.0133706907736,2845.2807178764538
wide,1,single,0.002,46.7,0.000910680755888402,-1.561022223239067e-06,-1.9267773151716155e-10,-1.9268465746405416e-10,2616.030102098498,2845.2807178764538
wide,2,single,0.004,46.7,0.000910680177939034,-3.1199459952078996e-06,-7.706270994597975e-10,-7.707386298562166e-10,2616.0802963216743,2845.280717876453
wide,3,single,0.008,46.7,0.0009106778674045108,-6.223065019715849e-06,-3.08116162271721e-09,-3.0829545194248666e-09,2616.281073214371,2845.28071787645
wide,4,single,-0.004,46.7,0.000910680177939034,3.1199459952078996e-06,-7.706270994597975e-10,-7.707386298562166e-10,2616.0802963216743,2845.280717876453
wide,5,counter,0.004,46.7,0.0009106802123249767,-3.0434984911016845e-06,-7.362411567988364e-10,-7.363583522197141e-10,2616.0857887584675,2845.2807178764524
wide,6,counter,-0.004,46.7,0.0009106802123249767,3.0434984911016845e-06,-7.362411567988364e-10,-7.363583522197141e-10,2616.0857887584675,2845.2807178764524
wide,0,single,0,46.800000000000004,0.0008928590559191103,0.0,0.0,-0.0,2616.013370684724,2845.2807178697335
wide,1,single,0.002,46.800000000000004,0.0008928588744882144,-4.375863807028654e-07,-1.8143089591457495e-10,-1.8143874379185333e-10,2616.0301020924485,2845.280717869733
wide,2,single,0.004,46.800000000000004,0.0008928583302898007,-8.731951776708048e-07,-7.25629309677317e-10,-7.257549751674133e-10,2616.080296315619,2845.2807178697326
wide,3,single,0.008,46.800000000000004,0.0008928561549176933,-1.7305307751902236e-06,-2.9010014170613788e-09,-2.9030199006696533e-09,2616.2810732082985,2845.2807178697285
wide,4,single,-0.004,46.800000000000004,0.0008928583302898007,8.731951776708048e-07,-7.25629309677317e-10,-7.257549751674133e-10,2616.080296315619,2845.2807178697326
wide,5,counter,0.004,46.800000000000004,0.0008928583653327732,-7.934477759494981e-07,-6.90586337138803e-10,-6.907177280140023e-10,2616.0857887524085,2845.2807178697312
wide,6,counter,-0.004,46.800000000000004,0.0008928583653327732,7.934477759494981e-07,-6.90586337138803e-10,-6.907177280140023e-10,2616.0857887524085,2845.2807178697312
wide,0,single,0,46.9,0.0008735162819776229,0.0,0.0,-0.0,2616.013370678676,2845.280717863013
wide,1,single,0.002,46.9,0.0008735161143038252,6.867316587845881e-07,-1.6767379769789398e-10,-1.6768236327305272e-10,2616.030102086398,2845.2807178630114
wide,2,single,0.004,46.9,0.0008735156113849225,1.3753141335603495e-06,-6.705927004012693e-10,-6.707294530922109e-10,2616.0802963095643,2845.2807178630114
wide,3,single,0.008,46.9,0.0008735136012548215,2.7654732605498273e-06,-2.6807228014008935e-09,-2.6829178123688435e-09,2616.281073202225,2845.280717863007
wide,4,single,-0.004,46.9,0.0008735156113849225,-1.3753141335603495e-06,-6.705927004012693e-10,-6.707294530922109e-10,2616.0802963095643,2845.2807178630114
wide,5,counter,0.004,46.9,0.0008735156465824893,1.456568911767667e-06,-6.353951335349647e-10,-6.355376875765575e-10,2616.085788746349,2845.2807178630105
wide,6,counter,-0.004,46.9,0.0008735156465824893,-1.456568911767667e-06,-6.353951335349647e-10,-6.355376875765575e-10,2616.085788746349,2845.2807178630105
wide,0,single,0,47.0,0.000852685574936515,0.0,0.0,-0.0,2616.013370672627,2845.280717856292
wide,1,single,0.002,47.0,0.0008526854231767812,1.8000728352369083e-06,-1.5175973379442237e-10,-1.5176872980057235e-10,2616.030102080347,2845.280717856292
wide,2,single,0.004,47.0,0.0008526849680056957,3.601864727927785e-06,-6.069308192959907e-10,-6.070749192022894e-10,2616.08029630351,2845.2807178562907
wide,3,single,0.008,47.0,0.0008526831489493326,7.21751993984302e-06,-2.4259871824090784e-09,-2.4282996768091576e-09,2616.281073196152,2845.2807178562866
wide,4,single,-0.004,47.0,0.0008526849680056957,-3.601864727927785e-06,-6.069308192959907e-10,-6.070749192022894e-10,2616.08029630351,2845.2807178562907
wide,5,counter,0.004,47.0,0.0008526850028903014,3.68382500048363e-06,-5.720462135667265e-10,-5.7219619690478e-10,2616.085788740289,2845.28071785629
wide,6,counter,-0.004,47.0,0.0008526850028903014,-3.68382500048363e-06,-5.720462135667265e-10,-5.7219619690478e-10,2616.085788740289,2845.28071785629
wide,0,single,0,47.1,0.0008304024175110957,0.0,0.0,-0.0,2616.013370666579,2845.280717849572
wide,1,single,0.002,47.1,0.000830402283394682,2.9074464439253428e-06,-1.3411641372126915e-10,-1.3412558348928632e-10,2616.0301020742977,2845.2807178495705
wide,2,single,0.004,47.1,0.0008304018811559894,5.816476006050496e-06,-5.363551063789634e-10,-5.365023339571453e-10,2616.080296297455,2845.28071784957
wide,3,single,0.008,47.1,0.0008304002738644862,1.1645654543148356e-05,-2.1436466095042447e-09,-2.146009335828581e-09,2616.2810731900795,2845.2807178495664
wide,4,single,-0.004,47.1,0.0008304018811559894,-5.816476006050496e-06,-5.363551063789634e-10,-5.365023339571453e-10,2616.080296297455,2845.28071784957
wide,5,counter,0.004,47.1,0.0008304019153054404,5.9011344270501915e-06,-5.022056553168758e-10,-5.02358842478434e-10,2616.08578873423,2845.28071784957
wide,6,counter,-0.004,47.1,0.0008304019153054404,-5.9011344270501915e-06,-5.022056553168758e-10,-5.02358842478434e-10,2616.08578873423,2845.28071784957
wide,0,single,0,47.2,0.000806704766496045,0.0,0.0,-0.0,2616.01337066053,2845.28071784285
wide,1,single,0.002,47.2,0.0008067046512731156,4.01563396233229e-06,-1.1522292939648154e-10,-1.1523201252719341e-10,2616.0301020682473,2845.2807178428507
wide,2,single,0.004,47.2,0.0008067043057138003,8.032711784447674e-06,-4.6078224471678836e-10,-4.6092805010877366e-10,2616.080296291401,2845.2807178428498
wide,3,single,0.008,47.2,0.0008067029251232334,1.607701159554243e-05,-1.8413728116069283e-09,-1.8437122004350946e-09,2616.281073184006,2845.2807178428466
wide,4,single,-0.004,47.2,0.0008067043057138003,-8.032711784447674e-06,-4.6078224471678836e-10,-4.6092805010877366e-10,2616.080296291401,2845.2807178428498
wide,5,counter,0.004,47.2,0.0008067043387555287,8.118954391508092e-06,-4.2774051629227566e-10,-4.2789234120046405e-10,2616.0857887281704,2845.2807178428493
wide,6,counter,-0.004,47.2,0.0008067043387555287,-8.118954391508092e-06,-4.2774051629227566e-10,-4.2789234120046405e-10,2616.0857887281704,2845.2807178428493
wide,0,single,0,47.300000000000004,0.00078163298810999,0.0,0.0,-0.0,2616.013370654481,2845.2807178361304
wide,1,single,0.002,47.300000000000004,0.0007816328925298616,5.118372394662005e-06,-9.55801283388999e-11,-9.558884568790485e-11,2616.0301020621973,2845.2807178361295
wide,2,single,0.004,47.300000000000004,0.0007816326058941298,1.0238046975860026e-05,-3.8221586019879933e-10,-3.823553827516194e-10,2616.080296285346,2845.2807178361286
wide,3,single,0.008,47.300000000000004,0.000781631460926766,2.0486548155893425e-05,-1.527183223957139e-09,-1.5294215310064777e-09,2616.281073177933,2845.2807178361263
wide,4,single,-0.004,47.300000000000004,0.0007816326058941298,-1.0238046975860026e-05,-3.8221586019879933e-10,-3.823553827516194e-10,2616.080296285346,2845.2807178361286
wide,5,counter,0.004,47.300000000000004,0.0007816326375111578,1.0324110371115013e-05,-3.5059883219269034e-10,-3.5074443217414685e-10,2616.0857887221114,2845.280717836128
wide,6,counter,-0.004,47.300000000000004,0.0007816326375111578,-1.0324110371115013e-05,-3.5059883219269034e-10,-3.5074443217414685e-10,2616.0857887221114,2845.280717836128
wide,0,single,0,47.4,0.000755229789235837,0.0,0.0,-0.0,2616.013370648433,2845.2807178294092
wide,1,single,0.002,47.4,0.0007552297135532741,6.205712852368195e-06,-7.568256286429043e-11,-7.569061597323421e-11,2616.0301020561474,2845.2807178294083
wide,2,single,0.004,47.4,0.0007552294866015761,1.2412584616284283e-05,-3.026342608588792e-10,-3.0276246389293685e-10,2616.0802962792914,2845.2807178294083
wide,3,single,0.008,47.4,0.0007552285802433029,2.4834476798762872e-05,-1.2089925341234042e-09,-1.2110498555717474e-09,2616.2810731718614,2845.280717829407
wide,4,single,-0.004,47.4,0.0007552294866015761,-1.2412584616284283e-05,-3.026342608588792e-10,-3.0276246389293685e-10,2616.0802962792914,2845.2807178294083
wide,5,counter,0.004,47.4,0.0007552295165362772,1.2500453852263787e-05,-2.7269955976509663e-10,-2.7283390851632333e-10,2616.0857887160514,2845.2807178294083
wide,6,counter,-0.004,47.4,0.0007552295165362772,-1.2500453852263787e-05,-2.7269955976509663e-10,-2.7283390851632333e-10,2616.0857887160514,2845.2807178294083
wide,0,single,0,47.5,0.0007275401446740912,0.0,0.0,-0.0,2616.013370642384,2845.280717822688
wide,1,single,0.002,47.5,0.000727540088678177,7.2744723694997965e-06,-5.5995914177188466e-11,-5.600292959902826e-11,2616.0301020500965,2845.280717822688
