triad,order,radius,direction,group_x,group_y,group_z,cone_x,cone_y,cone_z
orthogonal,forward,0.04000000000000001,25,0.5682539867206404,0.5682539867178649,0.5682539867213343,0.5773502691896257,0.5773502691896257,0.5773502691896257
orthogonal,forward,0.08000000000000002,0,-0.5943236986952205,-0.594323698692445,-0.5943236986938327,-0.5773502691896257,-0.5773502691896257,-0.5773502691896257
orthogonal,forward,0.07999999999999999,1,-0.7065405668998935,-0.706540566897118,-0.04001065718600705,-0.7071067811865476,-0.7071067811865476,0.0
orthogonal,forward,0.08000000000000002,2,-0.55873446955651,-0.5587344695592855,0.55873446955651,-0.5773502691896257,-0.5773502691896257,0.5773502691896257
orthogonal,forward,0.07999999999999999,3,-0.7065405668985058,-0.04001065719294594,-0.7065405668957302,-0.7071067811865476,0.0,-0.7071067811865476
orthogonal,forward,0.08,4,-1.000000000001,0.0,0.0,-1.0,0.0,0.0
orthogonal,forward,0.07999999999999999,5,-0.7065405668957302,0.04001065719294594,0.7065405668985058,-0.7071067811865476,0.0,0.7071067811865476
orthogonal,forward,0.08000000000000002,6,-0.55873446955651,0.5587344695620611,-0.5587344695578977,-0.5773502691896257,0.5773502691896257,-0.5773502691896257
orthogonal,forward,0.07999999999999999,7,-0.7065405668985058,0.706540566897118,0.04001065718739483,-0.7071067811865476,0.7071067811865476,0.0
orthogonal,forward,0.08000000000000002,8,-0.5943236986938327,0.594323698692445,0.594323698692445,-0.5773502691896257,0.5773502691896257,0.5773502691896257
orthogonal,forward,0.07999999999999999,9,-0.04001065718461927,-0.7065405668985058,-0.7065405668998935,0.0,-0.7071067811865476,-0.7071067811865476
orthogonal,forward,0.08,10,0.0,-1.000000000001,0.0,0.0,-1.0,0.0
orthogonal,forward,0.07999999999999999,11,0.04001065718461927,-0.706540566897118,0.7065405668985058,0.0,-0.7071067811865476,0.7071067811865476
orthogonal,forward,0.08,12,0.0,0.0,-1.000000000001,0.0,0.0,-1.0
orthogonal,forward,0.08,13,0.0,0.0,1.000000000001,0.0,0.0,1.0
orthogonal,forward,0.07999999999999999,14,0.04001065718461927,0.7065405668985058,-0.7065405668998935,0.0,0.7071067811865476,-0.7071067811865476
orthogonal,forward,0.08,15,0.0,1.000000000001,0.0,0.0,1.0,0.0
orthogonal,forward,0.07999999999999999,16,-0.04001065718461927,0.706540566897118,0.7065405668985058,0.0,0.7071067811865476,0.7071067811865476
orthogonal,forward,0.08000000000000002,17,0.55873446955651,-0.5587344695620611,-0.5587344695578977,0.5773502691896257,-0.5773502691896257,-0.5773502691896257
orthogonal,forward,0.07999999999999999,18,0.7065405668985058,-0.706540566897118,0.04001065718739483,0.7071067811865476,-0.7071067811865476,0.0
orthogonal,forward,0.08000000000000002,19,0.5943236986938327,-0.594323698692445,0.594323698692445,0.5773502691896257,-0.5773502691896257,0.5773502691896257
orthogonal,forward,0.07999999999999999,20,0.7065405668985058,0.04001065719294594,-0.7065405668957302,0.7071067811865476,0.0,-0.7071067811865476
orthogonal,forward,0.08,21,1.000000000001,0.0,0.0,1.0,0.0,0.0
orthogonal,forward,0.07999999999999999,22,0.7065405668957302,-0.04001065719294594,0.7065405668985058,0.7071067811865476,0.0,0.7071067811865476
orthogonal,forward,0.08000000000000002,23,0.5943236986952205,0.594323698692445,-0.5943236986938327,0.5773502691896257,0.5773502691896257,-0.5773502691896257
orthogonal,forward,0.07999999999999999,24,0.7065405668998935,0.706540566897118,-0.04001065718600705,0.7071067811865476,0.7071067811865476,0.0
orthogonal,forward,0.08000000000000002,25,0.55873446955651,0.5587344695592855,0.55873446955651,0.5773502691896257,0.5773502691896257,0.5773502691896257
orthogonal,forward,0.16000000000000003,0,-0.6097545963951179,-0.6097545963895667,-0.6097545963951179,-0.5773502691896257,-0.5773502691896257,-0.5773502691896257
orthogonal,forward,0.15999999999999998,1,-0.7048355791738902,-0.7048355791794413,-0.08008503087908458,-0.7071067811865476,-0.7071067811865476,0.0
