sample,direction,field,branch,omega,null_polynomial,z
1,7,1,0,-0.9284860148922167,-2.1337098754514727e-16,1.1001848987915417
1,7,1,1,0.8377115596411789,-2.220446049250313e-16,1.1001848987915417
1,7,2,0,-0.9284860148922167,-2.1337098754514727e-16,1.1001848987915417
1,7,2,1,0.8377115596411789,-2.220446049250313e-16,1.1001848987915417
1,7,3,0,-0.9284860148922167,-2.1337098754514727e-16,1.1001848987915417
1,7,3,1,0.8377115596411789,-2.220446049250313e-16,1.1001848987915417
1,7,4,0,-0.9284860148922167,-2.1337098754514727e-16,1.1001848987915417
1,7,4,1,0.8377115596411789,-2.220446049250313e-16,1.1001848987915417
1,7,5,0,-0.9284860148922167,-2.1337098754514727e-16,1.1001848987915417
1,7,5,1,0.8377115596411789,-2.220446049250313e-16,1.1001848987915417
1,8,0,0,-0.9746330533701254,-1.1770839325216536e-17,1.1001848987915417
1,8,0,1,0.8963663959899612,-2.1403911766331253e-19,1.1001848987915417
1,8,1,0,-0.9746330533701254,-1.1770839325216536e-17,1.1001848987915417
1,8,1,1,0.8963663959899612,-2.1403911766331253e-19,1.1001848987915417
1,8,2,0,-0.9746330533701254,-1.1770839325216536e-17,1.1001848987915417
1,8,2,1,0.8963663959899612,-2.1403911766331253e-19,1.1001848987915417
1,8,3,0,-0.9746330533701254,-1.1770839325216536e-17,1.1001848987915417
1,8,3,1,0.8963663959899612,-2.1403911766331253e-19,1.1001848987915417
1,8,4,0,-0.9746330533701254,-1.1770839325216536e-17,1.1001848987915417
1,8,4,1,0.8963663959899612,-2.1403911766331253e-19,1.1001848987915417
1,8,5,0,-0.9746330533701254,-1.1770839325216536e-17,1.1001848987915417
1,8,5,1,0.8963663959899612,-2.1403911766331253e-19,1.1001848987915417
1,9,0,0,-0.7366628040155584,-3.1994269988692374e-17,1.1001848987915417
1,9,0,1,1.066204740213966,-1.4932566929276235e-16,1.1001848987915417
1,9,1,0,-0.7366628040155584,-3.1994269988692374e-17,1.1001848987915417
1,9,1,1,1.066204740213966,-1.4932566929276235e-16,1.1001848987915417
1,9,2,0,-0.7366628040155584,-3.1994269988692374e-17,1.1001848987915417
1,9,2,1,1.066204740213966,-1.4932566929276235e-16,1.1001848987915417
1,9,3,0,-0.7366628040155584,-3.1994269988692374e-17,1.1001848987915417
1,9,3,1,1.066204740213966,-1.4932566929276235e-16,1.1001848987915417
1,9,4,0,-0.7366628040155584,-3.1994269988692374e-17,1.1001848987915417
1,9,4,1,1.066204740213966,-1.4932566929276235e-16,1.1001848987915417
1,9,5,0,-0.7366628040155584,-3.1994269988692374e-17,1.1001848987915417
1,9,5,1,1.066204740213966,-1.4932566929276235e-16,1.1001848987915417
1,10,0,0,-1.13797578634323,-1.8652732231641199e-16,1.1001848987915417
1,10,0,1,0.7704059761549538,-2.413561781387354e-16,1.1001848987915417
1,10,1,0,-1.13797578634323,-1.8652732231641199e-16,1.1001848987915417
1,10,1,1,0.7704059761549538,-2.413561781387354e-16,1.1001848987915417
1,10,2,0,-1.13797578634323,-1.8652732231641199e-16,1.1001848987915417
1,10,2,1,0.7704059761549538,-2.413561781387354e-16,1.1001848987915417
1,10,3,0,-1.13797578634323,-1.8652732231641199e-16,1.1001848987915417
