case,time,source_a,inverse_a
finest-broad,42.9,0.000916268170229574,0.0009160253920047964
finest-broad,42.925000000000004,0.000913009305084835,0.0009132515946415837
finest-broad,42.95,0.0009096443303798501,0.0009094039658407756
finest-broad,42.975,0.0009061757177548718,0.0009064132059658195
finest-broad,43.0,0.0009026067065172965,0.0009023725723307393
finest-broad,43.025,0.0008989399507699453,0.0008991706635427882
finest-broad,43.050000000000004,0.0008951783438422296,0.0008949508190382399
finest-broad,43.075,0.0008913248148978734,0.0008915495404424718
finest-broad,43.1,0.0008873818896433018,0.0008871595871198334
finest-broad,43.125,0.0008833527066364334,0.000883572776536315
finest-broad,43.15,0.0008792395527235094,0.0008790218719121621
finest-broad,43.175000000000004,0.0008750455988521437,0.0008752602562124494
finest-broad,43.2,0.0008707730729724336,0.0008705626365636951
finest-broad,43.225,0.0008664250211234075,0.0008666294487779326
finest-broad,43.25,0.0008620037077225397,0.000861807628605337
finest-broad,43.275,0.0008575120286452452,0.0008576969727396803
finest-broad,43.300000000000004,0.0008529522300632501,0.0008527814869512696
finest-broad,43.325,0.0008483271692816217,0.000848480583614846
finest-broad,43.35,0.0008436389264516713,0.0008435057798721156
finest-broad,43.375,0.000838890461720737,0.0008390008519622528
finest-broad,43.4,0.0008340835828930527,0.0008339977396733307
finest-broad,43.425000000000004,0.0008292213906136188,0.0008292818017159178
finest-broad,43.45,0.0008243054596463707,0.0008242703163385943
finest-broad,43.475,0.0008193389125909956,0.0008193500619752093
finest-broad,43.5,0.0008143232652335516,0.0008143337633427537
finest-broad,43.525,0.0008092614597030787,0.0008092325939575031
finest-broad,43.550000000000004,0.0008041551427091978,0.0008041983995645621
finest-broad,43.575,0.0007990069302398072,0.0007989536355248199
finest-broad,43.6,0.0007938186729361052,0.0007938776547426896
finest-broad,43.625,0.000788592668355149,0.0007885319411133453
finest-broad,43.65,0.0007833308871422789,0.0007833902240556033
finest-broad,43.675000000000004,0.0007780354444920229,0.0007779794806280911
finest-broad,43.7,0.0007727082747310791,0.000772760295137879
finest-broad,43.725,0.0007673514493983176,0.0007673023922922411
finest-broad,43.75,0.0007619667773510576,0.0007620153949976694
finest-broad,43.775,0.0007565563047365464,0.0007565042230734218
finest-broad,43.800000000000004,0.000751121772516385,0.0007511822825597639
finest-broad,43.825,0.0007456650808433038,0.0007455905728128756
finest-broad,43.85,0.00074018806007042,0.0007402821812264759
finest-broad,43.875,0.0007346923072591906,0.0007345735300212883
finest-broad,43.9,0.0007291798635938744,0.0007293271474528799
finest-broad,43.925000000000004,0.0007236519685020781,0.000723474081997475
finest-broad,43.95,0.0007181108476025387,0.0007183192342087889
finest-broad,43.975,0.000712557490776264,0.0007123211779278112
finest-broad,44.0,0.0007069941392364218,0.0007072532724054984
finest-broad,44.025,0.0007014217338962873,0.0007011472441051294
finest-broad,44.050000000000004,0.0006958423400861554,0.0006961227759406266
finest-broad,44.075,0.0006902569993325001,0.0006899813490454975
finest-broad,44.1,0.0006846675227164584,0.000684927130581516
finest-broad,44.125,0.0006790750527430326,0.0006788423685152855
finest-broad,44.15,0.0006734812201787951,0.000673677400624879
finest-broad,44.175000000000004,0.0006678871477231294,0.0006677348888430444
finest-broad,44.2,0.0006622944233683706,0.00066239821380561
finest-broad,44.225,0.0006567040371540198,0.0006566499147006409
finest-broad,44.25,0.0006511175953839685,0.0006511243806060123
finest-broad,44.275,0.0006455359694831691,0.0006455708065984513
finest-broad,44.300000000000004,0.0006399606981394045,0.0006398928582614018
finest-broad,44.325,0.0006343926807429494,0.0006344827823792534
finest-broad,44.35,0.0006288332164295091,0.0006287326915090034
finest-broad,44.375,0.0006232833974303154,0.0006233825824060398
finest-broad,44.4,0.0006177441673063457,0.0006176568021079752
finest-broad,44.425000000000004,0.0006122168566308267,0.0006122843251397711
finest-broad,44.45,0.0006067020953556625,0.0006066592890433104
finest-broad,44.475,0.0006012013354134367,0.0006012186154747539
finest-broad,44.5,0.0005957150672113232,0.0005957200843327399
finest-broad,44.525,0.0005902446737390717,0.0005902244329443323
finest-broad,44.550000000000004,0.0005847906796648998,0.000584815912157723
finest-broad,44.575,0.0005793542810210524,0.000579336374760823
finest-broad,44.6,0.000573936084359969,0.000573933623699076
finest-broad,44.625,0.0005685371306957228,0.0005685722013549627
finest-broad,44.65,0.0005631580179147852,0.0005630804106623479
finest-broad,44.675000000000004,0.0005577997580369818,0.000557926162489596
finest-broad,44.7,0.0005524628216776943,0.0005522860465138991
finest-broad,44.725,0.0005471482738243844,0.0005473717450805663
finest-broad,44.75,0.0005418564444283997,0.0005415952127683058
finest-broad,44.775,0.000536588392721992,0.0005368737548041877
finest-broad,44.800000000000004,0.0005313444365061202,0.0005310521534238357
finest-broad,44.825,0.0005261254623824801,0.0005264054452639713
finest-broad,44.85,0.000520931951631544,0.0005206836330598544
finest-broad,44.875,0.0005157644784835281,0.0005159636018003761
finest-broad,44.9,0.000510623765982573,0.0005104876688576316
finest-broad,44.925000000000004,0.0005055100833176014,0.0005055745656992908
finest-broad,44.95,0.0005004243090205703,0.0005004337585044379
finest-broad,44.975,0.0004953665601751307,0.0004952875097749168
finest-broad,45.0,0.0004903376898460529,0.0004904757082204961
finest-broad,45.025,0.00048533783956554704,0.0004851567299218681
finest-broad,45.050000000000004,0.00048036770686864455,0.00048057246331293784
finest-broad,45.075,0.00047542752278479733,0.00047522000950253444
finest-broad,45.1,0.0004705178432617825,0.0004707081144260598
finest-broad,45.125,0.0004656389127663372,0.00046548270895690466
finest-broad,45.15,0.0004607912633632838,0.0004609017038943396
finest-broad,45.175000000000004,0.00045597503542310993,0.0004559155420946934
finest-broad,45.2,0.0004511908243896831,0.0004512013213365044
finest-broad,45.225,0.00044643864308517144,0.0004464682964291389
finest-broad,45.25,0.0004417191036821146,0.0004416639388415289
finest-broad,45.275,0.0004370322077688382,0.0004370943125181293
finest-broad,45.300000000000004,0.000432378427594703,0.0004323294742626727
finest-broad,45.325,0.000427757921144776,0.0004277747960303917
finest-broad,45.35,0.0004231708861958781,0.00042320122571724806
finest-broad,45.375,0.00041861771198137146,0.0004185310474884373
finest-broad,45.4,0.00041409833061447005,0.00041424286336830187
finest-broad,45.425000000000004,0.0004096132757022831,0.00040941752319172153
finest-broad,45.45,0.000405162365621992,0.0004053949079624972
finest-broad,45.475,0.0004007460993718808,0.00040049754338295537
finest-broad,45.5,0.0003963643541894479,0.00039660411920432995
finest-broad,45.525,0.000392017469243555,0.0003918123901151042
finest-broad,45.550000000000004,0.0003877054396819462,0.00038785205261440225
finest-broad,45.575,0.0003834284638297755,0.0003833589143337716
finest-broad,45.6,0.0003791865748637868,0.00037916817667678294
finest-broad,45.625,0.00037497994856086907,0.00037508782250280807
finest-broad,45.65,0.00037080854034616796,0.00037061952921192936
finest-broad,45.675000000000004,0.0003666725863446269,0.0003669252584494156
finest-broad,45.7,0.00036257194463715225,0.0003622803097521761
finest-broad,45.725,0.00035850686338030044,0.00035880843132516776
finest-broad,45.75,0.0003544772149150845,0.0003541955593202303
finest-broad,45.775,0.000350483114935542,0.00035071789276020497
finest-broad,45.800000000000004,0.0003465245961175394,0.00034635739128441605
finest-broad,45.825,0.00034260153546922153,0.0003426893661984798
finest-broad,45.85,0.00033871416803139186,0.0003387071333378495
finest-broad,45.875,0.00033486217190325444,0.00033479748441345744
finest-broad,45.9,0.00033104587281266445,0.0003311640143600986
finest-broad,45.925000000000004,0.0003272649143872561,0.0003271182056869738
finest-broad,45.95,0.00032351953534591325,0.0003236668297135318
finest-broad,45.975,0.00031980950114920964,0.0003196886921007508
finest-broad,46.0,0.00031613486505544436,0.0003162069642642004
finest-broad,46.025,0.0003124955405583653,0.00031248622011318484
finest-broad,46.050000000000004,0.00030889144511027345,0.0003088342690735376
finest-broad,46.075,0.0003053225369209629,0.0003054388375066805
finest-broad,46.1,0.0003017887266502084,0.0003016308980571558
finest-broad,46.125,0.00029828990284204286,0.0002984638273863255
finest-broad,46.15,0.0002948260404333643,0.00029466567641649145
finest-broad,46.175000000000004,0.00029139695343486884,0.0002915142200169634
finest-broad,46.2,0.0002880026215831907,0.0002879534047638396
finest-broad,46.225,0.0002846428949248012,0.00028460763026128786
finest-broad,46.25,0.0002813176300745218,0.0002814424743986921
finest-broad,46.275,0.00027802682527933045,0.0002778198774804091
finest-broad,46.300000000000004,0.00027477015347889623,0.00027503971787144613
finest-broad,46.325,0.0002715477526744062,0.00027124472760636824
finest-broad,46.35,0.00026835919532878334,0.0002686606851826661
finest-broad,46.375,0.00026520462017682575,0.0002649407057046924
finest-broad,46.4,0.00026208366622905877,0.0002622780021669265
finest-broad,46.425000000000004,0.00025899631847853255,0.00025889490521766
finest-broad,46.45,0.00025594239198688213,0.00025593966164354134
finest-broad,46.475,0.00025292167991763665,0.000253025890507124
finest-broad,46.5,0.0002499341364035196,0.0002497447468609868
finest-broad,46.525,0.00024697946480631224,0.0002472263569262495
finest-broad,46.550000000000004,0.00024405762193227765,0.0002437882962256743
finest-broad,46.575,0.00024116835831858682,0.00024142279103009522
finest-broad,46.6,0.00023831153312714074,0.00023810604835447169
finest-broad,46.625,0.00023548698571827654,0.00023561782430333252
finest-broad,46.65,0.00023269450461529224,0.0002326518034281185
finest-broad,46.675000000000004,0.00022993393542918814,0.00022988921250006265
finest-broad,46.7,0.00022720511009304893,0.00022732253878463612
finest-broad,46.725,0.00022450777160347497,0.0002243439568926865
finest-broad,46.75,0.0002218418675957903,0.0002220184151720172
finest-broad,46.775,0.00021920702808798215,0.00021905324558931937
finest-broad,46.800000000000004,0.00021660326009394635,0.00021670279039371555
finest-broad,46.825,0.00021403019381077416,0.0002140071025988055
finest-broad,46.85,0.00021148775474390792,0.00021142537816573538
finest-broad,46.875,0.00020897570815391083,0.00020911765222010427
finest-broad,46.9,0.00020649380542664373,0.00020629247267224516
finest-broad,46.925000000000004,0.00020404197471805482,0.00020427125958420294
finest-broad,46.95,0.0002016198394519072,0.00020140034515754376
finest-broad,46.975,0.00019922738338022002,0.00019939915428433363
finest-broad,47.0,0.00019686424494788128,0.00019677201805974107
finest-broad,47.025,0.00019453032212441134,0.0001945227511724904
finest-broad,47.050000000000004,0.00019222537470624262,0.00019233774496542873
finest-broad,47.075,0.00018994917000876997,0.000189743515413463
finest-broad,47.1,0.00018770156551572558,0.00018797389805766
finest-broad,47.125,0.00018548228143139064,0.00018518102723362435
finest-broad,47.15,0.0001832911565144622,0.0001835782876752995
finest-broad,47.175000000000004,0.00018112798027747164,0.00018089645571455975
finest-broad,47.2,0.00017899249083812052,0.0001791352039691398
finest-broad,47.225,0.00017688457234143356,0.00017685013527364883
finest-broad,47.25,0.0001748039017537659,0.00017472760537548445
finest-broad,47.275,0.00017275036580557973,0.00017292236158632563
finest-broad,47.300000000000004,0.00017072369990641707,0.00017048610225193
finest-broad,47.325,0.00016872368116564965,0.00016898669625290116
finest-broad,47.35,0.00016675017703525247,0.00016650529684247912
finest-broad,47.375,0.00016480284273734776,0.0001649900080627297
finest-broad,47.4,0.0001628816245678724,0.0001627810703462177
finest-broad,47.425000000000004,0.00016098616248886382,0.00016098681010236196
finest-broad,47.45,0.0001591163500469926,0.0001592110575054573
finest-broad,47.475,0.00015727193471901617,0.00015710341923921148
finest-broad,47.5,0.00015545267649650778,0.00015566029967090073
finest-broad,47.525,0.00015365844894471757,0.00015345337368211835
finest-broad,47.550000000000004,0.0001518889270505145,0.0001520503344707028
finest-broad,47.575,0.00015014400949185173,0.00015005938232688743
finest-broad,47.6,0.00014842341226052166,0.0001484122732459869
finest-broad,47.625,0.00014672694335240551,0.00014683505953799473
finest-broad,47.65,0.0001450544346160809,0.00014486638641612239
finest-broad,47.675000000000004,0.0001434055897781287,0.0001436410952362624
finest-broad,47.7,0.0001417803068403782,0.00014153956767817981
finest-broad,47.725,0.00014017828387973924,0.00014037984016742556
finest-broad,47.75,0.00013859936645288254,0.00013847551147787266
finest-broad,47.775,0.0001370433523983821,0.00013706404814878973
finest-broad,47.800000000000004,0.00013550997273090233,0.00013559992464499666
finest-broad,47.825,0.0001339991271292626,0.00013381072472486407
finest-broad,47.85,0.00013251049056901043,0.00013276731034168459
finest-broad,47.875,0.00013104396291761247,0.0001307614541876921
finest-broad,47.9,0.00012959927928735872,0.0001298595984335519
finest-broad,47.925000000000004,0.00012817624235714526,0.00012798253953971703
finest-broad,47.95,0.000126774698933174,0.00012686889997807175
finest-broad,47.975,0.00012539436334292565,0.00012541493466654386
finest-broad,48.0,0.00012403512830710877,0.00012390503030238828
finest-broad,48.025,0.00012269672342249651,0.00012291144194592754
finest-broad,48.050000000000004,0.00012137897643817663,0.00012111969831839531
finest-broad,48.075,0.00012008171830959042,0.00012033770193061983
finest-broad,48.1,0.00011880467608116693,0.00011859876130972578
finest-broad,48.125,0.00011754775679440937,0.00011766664059501281
finest-broad,48.15,0.00011631066678431479,0.00011629902322195354
finest-broad,48.175000000000004,0.00011509327692959105,0.00011499803596195134
finest-broad,48.2,0.00011389538600331688,0.00011407666787556136
finest-broad,48.225,0.00011271674691654113,0.00011248676153303056
finest-broad,48.25,0.00011155727814805678,0.00011178932344610463
finest-broad,48.275,0.00011041665027286104,0.0001102294638114098
finest-broad,48.300000000000004,0.00010929481247602988,0.00010939909440852826
finest-broad,48.325,0.00010819147138725931,0.00010819177594277639
finest-broad,48.35,0.00010710649130467036,0.00010700063668449384
finest-broad,48.375,0.0001060396970286676,0.00010623101626841051
finest-broad,48.4,0.00010499084037687345,0.0001047513845753361
finest-broad,48.425000000000004,0.00010395983228606611,0.00010420009905771537
finest-broad,48.45,0.00010294639218690933,0.00010275334049011584
finest-broad,48.475,0.0001019504140570546,0.0001020570598362613
finest-broad,48.5,0.00010097168030351192,0.00010097391026048093
finest-broad,48.525,0.00010001000797215848,9.989780008586798e-05
finest-broad,48.550000000000004,9.90652508292436e-05,9.926673209507697e-05
finest-broad,48.575,9.813719257777274e-05,9.788503847784552e-05
finest-broad,48.6,9.722567838620811e-05,9.74795427608213e-05
finest-broad,48.625,9.633054826138503e-05,9.612460624785041e-05
finest-broad,48.65,9.545156930971488e-05,9.5569214393931e-05
finest-broad,48.675000000000004,9.458866318762711e-05,9.458226549820504e-05
finest-broad,48.7,9.374154855642996e-05,9.363590494522734e-05
finest-broad,48.725,9.291014986609403e-05,9.310617326108278e-05
finest-broad,48.75,9.209424463804279e-05,9.184771044532498e-05
finest-broad,48.775,9.129365429198293e-05,9.154060609471033e-05
finest-broad,48.800000000000004,9.050828906518719e-05,9.031110445185931e-05
finest-broad,48.825,8.973784764409716e-05,8.984522227956467e-05
finest-broad,48.85,8.898233107989913e-05,8.89864295960085e-05
finest-broad,48.875,8.82414092374617e-05,8.812708077340434e-05
finest-broad,48.9,8.75150518394347e-05,8.771561643976148e-05
finest-broad,48.925000000000004,8.680301900537109e-05,8.655810827003617e-05
finest-broad,48.95,8.610516290404219e-05,8.634322811414373e-05
finest-broad,48.975,8.54213671933973e-05,8.52400544152806e-05
finest-broad,49.0,8.475139087731392e-05,8.483772179631506e-05
finest-broad,49.025,8.409517043007931e-05,8.412234628386209e-05
finest-broad,49.050000000000004,8.345246491525897e-05,8.331692065439494e-05
finest-broad,49.075,8.282317654749112e-05,8.303926526874938e-05
finest-broad,49.1,8.220712033096277e-05,8.195524434083059e-05
finest-broad,49.125,8.16041532995292e-05,8.183948106139386e-05
finest-broad,49.15,8.10141134641318e-05,8.08442389762117e-05
finest-broad,49.175000000000004,8.043687383682884e-05,8.050616130548605e-05
finest-broad,49.2,7.987223076145324e-05,7.991742517892049e-05
finest-broad,49.225,7.932011529214148e-05,7.917076152859545e-05
finest-broad,49.25,7.878028145504787e-05,7.90014372264571e-05
finest-broad,49.275,7.825267186887702e-05,7.800719160567527e-05
finest-broad,49.300000000000004,7.773708195683176e-05,7.795448295083536e-05
finest-broad,49.325,7.723336745021237e-05,7.709007866847496e-05
finest-broad,49.35,7.674144940089199e-05,7.678092594643318e-05
finest-broad,49.375,7.62610531059407e-05,7.633230264300162e-05
finest-broad,49.4,7.579221175957626e-05,7.562762025154972e-05
finest-broad,49.425000000000004,7.53345914144424e-05,7.555464136132935e-05
finest-broad,49.45,7.488822357999221e-05,7.466277934713168e-05
finest-broad,49.475,7.445284446430444e-05,7.46324861743968e-05
finest-broad,49.5,7.402836999246587e-05,7.39354945788885e-05
finest-broad,49.525,7.361467812001833e-05,7.35992314910766e-05
finest-broad,49.550000000000004,7.32115546212962e-05,7.333253882841282e-05
finest-broad,49.575,7.281897744732346e-05,7.261913468386195e-05
finest-broad,49.6,7.243668447672784e-05,7.267058909323947e-05
finest-broad,49.625,7.206465619138737e-05,7.184972970467855e-05
finest-broad,49.65,7.170266791920042e-05,7.184914310849699e-05
finest-broad,49.675000000000004,7.135065017591063e-05,7.130740619765517e-05
finest-broad,49.7,7.100842667186125e-05,7.09362991389319e-05
finest-broad,49.725,7.067590285990064e-05,7.084994839180011e-05
finest-broad,49.75,7.035290721723251e-05,7.011324168584295e-05
finest-broad,49.775,7.00393596285731e-05,7.02933919825445e-05
finest-broad,49.800000000000004,6.973507819011295e-05,6.952158543107356e-05
finest-broad,49.825,6.943997694960979e-05,6.956656996993753e-05
finest-broad,49.85,6.915391675471414e-05,6.914168277617029e-05
finest-broad,49.875,6.887673509985459e-05,6.877221100089248e-05
finest-broad,49.9,6.860840005098971e-05,6.880647561533236e-05
finest-broad,49.925000000000004,6.834863877955292e-05,6.810060141512913e-05
finest-broad,49.95,6.809751204532036e-05,6.834136937297691e-05
finest-broad,49.975,6.785470379756319e-05,6.7667502537302e-05
finest-broad,50.0,6.762025846691587e-05,6.771181506650492e-05
finest-broad,50.025,6.73939441297652e-05,6.741481836369082e-05
finest-broad,50.050000000000004,6.717567292884666e-05,6.705138129696655e-05
finest-broad,50.075,6.696537365991195e-05,6.716062987445559e-05
finest-broad,50.1,6.676280690924978e-05,6.654469773866512e-05
finest-broad,50.125,6.656802070316847e-05,6.675661156047093e-05
finest-broad,50.15,6.638071410947915e-05,6.6265911901219e-05
finest-broad,50.175000000000004,6.620093936351575e-05,6.621620709687005e-05
finest-broad,50.2,6.602844573136763e-05,6.611390893091406e-05
finest-broad,50.225,6.586320570315353e-05,6.570054960724484e-05
finest-broad,50.25,6.570506051014828e-05,6.590236218525936e-05
finest-broad,50.275,6.555390400673396e-05,6.537320834736045e-05
finest-broad,50.300000000000004,6.540963703505409e-05,6.55262253727166e-05
finest-broad,50.325,6.527211890640315e-05,6.525174879839883e-05
finest-broad,50.35,6.514127409972726e-05,6.50567336615293e-05
finest-broad,50.375,6.501694155191616e-05,6.518921121180594e-05
finest-broad,50.4,6.489907961342294e-05,6.467837072842984e-05
finest-broad,50.425000000000004,6.478748098214009e-05,6.500437759123687e-05
finest-broad,50.45,6.468216221039269e-05,6.452190008918675e-05
finest-broad,50.475,6.458286586240601e-05,6.46457940116203e-05
finest-broad,50.5,6.448963620841355e-05,6.454266829015602e-05
finest-broad,50.525,6.440223352538148e-05,6.424147744969249e-05
finest-broad,50.550000000000004,6.43206344607996e-05,6.4555588972183e-05
finest-broad,50.575,6.424471879330644e-05,6.398676381563041e-05
finest-broad,50.6,6.417431347452508e-05,6.439828179425525e-05
finest-broad,50.625,6.410945618692749e-05,6.39689219172823e-05
finest-broad,50.65,6.40498435621147e-05,6.407662027680885e-05
finest-broad,50.675000000000004,6.39955940462264e-05,6.40867245470591e-05
finest-broad,50.7,6.394639395454562e-05,6.376018880327831e-05
finest-broad,50.725,6.390230530228745e-05,6.413940496277346e-05
finest-broad,50.75,6.386312869842579e-05,6.362994861905379e-05
finest-broad,50.775,6.382878325804973e-05,6.400578244710287e-05
finest-broad,50.800000000000004,6.379921723530874e-05,6.371566352491955e-05
finest-broad,50.825,6.377422739915806e-05,6.375073025136748e-05
finest-broad,50.85,6.37538474581988e-05,6.387157151573209e-05
finest-broad,50.875,6.373783478084645e-05,6.356135828846999e-05
finest-broad,50.9,6.372622719081798e-05,6.391269116272932e-05
finest-broad,50.925000000000004,6.371880508969057e-05,6.35718268259804e-05
finest-broad,50.95,6.371557432673715e-05,6.37855221174611e-05
finest-broad,50.975,6.371635131873354e-05,6.373954677039107e-05
finest-broad,51.0,6.372110862103263e-05,6.361405404826443e-05
finest-broad,51.025,6.372970236182626e-05,6.388852169869264e-05
finest-broad,51.050000000000004,6.374205508746629e-05,6.357788286133846e-05
finest-broad,51.075,6.375809473214659e-05,6.387913684495364e-05
finest-broad,51.1,6.377765371245939e-05,6.373742019107358e-05
finest-broad,51.125,6.380076473540599e-05,6.374351077887548e-05
finest-broad,51.15,6.382716198844372e-05,6.397272109282205e-05
finest-broad,51.175000000000004,6.385695228289743e-05,6.365634715561258e-05
finest-broad,51.2,6.38898453154931e-05,6.409621397558592e-05
finest-broad,51.225,6.392591330399605e-05,6.376675231517652e-05
finest-broad,51.25,6.396496538412765e-05,6.403376772763479e-05
finest-broad,51.275,6.400692652257418e-05,6.405057301745822e-05
finest-broad,51.300000000000004,6.405178039131028e-05,6.390072782699404e-05
finest-broad,51.325,6.409928582308441e-05,6.432627388643364e-05
finest-broad,51.35,6.414955795663322e-05,6.389715748656691e-05
finest-broad,51.375,6.420228558282591e-05,6.442275661942313e-05
finest-broad,51.4,6.425758724580578e-05,6.411917988526756e-05
finest-broad,51.425000000000004,6.431521426993518e-05,6.43409072362277e-05
finest-broad,51.45,6.437517796045181e-05,6.446595422693235e-05
finest-broad,51.475,6.443736215084594e-05,6.425392633255234e-05
finest-broad,51.5,6.450164854101538e-05,6.473260166398541e-05
finest-broad,51.525,6.456803338882547e-05,6.434451867880594e-05
finest-broad,51.550000000000004,6.463631730656531e-05,6.48014586212699e-05
finest-broad,51.575,6.470654934712591e-05,6.463410922681378e-05
finest-broad,51.6,6.477850507073248e-05,6.474863374990485e-05
finest-broad,51.625,6.485224169091271e-05,6.496773431168312e-05
finest-broad,51.65,6.49275433688863e-05,6.476413788797632e-05
finest-broad,51.675000000000004,6.500444615984747e-05,6.516771882317126e-05
finest-broad,51.7,6.508277639469896e-05,6.496482243627504e-05
finest-broad,51.725,6.516250569455077e-05,6.520499016784707e-05
finest-broad,51.75,6.524355414989677e-05,6.528375448173306e-05
finest-broad,51.775,6.532577837842198e-05,6.52201379193057e-05
finest-broad,51.800000000000004,6.540922676325776e-05,6.554383784983627e-05
finest-broad,51.825,6.549363845633295e-05,6.537519758717636e-05
finest-broad,51.85,6.557914938532283e-05,6.564059369078813e-05
finest-broad,51.875,6.566546661814602e-05,6.568567166947012e-05
finest-broad,51.9,6.575269420766137e-05,6.564981923332104e-05
finest-broad,51.925000000000004,6.584063952254297e-05,6.600261366366759e-05
finest-broad,51.95,6.592925622316723e-05,6.57504590078659e-05
finest-broad,51.975,6.60185310228207e-05,6.616438290312683e-05
finest-broad,52.0,6.610824534240348e-05,6.603904719580023e-05
finest-broad,52.025,6.619852492548087e-05,6.616565119303873e-05
finest-broad,52.050000000000004,6.628907249502936e-05,6.642358628566856e-05
finest-broad,52.075,6.638002645960416e-05,6.617091962091399e-05
finest-broad,52.1,6.647114387141989e-05,6.670752176561265e-05
finest-broad,52.125,6.65624614403417e-05,6.635456765268944e-05
finest-broad,52.15,6.665386802368232e-05,6.678333063197652e-05
finest-broad,52.175000000000004,6.674526571568834e-05,6.672550597999791e-05
finest-broad,52.2,6.683666671085072e-05,6.674219151810269e-05
finest-broad,52.225,6.692787750023273e-05,6.711327414892349e-05
finest-broad,52.25,6.701897806098733e-05,6.678767343555348e-05
finest-broad,52.275,6.710973923222467e-05,6.733198099030985e-05
finest-broad,52.300000000000004,6.720025162757394e-05,6.70378174542785e-05
finest-broad,52.325,6.729030344600852e-05,6.735923443809583e-05
finest-broad,52.35,6.737994455268474e-05,6.741311207236506e-05
finest-broad,52.375,6.746903333244286e-05,6.73514603713656e-05
finest-broad,52.4,6.7557524931129e-05,6.772139969548209e-05
finest-broad,52.425000000000004,6.764539742116502e-05,6.74825244845105e-05
finest-broad,52.45,6.77324769990913e-05,6.785120559998286e-05
finest-broad,52.475,6.781886752339848e-05,6.77714951288947e-05
finest-broad,52.5,6.790429888849076e-05,6.78759538632102e-05
finest-broad,52.525,6.798892587400641e-05,6.807429291178665e-05
finest-broad,52.550000000000004,6.807249270817218e-05,6.796539459901814e-05
finest-broad,52.575,6.815507550530741e-05,6.824320641034668e-05
finest-broad,52.6,6.82365574335541e-05,6.820086384186477e-05
finest-broad,52.625,6.831684202200873e-05,6.828425263321185e-05
finest-broad,52.65,6.83959939425529e-05,6.848997209291643e-05
finest-broad,52.675000000000004,6.847376332805482e-05,6.834634094134952e-05
finest-broad,52.7,6.855031842244003e-05,6.86702474168221e-05
finest-broad,52.725,6.862537710266383e-05,6.855473361710594e-05
finest-broad,52.75,6.869907119031632e-05,6.869051000561582e-05
finest-broad,52.775,6.877121835548691e-05,6.886742074114371e-05
finest-broad,52.800000000000004,6.884181305243555e-05,6.867464945448208e-05
finest-broad,52.825,6.891082822730972e-05,6.911067882565185e-05
finest-broad,52.85,6.897811459980078e-05,6.879562155973323e-05
finest-broad,52.875,6.904376401464832e-05,6.91605417978531e-05
finest-broad,52.9,6.910754989527907e-05,6.908980793422262e-05
finest-broad,52.925000000000004,6.916960130765107e-05,6.907950945136526e-05
finest-broad,52.95,6.922969857193145e-05,6.940898624744359e-05
finest-broad,52.975,6.92879298763053e-05,6.906098193004353e-05
finest-broad,53.0,6.934415031752742e-05,6.956510709589026e-05
finest-broad,53.025,6.939835119110464e-05,6.923509213922797e-05
finest-broad,53.050000000000004,6.945050515571898e-05,6.951975947361099e-05
finest-broad,53.075,6.950048040349336e-05,6.953699626457861e-05
finest-broad,53.1,6.954837129685882e-05,6.942121293121015e-05
finest-broad,53.125,6.959394727490103e-05,6.977471609682667e-05
finest-broad,53.15,6.963736739292973e-05,6.945111984594961e-05
finest-broad,53.175000000000004,6.967839098592206e-05,6.98243572090817e-05
finest-broad,53.2,6.971713019981862e-05,6.964255433282878e-05
finest-broad,53.225,6.97534526814328e-05,6.974781548444539e-05
finest-broad,53.25,6.978731976754982e-05,6.985876736443917e-05
finest-broad,53.275,6.981877518214162e-05,6.971331611993103e-05
finest-broad,53.300000000000004,6.984761446271947e-05,6.994857932502589e-05
finest-broad,53.325,6.987401296671939e-05,6.981051099551813e-05
finest-broad,53.35,6.989769878597247e-05,6.990638945165814e-05
finest-broad,53.375,6.991884396512545e-05,6.996178619569636e-05
finest-broad,53.4,6.993725548069573e-05,6.98646936759554e-05
finest-broad,53.425000000000004,6.995297194184722e-05,7.002200357561428e-05
finest-broad,53.45,6.996596964520103e-05,6.993347223582069e-05
finest-broad,53.475,6.997611757369337e-05,6.995056629676852e-05
finest-broad,53.5,6.998354041413095e-05,7.006931631094324e-05
finest-broad,53.525,6.99880074817202e-05,6.986101104295304e-05
finest-broad,53.550000000000004,6.998968908257911e-05,7.012258549873136e-05
finest-broad,53.575,6.998837080482827e-05,6.989098932782486e-05
finest-broad,53.6,6.99841582297002e-05,7.001109090454385e-05
finest-broad,53.625,6.997694361851e-05,7.003775984023269e-05
finest-broad,53.65,6.996670604669821e-05,6.9824786744522e-05
finest-broad,53.675000000000004,6.995347436105778e-05,7.014646096412102e-05
finest-broad,53.7,6.993710268993906e-05,6.973903880968156e-05
finest-broad,53.725,6.991772590557106e-05,7.007120634699209e-05
finest-broad,53.75,6.989512950877613e-05,6.982592533794359e-05
finest-broad,53.775,6.986947647818909e-05,6.983574231657462e-05
finest-broad,53.800000000000004,6.984057731772327e-05,6.996960253868445e-05
finest-broad,53.825,6.980852266208707e-05,6.961612116938355e-05
finest-broad,53.85,6.977324313283706e-05,6.998160791982046e-05
finest-broad,53.875,6.973468196931414e-05,6.956031400093883e-05
finest-broad,53.9,6.969293011350464e-05,6.979418456614908e-05
