E_over_Q,Q,center,dr,eigenvalue,label,radius,status,tail
0.919419874495461,2845.6303907781817,0.7426154720625691,0.05,0.17036164243601776,fine,80,solved,1.909101152771206e-11
0.919412253680748,2845.280721015032,0.7426140469967158,0.1,0.17036248958683914,wide,160,solved,4.195676940744048e-23
