time,pulse,a,a_t,a_r,incoming,outgoing
12.72,0,-0.01076302684139092,-0.0021676414896524706,0.0029452432171884627,6.169867205648577e-05,-0.030408679527191073
12.72,1,1.4024487135677883,-1.144017995981796,-1.2399576609077678,-15.986605241443051,-0.029646702302091654
12.74,0,-0.010806245850759021,-0.0021542258029745866,0.0029276254703311196,1.0674746116219602e-05,-0.03016983598776043
12.74,1,1.3794003692462145,-1.160627544391213,-1.254887070631348,-16.21890212053482,-0.0298835009421623
12.76,0,-0.010849192820658568,-0.002140351955066958,0.002909331106209508,-4.174235233143225e-05,-0.029923185018605976
12.76,1,1.3560312003859567,-1.1760989045382235,-1.268659039501727,-16.435290008086675,-0.030094655448454688
12.780000000000001,0,-0.01089185353548193,-0.002125523403497111,0.0028906681695674056,-8.99134052489009e-05,-0.029667414243710652
12.780000000000001,1,1.3323640593679953,-1.1904234234916415,-1.281266744511871,-16.63564914634059,-0.03027878254239269
12.8,0,-0.010934204537511347,-0.002109320091756714,0.0028719286702801267,-0.00012884221909178345,-0.029401639065502208
12.8,1,1.3084219589300703,-1.2035937298315835,-1.2927047445937672,-16.81987834151242,-0.030433876129748683
12.82,0,-0.01097621507672647,-0.002091438272225067,0.00285335674101102,-0.0001546782568615651,-0.029125457554289372
12.82,1,1.2842280457792856,-1.2156038128231519,-1.302969035382425,-16.987895914549394,-0.030557464974730664
12.84,0,-0.011017849714765198,-0.00207171568922063,0.002835122482935323,-0.00016507730137974713,-0.02883894234770907
12.84,1,1.2598055724340669,-1.2264491191401112,-1.3120571153810328,-17.139640855430976,-0.030646812530582324
12.86,0,-0.011059071271763535,-0.0020501405867935406,0.002817304261680093,-0.00015938991167590427,-0.028542578303433666
12.86,1,1.2351778670198121,-1.2361266593856286,-1.319968058021741,-17.275074088341682,-0.030699143057118405
12.88,0,-0.011099843792766493,-0.002026844851065255,0.002799881259978828,-0.0001386670339882344,-0.028237160880925337
12.88,1,1.2103683009087327,-1.2446351156585518,-1.3267025834519246,-17.39417974331897,-0.030711875900756525
12.9,0,-0.011140135233255494,-0.0020020832099595935,0.002782736956854653,-0.0001054913883623311,-0.02792367355107198
12.9,1,1.1854002542735738,-1.2519749411173557,-1.332263123708023,-17.496966326640866,-0.030682849002117152
12.92,0,-0.011179919614787199,-0.001976201639872119,0.002765673010318599,-6.366021426824214e-05,-0.027603162743941426
12.92,1,1.1602970798027177,-1.2581484429286267,-1.3366538752835329,-17.583467687583756,-0.03061051341701493
12.94,0,-0.011219178473089356,-0.0019495988841762223,0.0027484319004546657,-1.7758122595572245e-05,-0.027276626255871537
12.94,1,1.1350820649861835,-1.263159841122592,-1.3398808339287174,-17.653743692866072,-0.030494082850212934
12.96,0,-0.011257901502528611,-0.001922685257981145,0.0027307257614628917,2.73327731079194e-05,-0.02694492638484395
12.96,1,1.1097783935150032,-1.267015297627082,-1.3419518077714867,-17.70788054103248,-0.030333625746669313
12.98,0,-0.011296086383315838,-0.0018958427440056188,0.0027122681916774477,6.69349420448842e-05,-0.026608733358123547
