sample,condition_coframe,z,hessian_error,equation_error,lapse,shift_x
178,1.3833464185868802,1.0841618797430947,1.6220562051743162e-16,2.220446049250313e-16,0.8390418859706701,-0.019969852787413256
179,1.5308116534656389,1.1083756359435266,1.8539156199141618e-16,0.0,0.8718884777660045,0.12835014299027764
180,1.5395171725634704,1.0474864662699386,2.4023881344157496e-16,1.1102230246251565e-16,1.0725521307888939,-0.13137532782792316
181,1.3035062656469338,1.0416708854406371,2.883727023790496e-16,8.644814765388754e-17,1.0963797123915127,-0.046025862362683974
182,1.4696813277170149,1.0520649502337378,3.4395394513992507e-16,8.154035948900859e-17,1.0161854938607142,0.02379662900327356
183,1.3587988573719767,1.141148548717954,3.6694139508402473e-16,3.926341181634219e-16,0.9710337714940286,0.08357701470015859
184,1.511003159443535,1.044071180087512,2.9088910765140676e-16,1.1102230246251565e-16,0.8269774608603506,0.11401662890266885
185,1.3240500679968272,1.0212520750847527,2.9559446454718656e-16,9.415520773825716e-17,1.0790995897771767,0.06019447770846203
186,1.5776436594875467,1.0962088789235256,3.6976316511281425e-16,1.9298987981147115e-16,0.8545123886011314,0.17536264528469178
187,1.5178610951404743,1.0417499964294428,3.4366527503841465e-16,5.551115123125783e-17,0.8978720844778239,0.15555379854888637
188,1.2832695991036958,1.0639637465233822,2.801588079717406e-16,0.0,1.0078500533539738,0.08360095069717367
189,1.4292206141584873,1.0617072728386383,1.7752503048553544e-16,1.1102230246251565e-16,0.921323357069995,-0.06920344588515463
190,1.3722829590440762,1.100347011174021,2.62090819044217e-16,1.1102230246251565e-16,0.8058526297830203,-0.03993883895170022
191,1.6059232253512938,1.0712201634324803,4.3358316409898695e-16,2.220446049250313e-16,0.8350160715843417,-0.014283913167853322
192,1.2723177248119764,1.043555569140597,2.8351516122541575e-16,7.979727989493313e-17,0.9441271049694638,-0.1751071048286693
193,1.356706640688646,1.0917222541994214,3.330716645873856e-16,1.1102230246251565e-16,0.9048775527462641,0.13201501184363118
194,1.4078146169920267,1.1309123742236644,4.743280379846904e-16,1.1102230246251565e-16,0.8973732851524097,-0.02653461593691184
195,1.6968924591231418,1.0781185716013906,1.8979017739753813e-16,7.867103564156025e-17,1.1807827066718593,0.004048037520738209
196,1.289840141638303,1.0683683731365259,4.231882555699827e-16,1.2228767530066231e-16,1.0090024116774245,-0.12945446750841538
197,1.279778556964406,1.090803793529048,2.788356378115642e-16,4.2656716556042704e-17,0.8275845021180694,0.08633474008596652
198,1.4005073104616588,1.0726017116283137,3.1603897246111935e-16,8.706879961180057e-17,1.0574583758837452,0.13931453326334073
199,1.6171315550788885,1.0498919502815423,1.3694962590133618e-16,0.0,0.8046974319353307,0.1437495210806471
