case,time,source_a,inverse_a,causal_a,retained_error_a,discarded_error_a
finest-carrier,25.9125,2.055441077894207e-05,2.055441080224906e-05,2.0554432810871933e-05,-2.3324324699000516e-14,-2.374608990296203e-21
finest-carrier,25.925,2.044376416460604e-05,2.044376418857041e-05,2.0443793449551796e-05,-2.3991166761624718e-14,-2.0576939756458638e-21
finest-carrier,25.9375,2.0377014953605684e-05,2.037701497863762e-05,2.0377036471242142e-05,-2.4979227950868592e-14,-1.658375202198979e-21
finest-carrier,25.950000000000003,2.0353801895841006e-05,2.035380192161278e-05,2.0353812806818213e-05,-2.5784475601049864e-14,-1.1897170598652124e-21
finest-carrier,25.962500000000002,2.0358014191769735e-05,2.0358014217779027e-05,2.035801613708426e-05,-2.6007776274554005e-14,-6.366265171762308e-22
finest-carrier,25.975,2.036520197271706e-05,2.0365201998902335e-05,2.036519182379031e-05,-2.6191323769844585e-14,5.00552897265783e-23
finest-carrier,25.9875,2.034976153947226e-05,2.0349761566598095e-05,2.034973710275667e-05,-2.7091293558793688e-14,8.877338740014943e-22
finest-carrier,26.0,2.0293818399970114e-05,2.0293818428090534e-05,2.029378977684134e-05,-2.8117456418538633e-14,1.8387189371863807e-21
finest-carrier,26.012500000000003,2.019654597714495e-05,2.0196546004631205e-05,2.0196531867421806e-05,-2.746189271550337e-14,2.890364101911038e-21
finest-carrier,26.025000000000002,2.007642000096947e-05,2.0076420025356674e-05,2.007642959942584e-05,-2.435413092563438e-14,4.100795118413673e-21
finest-carrier,26.0375,1.9961513245274444e-05,1.9961513265823544e-05,1.9961536841615596e-05,-2.0591882436537376e-14,5.507177904687673e-21
finest-carrier,26.05,1.9873894111359926e-05,1.9873894130320146e-05,1.9873914861108464e-05,-1.8968846783740434e-14,7.047283422185073e-21
finest-carrier,26.0625,1.981991510288832e-05,1.9819915123128437e-05,1.9819925677942194e-05,-2.022747470402e-14,8.649345082018165e-21
finest-carrier,26.075000000000003,1.979124395655089e-05,1.979124397882748e-05,1.9791246957765978e-05,-2.2273648277707033e-14,1.0342242571501469e-20
finest-carrier,26.087500000000002,1.9771354125059776e-05,1.9771354147718534e-05,1.9771350399185935e-05,-2.2619016746647585e-14,1.2173918179039427e-20
finest-carrier,26.1,1.9741365367603095e-05,1.974136538861939e-05,1.9741351204072016e-05,-2.101915457349109e-14,1.4064441653257025e-20
finest-carrier,26.1125,1.9685539173183e-05,1.9685539192406075e-05,1.968551696840813e-05,-1.9227315278289015e-14,1.586600374373928e-20
finest-carrier,26.125,1.9598378831121916e-05,1.95983788496083e-05,1.9598362440627923e-05,-1.849594373177928e-14,1.7541248791214136e-20
finest-carrier,26.137500000000003,1.9489407156376024e-05,1.9489407174436657e-05,1.9489409626641495e-05,-1.8058778187255264e-14,1.9135411704748824e-20
finest-carrier,26.150000000000002,1.9378990053815708e-05,1.9378990070133394e-05,1.9379008530787352e-05,-1.6303487277433306e-14,2.0577583102940182e-20
finest-carrier,26.1625,1.9286045796588165e-05,1.9286045809547312e-05,1.928606465926562e-05,-1.2959461699223516e-14,2.1672234865671142e-20
finest-carrier,26.175,1.9217468181562013e-05,1.9217468191087763e-05,1.921747643856397e-05,-9.548142537050234e-15,2.2316738675934163e-20
finest-carrier,26.1875,1.9167272712788632e-05,1.9167272720434633e-05,1.9167272320063497e-05,-7.606900146354274e-15,2.256590214480917e-20
finest-carrier,26.200000000000003,1.9123068220720803e-05,1.9123068227615082e-05,1.9123064664267057e-05,-6.918715332469987e-15,2.2426547001301154e-20
finest-carrier,26.212500000000002,1.907213471246542e-05,1.9072134718394663e-05,1.907212713412656e-05,-5.946743381029e-15,2.1745089333179305e-20
finest-carrier,26.225,1.9004480206383995e-05,1.9004480210318063e-05,1.9004466529732844e-05,-3.945210399080789e-15,2.0409329715209717e-20
finest-carrier,26.2375,1.8915958497990356e-05,1.891595850004343e-05,1.8915945517105895e-05,-2.046043296630724e-15,1.852984353122367e-20
finest-carrier,26.25,1.881185347018842e-05,1.881185347197942e-05,1.8811852977792893e-05,-1.7728196077916996e-15,1.6275141253515837e-20
finest-carrier,26.262500000000003,1.8705861384027137e-05,1.870586138674516e-05,1.8705875295154012e-05,-2.740559345648681e-15,1.363754024132215e-20
finest-carrier,26.275000000000002,1.861190031492926e-05,1.8611900317557504e-05,1.861191640880457e-05,-2.6359215144538895e-15,1.0560618894984365e-20
finest-carrier,26.2875,1.853489660446537e-05,1.8534896604340976e-05,1.853490235362286e-05,1.1521951155328812e-16,7.220862206055447e-21
finest-carrier,26.3,1.846913215222603e-05,1.8469132148033956e-05,1.846912794867639e-05,4.175674088199514e-15,3.9458383275832216e-21
finest-carrier,26.3125,1.840451688418426e-05,1.8404516877665477e-05,1.8404511306702427e-05,6.5285935267434536e-15,8.81018773529315e-22
finest-carrier,26.325000000000003,1.8333136158132094e-05,1.8333136152304212e-05,1.8333132463196362e-05,5.832623800142351e-15,-2.0071131560927894e-21
finest-carrier,26.337500000000002,1.825088094704811e-05,1.8250880943257642e-05,1.8250875416015228e-05,3.7999076106518455e-15,-4.5958990365759366e-21
finest-carrier,26.35,1.8156799504258154e-05,1.8156799501361017e-05,1.8156792150556437e-05,2.900635924199626e-15,-6.561621690796614e-21
finest-carrier,26.3625,1.8054046772058063e-05,1.8054046768697324e-05,1.8054045242784586e-05,3.367477652078019e-15,-7.744127419767626e-21
finest-carrier,26.375,1.79504295368219e-05,1.7950429533531284e-05,1.7950438415404145e-05,3.2898647892711577e-15,-8.292155819855604e-21
finest-carrier,26.387500000000003,1.7854433442962578e-05,1.7854433441484414e-05,1.7854445357456075e-05,1.4640324104284246e-15,-8.327063342979753e-21
finest-carrier,26.400000000000002,1.776876632690688e-05,1.7768766327780946e-05,1.776876986141925e-05,-8.911806463164141e-16,-7.727494860223348e-21
finest-carrier,26.4125,1.768849089101691e-05,1.7688490892749034e-05,1.768848487760884e-05,-1.7409975223734375e-15,-6.4390670195883266e-21
finest-carrier,26.425,1.7606122387812508e-05,1.76061223886354e-05,1.7606116027252642e-05,-8.43693566473359e-16,-4.760966517649766e-21
finest-carrier,26.4375,1.7517634231664947e-05,1.751763423155013e-05,1.7517633509599934e-05,1.37013500611007e-16,-3.0621796011263667e-21
finest-carrier,26.450000000000003,1.7423101936178678e-05,1.7423101936227037e-05,1.742310278647897e-05,-4.655729991722213e-17,-1.398348123420421e-21
finest-carrier,26.462500000000002,1.7323598415339918e-05,1.7323598416114398e-05,1.732359573128314e-05,-7.731788284536084e-16,2.9598140983700947e-22
finest-carrier,26.475,1.7220111927568198e-05,1.7220111928371734e-05,1.7220108974773593e-05,-8.151004098002633e-16,1.799634845521378e-21
finest-carrier,26.4875,1.7115261492254524e-05,1.7115261492548085e-05,1.711526457847967e-05,-2.8652446856243817e-16,2.7559284028294627e-21
finest-carrier,26.5,1.7013190262829934e-05,1.7013190263251017e-05,1.7013197544566813e-05,-4.382556096335951e-16,3.151403193059627e-21
finest-carrier,26.512500000000003,1.6915969331041083e-05,1.6915969332719038e-05,1.691597220861367e-05,-1.667672300392632e-15,3.268105483981579e-21
finest-carrier,26.525000000000002,1.6821181876875275e-05,1.6821181879558706e-05,1.6821177457126288e-05,-2.6639756149852747e-15,3.1820987821215454e-21
finest-carrier,26.5375,1.6724550996632514e-05,1.6724550998605894e-05,1.672454630987099e-05,-1.9764216695577393e-15,2.7073358891475315e-21
finest-carrier,26.55,1.6624308796001212e-05,1.6624308795898772e-05,1.6624310075452235e-05,7.734674114716307e-17,1.884580597074454e-21
finest-carrier,26.5625,1.6521518649902915e-05,1.6521518648212848e-05,1.652152218819237e-05,1.681699825251115e-15,1.1071951857635961e-21
finest-carrier,26.575000000000003,1.6416714271605665e-05,1.6416714269979615e-05,1.6416712822619087e-05,1.6030438834483698e-15,6.068016069995964e-22
finest-carrier,26.587500000000002,1.630857058018215e-05,1.6308570579662288e-05,1.6308565097511862e-05,4.980981575307686e-16,1.933328878655143e-22
finest-carrier,26.6,1.6196713132760098e-05,1.61967131327498e-05,1.619671154308893e-05,-5.43422520133291e-18,-2.8735834758909555e-22
finest-carrier,26.6125,1.6083988394573566e-05,1.6083988393812882e-05,1.6083993480801503e-05,7.543431848177084e-16,-6.130722108367362e-22
finest-carrier,26.625,1.597415197832264e-05,1.5974151976609665e-05,1.5974157278079185e-05,1.7140226195404573e-15,-5.9332007370136295e-22
finest-carrier,26.637500000000003,1.586789500358501e-05,1.5867895002301484e-05,1.5867894728834102e-05,1.29314059663443e-15,-4.820984751226053e-22
finest-carrier,26.650000000000002,1.5762577510034497e-05,1.5762577510701498e-05,1.5762574565137912e-05,-6.9181257631658225e-16,-6.130753093556834e-22
finest-carrier,26.6625,1.565542292272264e-05,1.5655422925210788e-05,1.565542280865056e-05,-2.4915082977242267e-15,-8.781670441670135e-22
finest-carrier,26.675,1.5545249202910018e-05,1.5545249205064273e-05,1.554525045641957e-05,-2.1415751972527726e-15,-9.743648687297628e-22
finest-carrier,26.6875,1.5431131911880665e-05,1.5431131911723713e-05,1.543112894496397e-05,1.8657109031334356e-16,-9.653100436757e-22
finest-carrier,26.700000000000003,1.5311813009576785e-05,1.5311813007507992e-05,1.531180674362603e-05,2.0696487341080687e-15,-1.127129524899667e-21
finest-carrier,26.712500000000002,1.5188123743032112e-05,1.5188123741470757e-05,1.5188122326854559e-05,1.5915543681812206e-15,-1.3493258792813655e-21
finest-carrier,26.725,1.5064682661110241e-05,1.5064682661350307e-05,1.5064689920302457e-05,-2.2115945995961111e-16,-1.2074180900257323e-21
finest-carrier,26.7375,1.4946783787846053e-05,1.4946783788551229e-05,1.4946792729273235e-05,-7.27034563109299e-16,-6.318707493949342e-22
finest-carrier,26.75,1.483510140265301e-05,1.4835101402045192e-05,1.483510298133827e-05,6.216309576315544e-16,9.466299734664079e-24
finest-carrier,26.762500000000003,1.4724618935626123e-05,1.4724618934273982e-05,1.4724613282247457e-05,1.3333834478182087e-15,5.5627606371055645e-22
finest-carrier,26.775000000000002,1.4609090168314943e-05,1.460909016885767e-05,1.460908435732057e-05,-5.386834211412983e-16,1.2369774302239277e-21
finest-carrier,26.7875,1.4485688995412755e-05,1.4485688998578056e-05,1.4485686481707054e-05,-3.1698911361142638e-15,2.048192999103938e-21
finest-carrier,26.8,1.4355552331818712e-05,1.4355552334907751e-05,1.4355550802384214e-05,-3.085339751204063e-15,2.4995532359250502e-21
finest-carrier,26.8125,1.4221955728359949e-05,1.4221955728378076e-05,1.4221954796998528e-05,-3.6328317012708106e-17,2.2570870827022587e-21
finest-carrier,26.825000000000003,1.4089359474049679e-05,1.4089359471639497e-05,1.4089363333180857e-05,2.4306580112990065e-15,1.5755657651957612e-21
finest-carrier,26.837500000000002,1.3962472896919567e-05,1.3962472895105261e-05,1.3962482272781719e-05,1.842803264787931e-15,7.777854287906436e-22
finest-carrier,26.85,1.384307613758284e-05,1.3843076137484814e-05,1.3843083062670475e-05,1.0959982450629599e-16,-2.42066480296193e-22
finest-carrier,26.8625,1.3726837850003524e-05,1.372683784967826e-05,1.372683397441754e-05,3.337104356921347e-16,-1.5740160491230871e-21
finest-carrier,26.875,1.3605141901281945e-05,1.3605141899368933e-05,1.3605129811603037e-05,1.9104329468530946e-15,-2.743173282571262e-21
finest-carrier,26.887500000000003,1.347192981470225e-05,1.3471929813212272e-05,1.347192075854414e-05,1.4731982613947154e-15,-3.1424097155194145e-21
finest-carrier,26.900000000000002,1.332891295357446e-05,1.332891295518465e-05,1.332891378160336e-05,-1.5760758093339471e-15,-2.7713612193212366e-21
finest-carrier,26.9125,1.3183838312881851e-05,1.3183838316355526e-05,1.3183845582748416e-05,-3.476479861901909e-15,-2.0149865602000863e-21
finest-carrier,26.925,1.3044252690684325e-05,1.3044252692038244e-05,1.3044259940065726e-05,-1.3460590682404876e-15,-9.17467902833609e-22
finest-carrier,26.9375,1.2913002695121075e-05,1.2913002692849602e-05,1.2913007723145599e-05,2.280226169673867e-15,6.775266844383704e-22
finest-carrier,26.950000000000003,1.2787763344438117e-05,1.2787763341856887e-05,1.2787765639821067e-05,2.5682384258964655e-15,2.3878137736458993e-21
finest-carrier,26.962500000000002,1.2662504584728741e-05,1.2662504585726272e-05,1.2662501065359768e-05,-9.680934049528927e-16,3.412720488652596e-21
finest-carrier,26.975,1.2529799042943385e-05,1.2529799046611166e-05,1.2529788388475471e-05,-3.701436874172077e-15,3.4408409637631995e-21
finest-carrier,26.9875,1.238495486625954e-05,1.238495486837107e-05,1.2384944008561705e-05,-2.093247885845501e-15,2.810945658472195e-21
finest-carrier,27.0,1.2230450974888284e-05,1.2230450973083804e-05,1.2230450581273188e-05,1.8007368259499592e-15,1.7316824873046613e-21
finest-carrier,27.012500000000003,1.2075721460566524e-05,1.2075721457142399e-05,1.207573339336661e-05,3.43119428348075e-15,5.940015873681947e-23
finest-carrier,27.025000000000002,1.1930344160963015e-05,1.1930344159301122e-05,1.1930357968406285e-05,1.6449557882774439e-15,-1.959405869145003e-21
finest-carrier,27.0375,1.1796177899657811e-05,1.179617790030563e-05,1.1796182067587681e-05,-6.489557709826535e-16,-3.448879547839537e-21
finest-carrier,27.05,1.1666025639575083e-05,1.166602564057478e-05,1.1666018923778456e-05,-1.015411849100677e-15,-3.7927396615208796e-21
finest-carrier,27.0625,1.1529662879932525e-05,1.152966288020056e-05,1.1529652326840002e-05,-2.748843601223244e-16,-3.2056432921842695e-21
finest-carrier,27.075000000000003,1.1381064778256469e-05,1.1381064778451734e-05,1.1381056654337383e-05,-1.9707668335542774e-16,-2.075376315794141e-21
finest-carrier,27.087500000000002,1.1221391966553563e-05,1.1221391967067585e-05,1.1221388924832157e-05,-5.016669291148523e-16,-3.7222567900054142e-22
finest-carrier,27.1,1.1057593237293258e-05,1.1057593237146054e-05,1.1057597285925798e-05,1.4003612465868894e-16,1.774158167433813e-21
finest-carrier,27.1125,1.0898693485183009e-05,1.089869348403735e-05,1.089870486173156e-05,1.1604534025024774e-15,3.515098418763021e-21
finest-carrier,27.125,1.0750706499816266e-05,1.07507064994031e-05,1.0750718743992832e-05,3.953287678551063e-16,4.0029476529577876e-21
finest-carrier,27.137500000000003,1.06118871845692e-05,1.0611887186871989e-05,1.0611889440445277e-05,-2.333382763993747e-15,3.2968886904438345e-21
finest-carrier,27.150000000000002,1.0472521486818777e-05,1.0472521490651378e-05,1.0472509847751136e-05,-3.830756073978638e-15,1.957866933631499e-21
finest-carrier,27.1625,1.0321580815962627e-05,1.03215808171703e-05,1.0321564648035088e-05,-1.2090894827078108e-15,1.8052069495993606e-22
finest-carrier,27.175,1.0155647127448667e-05,1.0155647123541495e-05,1.01556402916575e-05,3.8355002711578885e-15,-1.9461938498146953e-21
finest-carrier,27.1875,9.981855949246638e-06,9.98185594304035e-06,9.98186293713768e-06,6.195754207469242e-15,-3.691972538969506e-21
finest-carrier,27.200000000000003,9.812007841975911e-06,9.812007838819898e-06,9.812021329546844e-06,3.1353990875028594e-15,-4.102671565609959e-21
finest-carrier,27.212500000000002,9.653541828843428e-06,9.653541831241064e-06,9.653551947874738e-06,-2.401945261898007e-15,-3.092471266007959e-21
finest-carrier,27.225,9.50491951055267e-06,9.504919515654073e-06,9.504921366093119e-06,-5.135856746752666e-15,-1.3899716700410756e-21
finest-carrier,27.2375,9.357559239738174e-06,9.357559243006068e-06,9.357552529125094e-06,-3.2851824726552938e-15,4.923235124270678e-22
finest-carrier,27.25,9.201489160020615e-06,9.201489159892105e-06,9.20147663714428e-06,1.3482956680801343e-16,2.428841532388881e-21
finest-carrier,27.262500000000003,9.031407346945102e-06,9.031407345376202e-06,9.03139616169963e-06,1.5328461526180204e-15,3.88699705059395e-21
finest-carrier,27.275000000000002,8.850557550619114e-06,8.8505575498907e-06,8.850557093268255e-06,7.298297230693654e-16,3.963057390105113e-21
finest-carrier,27.2875,8.669526612326804e-06,8.669526612272418e-06,8.669539564268364e-06,8.800088881616079e-17,2.4972191256754806e-21
finest-carrier,27.3,8.499006852295345e-06,8.49900685148203e-06,8.499023482897457e-06,8.254557309471194e-16,3.7863664563069645e-22
finest-carrier,27.3125,8.341135019872165e-06,8.34113501824267e-06,8.34114092329095e-06,1.6579998130934397e-15,-1.5334134510778175e-21
finest-carrier,27.325000000000003,8.187199818758817e-06,8.187199817746708e-06,8.187190191717059e-06,1.036860970855009e-15,-3.0320922113551883e-21
finest-carrier,27.337500000000002,8.024544910607279e-06,8.024544911153607e-06,8.024528726543663e-06,-5.844026802818613e-16,-3.864093197713815e-21
finest-carrier,27.35,7.846659041017833e-06,7.846659042457833e-06,7.846649191521701e-06,-1.4729956498119981e-15,-3.3667112864279276e-21
finest-carrier,27.3625,7.657695304806865e-06,7.657695305761676e-06,7.657697522384205e-06,-9.77682669546983e-16,-1.415168248070682e-21
finest-carrier,27.375,7.468573423275726e-06,7.4685734235198815e-06,7.468584691485423e-06,-2.0444858808059798e-16,9.79999038993098e-22
finest-carrier,27.387500000000003,7.2889393165812e-06,7.288939316892368e-06,7.288952405491213e-06,-2.912686605222992e-16,2.67183740450731e-21
finest-carrier,27.400000000000002,7.1208485576996004e-06,7.120848558500402e-06,7.120855471719735e-06,-7.896288491398204e-16,3.403797734303628e-21
finest-carrier,27.4125,6.9574538145436565e-06,6.957453814899295e-06,6.957448823986705e-06,-3.432248144566621e-16,3.304008715614439e-21
finest-carrier,27.425,6.787331569858418e-06,6.787331568588093e-06,6.787316443356431e-06,1.2537227276374678e-15,2.1316928948348977e-21
finest-carrier,27.4375,6.60253663789509e-06,6.602536635541478e-06,6.602522584205078e-06,2.3864792915645693e-15,-1.0952912676285545e-22
finest-carrier,27.450000000000003,6.40516031095259e-06,6.405160309488621e-06,6.405159780176834e-06,1.4423157362880179e-15,-2.3880026708493958e-21
finest-carrier,27.462500000000002,6.206447852643293e-06,6.206447853621566e-06,6.206462061897555e-06,-9.766959114335405e-16,-3.451977188358174e-21
finest-carrier,27.475,6.017976144287451e-06,6.017976146670771e-06,6.017992869343605e-06,-2.388450556975503e-15,-3.1169512340936737e-21
finest-carrier,27.4875,5.842104191472915e-06,5.84210419277629e-06,5.842109485007927e-06,-1.3143040082588642e-15,-1.979487033445714e-21
finest-carrier,27.5,5.670215665757178e-06,5.670215665037082e-06,5.670206424371124e-06,7.569452426487484e-16,-3.249171037292931e-22
finest-carrier,27.512500000000003,5.490017217541637e-06,5.490017216382794e-06,5.4900019002875775e-06,1.1431925369290484e-15,1.7127749915792104e-21
finest-carrier,27.525000000000002,5.2951356371717934e-06,5.295135637609102e-06,5.2951255259928646e-06,-4.497377813869838e-16,3.292163074909764e-21
finest-carrier,27.5375,5.0893912153093796e-06,5.0893912166748085e-06,5.089392669498742e-06,-1.37318126578958e-15,3.3414402825157087e-21
finest-carrier,27.55,4.883491892107711e-06,4.883491891823867e-06,4.883503861990606e-06,2.6712796216630043e-16,1.8915922528866906e-21
finest-carrier,27.5625,4.6872279408700925e-06,4.687227938336664e-06,4.6872425686623705e-06,2.532212241609664e-15,6.262572819398496e-24
finest-carrier,27.575000000000003,4.502349195943528e-06,4.5023491940155105e-06,4.502355451093975e-06,1.9428936674082184e-15,-1.563968188496236e-21
finest-carrier,27.587500000000002,4.320881185602924e-06,4.3208811870873164e-06,4.320872877642074e-06,-1.450738275068724e-15,-2.7156369016430624e-21
finest-carrier,27.6,4.130802533034439e-06,4.130802536488555e-06,4.130785392833706e-06,-3.4731586100666004e-15,-3.0902461586182153e-21
finest-carrier,27.6125,3.9256088976284685e-06,3.925608898969562e-06,3.925597405130485e-06,-1.2956508115061843e-15,-2.06579986531408e-21
finest-carrier,27.625,3.709994266725969e-06,3.7099942643297647e-06,3.7099985616751956e-06,2.369292935508126e-15,6.117742702694241e-23
finest-carrier,27.637500000000003,3.496169598863341e-06,3.49616959616632e-06,3.4961856888045596e-06,2.700055337738087e-15,1.948828347333217e-21
finest-carrier,27.650000000000002,3.293643643046684e-06,3.2936436435690907e-06,3.2936575668717264e-06,-5.447416772442192e-16,2.6701555869862168e-21
finest-carrier,27.6625,3.1014687997163445e-06,3.101468802326397e-06,3.1014696464100026e-06,-2.656752594413639e-15,2.428135876280529e-21
finest-carrier,27.675,2.909463170100712e-06,2.9094631708180164e-06,2.909451403458009e-06,-7.375693452931539e-16,1.5695685391117874e-21
finest-carrier,27.6875,2.7066988061563885e-06,2.7066988040306666e-06,2.706684023171377e-06,2.1609339020339424e-15,9.906545435567502e-24
finest-carrier,27.700000000000003,2.4899391900246035e-06,2.489939188289069e-06,2.489932276372801e-06,1.6757290576598351e-15,-1.8683522604820745e-21
finest-carrier,27.712500000000002,2.2658002944617172e-06,2.2658002958329704e-06,2.265806401850817e-06,-1.3256653977359307e-15,-2.860919148104832e-21
finest-carrier,27.725,2.045545745161803e-06,2.045545747374316e-06,2.0455607465940895e-06,-2.163732534845433e-15,-2.2680596638585053e-21
finest-carrier,27.7375,1.8363860993345081e-06,1.8363860989019405e-06,1.8363984260350726e-06,4.1296190601585116e-16,-7.765976353452505e-22
finest-carrier,27.75,1.6356159793395885e-06,1.6356159770821803e-06,1.6356149827676505e-06,2.2729797916229667e-15,6.125815734569183e-22
finest-carrier,27.762500000000003,1.4324563137391166e-06,1.4324563133638905e-06,1.4324420697895038e-06,3.398724777714001e-16,1.6826597231607093e-21
finest-carrier,27.775000000000002,1.2167991404678224e-06,1.216799142921842e-06,1.2167837066329214e-06,-2.4579346102783386e-15,2.3746248613156043e-21
finest-carrier,27.7875,9.87812197624123e-07,9.878121991408321e-07,9.87809078146533e-07,-1.540113357639955e-15,2.0716970462439e-21
finest-carrier,27.8,7.54730524756414e-07,7.547305226293023e-07,7.547421621967397e-07,2.1262498344293438e-15,5.195648159636312e-22
finest-carrier,27.8125,5.289153115342615e-07,5.289153084858827e-07,5.289312546685432e-07,3.0937547945186905e-15,-1.2702876405678932e-21
finest-carrier,27.825000000000003,3.142319879201327e-07,3.142319883540133e-07,3.142388621582512e-07,-4.784170709465774e-16,-2.0670561506114256e-21
finest-carrier,27.837500000000002,1.0409815309253555e-07,1.0409815684641298e-07,1.0409095612222056e-07,-3.752001517325047e-15,-1.8201443305433556e-21
finest-carrier,27.85,-1.1270983654554368e-07,-1.1270983460199082e-07,-1.1272472492547413e-07,-1.989401458798154e-15,-1.1452448079203836e-21
finest-carrier,27.8625,-3.427957078569466e-07,-3.4279571034997694e-07,-3.428063334381122e-07,2.55054635923687e-15,-1.3260395743624826e-22
finest-carrier,27.875,-5.829657358047413e-07,-5.829657395041118e-07,-5.829636453658239e-07,3.66675947262116e-15,1.2409841463720429e-21
finest-carrier,27.887500000000003,-8.229796631744473e-07,-8.229796630713194e-07,-8.229663238651138e-07,-9.336186484418639e-17,2.1600309264337037e-21
finest-carrier,27.900000000000002,-1.0539422346145938e-06,-1.0539422311097835e-06,-1.0539284755218797e-06,-3.4929070377862854e-15,1.7276648889825548e-21
finest-carrier,27.9125,-1.2757015536993264e-06,-1.2757015517152509e-06,-1.2756991989255184e-06,-2.043152951473534e-15,3.4512067180170377e-22
finest-carrier,27.925,-1.4971052675044615e-06,-1.4971052693049706e-06,-1.4971167084205845e-06,1.8630766069986045e-15,-8.006037572025259e-22
finest-carrier,27.9375,-1.728559069775204e-06,-1.7285590724775612e-06,-1.7285744450971147e-06,2.6833803354905797e-15,-1.3023553841350767e-21
finest-carrier,27.950000000000003,-1.973055473464824e-06,-1.973055473230486e-06,-1.973061240272449e-06,-3.1370874196304023e-16,-1.4848577907383525e-21
finest-carrier,27.962500000000002,-2.2235795434272233e-06,-2.2235795410223913e-06,-2.2235707834335493e-06,-2.3478748666129617e-15,-1.2146801831064585e-21
finest-carrier,27.975,-2.4692889416683126e-06,-2.4692889412798904e-06,-2.4692736149264847e-06,-4.436318601360756e-16,-1.1115840914448877e-22
finest-carrier,27.9875,-2.7049568212411667e-06,-2.7049568233673223e-06,-2.7049482835490273e-06,2.1773822231648053e-15,1.2406275827118644e-21
finest-carrier,28.0,-2.935337879365063e-06,-2.935337880524886e-06,-2.9353431615500097e-06,1.1591849362245856e-15,1.6601159696389807e-21
finest-carrier,28.012500000000003,-3.1708433513080723e-06,-3.1708433491116913e-06,-3.1708575853600396e-06,-2.127016165229904e-15,9.888473862583499e-22
finest-carrier,28.025000000000002,-3.418529958814642e-06,-3.418529956359899e-06,-3.4185409200973382e-06,-2.477972367598926e-15,1.4350769349351642e-22
finest-carrier,28.0375,-3.6761783988126238e-06,-3.676178399871509e-06,-3.6761768085821554e-06,1.1005887082587493e-15,-4.1001712795792784e-22
finest-carrier,28.05,-3.934363732546741e-06,-3.934363736084475e-06,-3.934351012933766e-06,3.4803266301248657e-15,-9.561014748415653e-22
finest-carrier,28.0625,-4.184637281686721e-06,-4.184637282714466e-06,-4.1846244650600985e-06,9.385754046098957e-16,-1.3227487804401507e-21
finest-carrier,28.075000000000003,-4.426810496540034e-06,-4.4268104934181975e-06,-4.426808796516885e-06,-3.0710733473315283e-15,-8.216893024925593e-22
finest-carrier,28.087500000000002,-4.669059560338806e-06,-4.669059557536003e-06,-4.669070453204574e-06,-2.8226171655672784e-15,3.6627338816244036e-22
finest-carrier,28.1,-4.92072611282079e-06,-4.9207261141253895e-06,-4.920739915209293e-06,1.2976764724902213e-15,1.0954877216460456e-21
finest-carrier,28.1125,-5.184118994083775e-06,-5.184118997554144e-06,-5.184123485846665e-06,3.446682284792732e-15,8.86967604994778e-22
finest-carrier,28.125,-5.452564586432284e-06,-5.452564587312362e-06,-5.452555895057328e-06,8.435410825328804e-16,4.25097452999112e-22
finest-carrier,28.137500000000003,-5.716405310504102e-06,-5.716405307886072e-06,-5.716391264715972e-06,-2.5970456415913804e-15,1.5213443434667505e-22
finest-carrier,28.150000000000002,-5.971571248299945e-06,-5.9715712460762014e-06,-5.9715643545118305e-06,-2.3167993881853985e-15,-3.0556167999560163e-22
finest-carrier,28.1625,-6.223113259969936e-06,-6.2231132607214535e-06,-6.223119604265057e-06,7.212752033583776e-16,-9.274109879531146e-22
finest-carrier,28.175,-6.48061152085877e-06,-6.4806115231971095e-06,-6.480625339723519e-06,2.277869164378449e-15,-9.12129154066294e-22
finest-carrier,28.1875,-6.749592459423803e-06,-6.749592460353588e-06,-6.7496012539463034e-06,9.228495049106227e-16,-8.208751276593311e-23
finest-carrier,28.200000000000003,-7.0266415268925574e-06,-7.026641525987873e-06,-7.026637380301827e-06,-9.629845393471128e-16,5.978787588589932e-22
finest-carrier,28.212500000000002,-7.302601189929647e-06,-7.30260118869729e-06,-7.302588055367199e-06,-1.2130045185137282e-15,5.238721229838222e-22
finest-carrier,28.225,-7.570921622337412e-06,-7.57092162201938e-06,-7.570911610199487e-06,-2.6110612744760605e-16,2.6612402591051547e-22
finest-carrier,28.2375,-7.833516739749746e-06,-7.833516740102723e-06,-7.83351880074951e-06,4.219998867223108e-16,2.8628355227333103e-22
finest-carrier,28.25,-8.09883300699754e-06,-8.098833007308678e-06,-8.098844867960592e-06,3.258669049681989e-16,1.2190984798413373e-22
finest-carrier,28.262500000000003,-8.374083106856833e-06,-8.37408310679771e-06,-8.37409385521911e-06,-4.303852661855153e-17,-4.449623892664895e-22
finest-carrier,28.275000000000002,-8.658840673789746e-06,-8.65884067386431e-06,-8.658840853682473e-06,-2.0914740801606436e-17,-6.7694044470069275e-22
finest-carrier,28.2875,-8.945659552490604e-06,-8.945659552941328e-06,-8.945649275519586e-06,4.721319998480857e-16,-1.6711243292237449e-22
finest-carrier,28.3,-9.226895976668647e-06,-9.226895977207115e-06,-9.226884479778983e-06,6.018124426493953e-16,3.269586980488717e-22
finest-carrier,28.3125,-9.501541486878657e-06,-9.501541486433345e-06,-9.501539082729207e-06,-4.365596314512333e-16,1.8404924799188495e-22
