case,time,source_a,inverse_a,causal_a,retained_error_a,discarded_error_a
finest-broad,21.900000000000002,0.049701221808889945,0.04970122180891491,0.049701221796176524,-2.5238207265856948e-14,1.0490718118703773e-23
finest-broad,21.9125,0.043935759336573205,0.04393575933660071,0.04393575932243932,-2.757149001296477e-14,8.068112899689094e-24
finest-broad,21.925,0.03815496490622349,0.03815496490625252,0.03815496489458877,-2.905904340499445e-14,5.732584596016958e-23
finest-broad,21.9375,0.03236093994588405,0.03236093994591358,0.03236093993949357,-2.975981257485969e-14,1.0377342675995724e-22
finest-broad,21.950000000000003,0.026555794248016313,0.026555794248046553,0.026555794245815237,-3.0104554306765836e-14,8.915869629979378e-23
finest-broad,21.962500000000002,0.02074164247983245,0.020741642479863275,0.020741642478100404,-3.049726212534095e-14,2.4193094212615387e-23
finest-broad,21.975,0.014920601339517036,0.014920601339548088,0.01492060133556937,-3.094120439191533e-14,-1.5233564955929694e-23
finest-broad,21.9875,0.009094789080758026,0.009094789080789015,0.009094789075536873,-3.102525535268676e-14,2.3972663504067076e-23
finest-broad,22.0,0.003266326771362059,0.0032663267713922118,0.0032663267684089796,-3.032660833069724e-14,1.0107319904785445e-22
finest-broad,22.012500000000003,-0.0025626610221181493,-0.0025626610220891273,-0.002562661020210685,-2.8886458858039776e-14,1.2333650674077775e-22
finest-broad,22.025000000000002,-0.008390047801167562,-0.008390047801140804,-0.008390047795275786,-2.7290388780179184e-14,5.858144796888826e-23
finest-broad,22.0375,-0.014213708372889253,-0.014213708372863084,-0.014213708366384067,-2.622435837820562e-14,-1.9315701278878888e-23
finest-broad,22.05,-0.02003152155560605,-0.02003152155558032,-0.020031521550942365,-2.5899275044337148e-14,-1.4061424178547914e-23
finest-broad,22.0625,-0.025841370745552594,-0.025841370745526605,-0.025841370741872188,-2.5909501798269777e-14,7.504647806175628e-23
finest-broad,22.075000000000003,-0.031641142901310385,-0.031641142901284475,-0.0316411428954159,-2.5685590332728997e-14,1.4364017186377467e-22
finest-broad,22.087500000000002,-0.037428728046447944,-0.037428728046422804,-0.03742872803606623,-2.509293765103808e-14,1.0439691414666908e-22
finest-broad,22.1,-0.04320202080048457,-0.04320202080046011,-0.04320202078649953,-2.455272405066334e-14,-6.196099775905023e-25
finest-broad,22.1125,-0.04895892337580279,-0.048958923375778216,-0.04895892336126157,-2.4543711459168297e-14,-4.3285456726104955e-23
finest-broad,22.125,-0.054697348036264984,-0.05469734803623988,-0.05469734802325315,-2.5008988257987355e-14,3.4174708513686914e-23
finest-broad,22.137500000000003,-0.060415217622804045,-0.06041521762277908,-0.060415217610399155,-2.5332002425890958e-14,1.4223344783455167e-22
finest-broad,22.150000000000002,-0.06611046473387375,-0.06611046473384885,-0.06611046471919937,-2.497638884399472e-14,1.478434772217658e-22
finest-broad,22.1625,-0.07178103146758634,-0.07178103146756236,-0.07178103144880055,-2.4175080043899112e-14,3.8566262084519225e-23
finest-broad,22.175,-0.07742487098431815,-0.07742487098429408,-0.07742487096243195,-2.3949481060028506e-14,-5.424185168028195e-23
finest-broad,22.1875,-0.08303995025761383,-0.08303995025758829,-0.08303995023535975,-2.5366346164478024e-14,-1.2116564230896624e-23
finest-broad,22.200000000000003,-0.08862425220377146,-0.08862425220374286,-0.08862425218277366,-2.8670782369631976e-14,1.1947867853549823e-22
finest-broad,22.212500000000002,-0.09417577608084594,-0.09417577608081285,-0.09417577606002958,-3.3045619209369536e-14,1.7923905274773061e-22
finest-broad,22.225,-0.09969253684165738,-0.09969253684162015,-0.09969253681847892,-3.7163346385042604e-14,8.882300960511357e-23
finest-broad,22.2375,-0.10517256514528005,-0.10517256514524005,-0.10517256511840982,-4.0020679895465214e-14,-4.368696244061995e-23
finest-broad,22.25,-0.11061390897142515,-0.11061390897138368,-0.11061390894205739,-4.140126646866955e-14,-5.1993729871727665e-23
finest-broad,22.262500000000003,-0.11601463609442973,-0.11601463609438802,-0.11601463606493946,-4.173446663128036e-14,8.037694625132163e-23
finest-broad,22.275000000000002,-0.12137283582454993,-0.12137283582450806,-0.12137283579601542,-4.1620687939611877e-14,1.9206280793474607e-22
finest-broad,22.2875,-0.1266866192447081,-0.12668661924466648,-0.1266866192158982,-4.143957369411599e-14,1.4083874377360484e-22
finest-broad,22.3,-0.13195411873992183,-0.13195411873988072,-0.1319541187087062,-4.1252248027904156e-14,-1.407169931271947e-23
finest-broad,22.3125,-0.13717348828525686,-0.1371734882852158,-0.13717348825086217,-4.0947331610420814e-14,-7.874378152941225e-23
finest-broad,22.325000000000003,-0.14234290508358646,-0.1423429050835458,-0.14234290504733538,-4.046037232669267e-14,3.3289496011284466e-23
finest-broad,22.337500000000002,-0.1474605717092723,-0.14746057170923202,-0.1474605716731097,-3.9896142794811686e-14,1.860883990253538e-22
finest-broad,22.35,-0.1525247174305772,-0.15252471743053803,-0.15252471739503942,-3.9443680585927466e-14,1.864477863832882e-22
finest-broad,22.3625,-0.15753359829891472,-0.1575335982988755,-0.1575335982626847,-3.9117749605012854e-14,2.928248449006128e-23
finest-broad,22.375,-0.1624854968775816,-0.16248549687754313,-0.16248549683900218,-3.85587500039493e-14,-8.843129434862996e-23
finest-broad,22.387500000000003,-0.16737872278166663,-0.16737872278162985,-0.16737872274050247,-3.717361459700284e-14,-1.3574033851995184e-23
finest-broad,22.400000000000002,-0.17221161426498802,-0.1722116142649534,-0.1722116142225896,-3.462625404300153e-14,1.64202072434253e-22
finest-broad,22.4125,-0.17698253997263247,-0.17698253997260086,-0.17698253993043592,-3.126833915487875e-14,2.1994370596267014e-22
finest-broad,22.425,-0.181689899854778,-0.18168989985474995,-0.18168989981282757,-2.8019510184138427e-14,7.907200421153387e-23
finest-broad,22.4375,-0.1863321251677395,-0.18633212516771386,-0.18633212512478214,-2.569182847627564e-14,-8.175827325079983e-23
finest-broad,22.450000000000003,-0.19090767842393017,-0.19090767842390582,-0.19090767837885933,-2.4378912483310947e-14,-5.453420832803116e-23
finest-broad,22.462500000000002,-0.1954150541155449,-0.1954150541155216,-0.19541505406856363,-2.3567306960126098e-14,1.3182027789827476e-22
finest-broad,22.475,-0.19985278014276778,-0.19985278014274505,-0.19985278009507568,-2.2903648912541546e-14,2.4079486125360057e-22
finest-broad,22.4875,-0.20421941913267336,-0.20421941913265063,-0.2042194190851492,-2.279043119385337e-14,1.295802986488753e-22
finest-broad,22.5,-0.20851356900659215,-0.20851356900656817,-0.20851356895894294,-2.4081311705163376e-14,-6.175084218467347e-23
finest-broad,22.512500000000003,-0.2127338629785351,-0.21273386297850783,-0.2127338629297529,-2.7104257863997966e-14,-8.527450171248911e-23
finest-broad,22.525000000000002,-0.21687896971864193,-0.216878969718611,-0.21687896966815914,-3.103917701680124e-14,9.429393694009954e-23
finest-broad,22.5375,-0.22094759414316792,-0.22094759414313353,-0.22094759409142217,-3.43817567799898e-14,2.4843723463176626e-22
finest-broad,22.55,-0.2249384785691896,-0.22493847856915403,-0.22493847851707233,-3.609829799071644e-14,1.7622785682409618e-22
finest-broad,22.5625,-0.22885040360645534,-0.2288504036064188,-0.22885040355435435,-3.6345110575937856e-14,-3.2318205026388214e-23
finest-broad,22.575000000000003,-0.23268218849082342,-0.23268218849078767,-0.23268218843832889,-3.61008059790403e-14,-1.0592228689500516e-22
finest-broad,22.587500000000002,-0.23643269115759938,-0.2364326911575634,-0.2364326911040857,-3.619572386642282e-14,5.618598461372299e-23
finest-broad,22.6,-0.2401008085528213,-0.2401008085527842,-0.24010080849815452,-3.675315534903837e-14,2.466377290585513e-22
finest-broad,22.6125,-0.2436854773355882,-0.2436854773355508,-0.24368547728019144,-3.746285508372804e-14,2.1622449513347856e-22
finest-broad,22.625,-0.24718567467971544,-0.24718567467967723,-0.247185674624054,-3.817165722607384e-14,2.0511494251900857e-24
finest-broad,22.637500000000003,-0.250600418816974,-0.25060041881693507,-0.2506004187611209,-3.908202720595468e-14,-1.1579242568383808e-22
finest-broad,22.650000000000002,-0.25392876927405844,-0.25392876927401814,-0.2539287692177568,-4.048243495998849e-14,2.0972130455516324e-23
finest-broad,22.6625,-0.25716982704426283,-0.2571698270442203,-0.2571698269872969,-4.2486163309815756e-14,2.37315274308108e-22
finest-broad,22.675,-0.26032273491175734,-0.2603227349117124,-0.26032273485416796,-4.5059618268062684e-14,2.49118107673474e-22
finest-broad,22.6875,-0.2633866779163267,-0.26338667791627846,-0.26338667785829406,-4.808240709476248e-14,3.79373463250375e-23
finest-broad,22.700000000000003,-0.2663608838042585,-0.2663608838042075,-0.2663608837459049,-5.114838448819887e-14,-1.1812488114078155e-22
finest-broad,22.712500000000002,-0.2692446233689852,-0.26924462336893196,-0.2692446233103596,-5.3365905343047155e-14,-9.096401798669076e-24
finest-broad,22.725,-0.27203721070008324,-0.27203721070002956,-0.2720372106412463,-5.3704495735343085e-14,2.249067896379883e-22
finest-broad,22.7375,-0.27473800338262033,-0.27473800338256876,-0.2747380033236038,-5.187295033720954e-14,2.7461905198271814e-22
finest-broad,22.75,-0.27734640265571764,-0.2773464026556689,-0.2773464025964195,-4.889106326616565e-14,7.231561881759488e-23
finest-broad,22.762500000000003,-0.2798618535585816,-0.2798618535585352,-0.2798618534988461,-4.656097752633262e-14,-1.1378567259308737e-22
finest-broad,22.775000000000002,-0.2822838451412181,-0.28228384514117205,-0.28228384508108145,-4.612654544922849e-14,-3.2886633203577e-23
finest-broad,22.7875,-0.28461191076760706,-0.2846119107675598,-0.28461191070739206,-4.735859552012101e-14,2.1162045954279672e-22
finest-broad,22.8,-0.28684562838771105,-0.2868456283876621,-0.2868456283277592,-4.8954707729400395e-14,2.947179899041082e-22
finest-broad,22.8125,-0.28898462059607,-0.2889846205960201,-0.288984620536336,-4.980161333372141e-14,1.0362763617699476e-22
finest-broad,22.825000000000003,-0.29102855447414944,-0.29102855447409975,-0.29102855441417735,-4.980888062229897e-14,-1.0633561870734024e-22
finest-broad,22.837500000000002,-0.292977141468837,-0.29297714146878734,-0.29297714140829084,-4.9600241364085087e-14,-5.0662227579458713e-23
finest-broad,22.85,-0.2948301375554502,-0.2948301375554007,-0.29483013749463044,-4.9609089775183966e-14,2.0002119015630117e-22
finest-broad,22.8625,-0.2965873435968696,-0.29658734359681993,-0.2965873435364976,-4.961767309885168e-14,3.101609349525904e-22
finest-broad,22.875,-0.2982486055065432,-0.2982486055064942,-0.29824860544695414,-4.908271830252996e-14,1.3023984594041563e-22
finest-broad,22.887500000000003,-0.2998138139624581,-0.29981381396241047,-0.29981381390315565,-4.7691120309481654e-14,-9.743551074543912e-23
finest-broad,22.900000000000002,-0.3012829039116975,-0.30128290391165186,-0.3012829038518978,-4.553558986581003e-14,-6.248987636320132e-23
finest-broad,22.9125,-0.30265585437896536,-0.30265585437892245,-0.30265585431858005,-4.293742180653138e-14,1.9165955738612646e-22
finest-broad,22.925,-0.3039326887576982,-0.30393268875765833,-0.30393268869757767,-4.031002602837477e-14,3.2235422341647557e-22
finest-broad,22.9375,-0.3051134751513503,-0.30511347515131204,-0.3051134750923787,-3.81578429742074e-14,1.517617930093383e-22
finest-broad,22.950000000000003,-0.3061983261827036,-0.30619832618266674,-0.30619832612474157,-3.6952269450709826e-14,-8.85359843949062e-23
finest-broad,22.962500000000002,-0.3071873982529674,-0.30718739825293084,-0.3071873981949525,-3.682730283447182e-14,-6.918305998846243e-23
finest-broad,22.975,-0.3080808908872164,-0.308080890887179,-0.30808089082843265,-3.7463255408439574e-14,1.8741844728920224e-22
finest-broad,22.9875,-0.3088790467334355,-0.30887904673339706,-0.30887904667447774,-3.8420433928234003e-14,3.3313458399654356e-22
finest-broad,23.0,-0.3095821519956028,-0.30958215199556327,-0.3095821519377946,-3.95638575611916e-14,1.6819580382923556e-22
finest-broad,23.012500000000003,-0.31019053649041956,-0.31019053649037853,-0.3101905364342647,-4.097444551622725e-14,-8.141938769359451e-23
finest-broad,23.025000000000002,-0.3107045728836828,-0.31070457288364045,-0.310704572828207,-4.237472034538064e-14,-7.051766420802845e-23
finest-broad,23.0375,-0.3111246756166285,-0.3111246756165856,-0.3111246755605178,-4.286364649043429e-14,1.8941221105939646e-22
finest-broad,23.05,-0.3114513004313088,-0.31145130043126723,-0.31145130037456176,-4.154377998227365e-14,3.4272962060821728e-22
finest-broad,23.0625,-0.3116849447001303,-0.3116849447000918,-0.3116849446441884,-3.85204212887476e-14,1.78798191330634e-22
finest-broad,23.075000000000003,-0.3118261477500517,-0.31182614775001655,-0.3118261476961398,-3.511215747474994e-14,-7.56759754326062e-23
finest-broad,23.087500000000002,-0.3118754902935361,-0.3118754902935033,-0.3118754902411607,-3.285944702574313e-14,-6.700628250774085e-23
finest-broad,23.1,-0.31183359310429093,-0.3118335931042586,-0.31183359305177705,-3.226000206308114e-14,1.9643419897814739e-22
finest-broad,23.1125,-0.3117011159994602,-0.3117011159994277,-0.31170111594600985,-3.249527140188198e-14,3.5226184319212523e-22
finest-broad,23.125,-0.31147875784636986,-0.31147875784633744,-0.31147875779315226,-3.23360119706777e-14,1.8463912043102408e-22
finest-broad,23.137500000000003,-0.3111672570482844,-0.31116725704825293,-0.3111672569971137,-3.12161077829819e-14,-7.281696781698444e-23
finest-broad,23.150000000000002,-0.3107673913072181,-0.3107673913071886,-0.3107673912583424,-2.9482993246088405e-14,-5.903898224520666e-23
finest-broad,23.1625,-0.31027997627403947,-0.3102799762740119,-0.31027997622579023,-2.784417593953807e-14,2.1018271624060297e-22
finest-broad,23.175,-0.3097058640432146,-0.3097058640431879,-0.3097058639940436,-2.6720654904216835e-14,3.6122796404431722e-22
finest-broad,23.1875,-0.3090459426681312,-0.30904594266810526,-0.3090459426185848,-2.5972031125688806e-14,1.8409163026309053e-22
finest-broad,23.200000000000003,-0.30830113662575,-0.30830113662572506,-0.30830113657791525,-2.4956610315509308e-14,-7.197634551947743e-23
finest-broad,23.212500000000002,-0.30747240693921624,-0.3074724069391934,-0.3074724068942033,-2.286848593639339e-14,-4.560220867610699e-23
finest-broad,23.225,-0.30656075001358085,-0.3065607500135612,-0.3065607499701049,-1.9428388798881915e-14,2.2934525985918885e-22
finest-broad,23.2375,-0.30556719579389097,-0.30556719579387537,-0.3055671957498164,-1.5614535523128613e-14,3.6892772307747877e-22
finest-broad,23.25,-0.30449280671196344,-0.30449280671194984,-0.30449280666700584,-1.3548464108427415e-14,1.7810491057973799e-22
finest-broad,23.262500000000003,-0.30333867793182606,-0.30333867793181113,-0.30333867788801866,-1.5035496626016508e-14,-7.266264693395502e-23
finest-broad,23.275000000000002,-0.302105937762182,-0.30210593776216227,-0.30210593772141037,-1.9726495420870418e-14,-2.689797481566379e-23
finest-broad,23.2875,-0.30079574682717064,-0.3007957468271459,-0.30079574678879994,-2.4805145628769164e-14,2.5379581403746137e-22
finest-broad,23.3,-0.2994092960840686,-0.29940929608404154,-0.2994092960456884,-2.6991846867959085e-14,3.74670941468011e-22
finest-broad,23.3125,-0.2979478052207215,-0.29794780522069625,-0.29794780518117453,-2.529262921742133e-14,1.661363179744346e-22
finest-broad,23.325000000000003,-0.29641252251821976,-0.2964125225181978,-0.296412522479144,-2.189835217049048e-14,-7.395925254413189e-23
finest-broad,23.337500000000002,-0.2948047254206614,-0.29480472542064096,-0.29480472538452335,-2.0305758722421236e-14,-1.6486743583947533e-24
finest-broad,23.35,-0.2931257201099196,-0.2931257201098971,-0.2931257200769166,-2.2413651427510718e-14,2.8317416746804785e-22
finest-broad,23.3625,-0.2913768395768974,-0.2913768395768701,-0.29137683954465815,-2.720267030227141e-14,3.7716062586482493e-22
finest-broad,23.375,-0.28955944156449687,-0.28955944156446506,-0.28955944153105684,-3.18979666288975e-14,1.4843032309228097e-22
finest-broad,23.387500000000003,-0.2876749079464506,-0.28767490794641637,-0.28767490791279937,-3.426031858113753e-14,-7.382897159765479e-23
finest-broad,23.400000000000002,-0.2857246453002586,-0.28572464530022446,-0.28572464526917773,-3.405801501925483e-14,3.1071230252964525e-23
finest-broad,23.4125,-0.2837100848805826,-0.28371008488054966,-0.28371008485314647,-3.288045047821972e-14,3.1573238411904715e-22
finest-broad,23.425,-0.281632680902169,-0.28163268090213617,-0.28163268087633087,-3.274672830263451e-14,3.7469420592273906e-22
finest-broad,23.4375,-0.27949390816686254,-0.27949390816682795,-0.2794939081400271,-3.450408975056623e-14,1.2596539012504786e-22
finest-broad,23.450000000000003,-0.2772952609259716,-0.2772952609259345,-0.27729526089834855,-3.703958130198094e-14,-7.001786617228743e-23
finest-broad,23.462500000000002,-0.27503825331481563,-0.27503825331477755,-0.2750382532892333,-3.803694501296889e-14,7.189802185522632e-23
finest-broad,23.475,-0.2727244196657498,-0.27272441966571365,-0.2727244196440739,-3.6029189682163126e-14,3.500540464384329e-22
finest-broad,23.4875,-0.2703553131091722,-0.27035531310914024,-0.27035531308988686,-3.2097575774739814e-14,3.658444073441874e-22
finest-broad,23.5,-0.2679325030351605,-0.26793250303513105,-0.2679325030152698,-2.931147979770652e-14,9.961219129093267e-23
finest-broad,23.512500000000003,-0.26545757346539184,-0.26545757346536203,-0.2654575734442855,-2.994151913302554e-14,-6.024097907282278e-23
finest-broad,23.525000000000002,-0.26293212324181986,-0.2629321232417867,-0.2629321232221291,-3.303035040711508e-14,1.206773795653612e-22
finest-broad,23.5375,-0.26035776659193427,-0.2603577665918992,-0.26035776657618553,-3.5013943826638883e-14,3.827642575269888e-22
finest-broad,23.55,-0.25773613210177315,-0.2577361321017401,-0.2577361320891016,-3.3046776578248e-14,3.4848214478064076e-22
finest-broad,23.5625,-0.2550688601506099,-0.2550688601505822,-0.25506886013783053,-2.7681214051088372e-14,7.114270255838883e-23
finest-broad,23.575000000000003,-0.252357600859349,-0.25235760085932696,-0.2523576008450826,-2.2166998918810845e-14,-4.197528018400339e-23
finest-broad,23.587500000000002,-0.24960401396858276,-0.24960401396856347,-0.2496040139550995,-1.931417895897295e-14,1.769358717296533e-22
finest-broad,23.6,-0.24680976956299383,-0.24680976956297465,-0.24680976955331746,-1.9326411503865337e-14,4.11084466008361e-22
finest-broad,23.6125,-0.24397654742657204,-0.2439765474265516,-0.24397654742053065,-2.050054828043983e-14,3.218994033265421e-22
finest-broad,23.625,-0.24110603456215562,-0.2411060345621342,-0.24110603455654886,-2.1337248120304646e-14,4.405124502757006e-23
finest-broad,23.637500000000003,-0.23819992280494634,-0.23819992280492472,-0.23819992279770327,-2.1537484930266372e-14,-1.197440871898541e-23
finest-broad,23.650000000000002,-0.23525990836673816,-0.23525990836671679,-0.2352599083596715,-2.1388752280534963e-14,2.387755065832055e-22
finest-broad,23.6625,-0.23228769263714313,-0.23228769263712196,-0.23228769263362375,-2.1043355859923228e-14,4.312485444029896e-22
finest-broad,23.675,-0.22928498190054544,-0.22928498190052482,-0.2292849819010695,-2.0654342697420078e-14,2.8637419321589162e-22
finest-broad,23.6875,-0.2262534850199938,-0.22625348501997317,-0.22625348502148046,-2.0628280476191282e-14,2.1710389152219902e-23
finest-broad,23.700000000000003,-0.22319491080980938,-0.22319491080978826,-0.22319491080962714,-2.117538749327099e-14,3.122244920869687e-23
finest-broad,23.712500000000002,-0.22011096725723758,-0.22011096725721585,-0.2201109672566972,-2.183406369116528e-14,3.037670873114969e-22
finest-broad,23.725,-0.2170033623384512,-0.21700336233842915,-0.21700336234111614,-2.2055610206836005e-14,4.397070154659698e-22
finest-broad,23.7375,-0.21387380405932183,-0.21387380405929948,-0.21387380406629644,-2.2287071073747756e-14,2.427289129233261e-22
finest-broad,23.75,-0.21072399835154298,-0.2107239983515193,-0.21072399835996286,-2.377664247942262e-14,9.77572387672825e-24
finest-broad,23.762500000000003,-0.20755564629190937,-0.20755564629188264,-0.20755564629870019,-2.6810155480153325e-14,8.968369749482352e-23
finest-broad,23.775000000000002,-0.20437044303765767,-0.20437044303762825,-0.20437044304362448,-2.954159733812656e-14,3.664519973535017e-22
finest-broad,23.7875,-0.20117007861904804,-0.20117007861901864,-0.2011700786278354,-2.9358337761992584e-14,4.32881709124899e-22
finest-broad,23.8,-0.1979562382594522,-0.1979562382594266,-0.19795623827269457,-2.5600928339330077e-14,1.9545088802497497e-22
finest-broad,23.8125,-0.19473060050439372,-0.19473060050437319,-0.19473060051948848,-2.046407329684319e-14,1.2547489787119805e-23
finest-broad,23.825000000000003,-0.1914948343617696,-0.1914948343617526,-0.19149483437530526,-1.6922324442604235e-14,1.6050147316884387e-22
finest-broad,23.837500000000002,-0.1882505980029379,-0.18825059800292185,-0.1882505980152609,-1.6090163767600463e-14,4.215937956908472e-22
finest-broad,23.85,-0.18499953951682496,-0.18499953951680803,-0.18499953953160556,-1.6896427291156202e-14,4.0986540858061098e-22
finest-broad,23.8625,-0.1817432974658449,-0.18174329746582704,-0.18174329748514162,-1.7848533930128403e-14,1.486594779713523e-22
finest-broad,23.875,-0.1784834992472155,-0.17848349924719728,-0.17848349926865714,-1.8284100429988464e-14,3.471211741790496e-23
finest-broad,23.887500000000003,-0.1752217582122539,-0.175221758212236,-0.17522175823218925,-1.788806966727995e-14,2.4237219128416263e-22
finest-broad,23.900000000000002,-0.17195967219345965,-0.17195967219344363,-0.17195967221186995,-1.6021225483970647e-14,4.629560574927664e-22
finest-broad,23.9125,-0.16869882422505622,-0.16869882422504373,-0.16869882424558905,-1.2423129541684791e-14,3.70049069795371e-22
finest-broad,23.925,-0.16544078329653591,-0.16544078329652764,-0.16544078332156967,-8.283725166588224e-15,1.1009825651869084e-22
finest-broad,23.9375,-0.1621871029300718,-0.16218710293006622,-0.16218710295745695,-5.6333995797450564e-15,7.990642265444674e-23
finest-broad,23.950000000000003,-0.158939318321005,-0.15893931832099964,-0.15893931834692293,-5.305878722223611e-15,3.280567290112337e-22
finest-broad,23.962500000000002,-0.155698944753984,-0.15569894475397794,-0.15569894477810797,-6.054700096597577e-15,4.836556060870524e-22
finest-broad,23.975,-0.1524674783104643,-0.15246747831045815,-0.15246747833641505,-6.130927928830803e-15,3.1804060576898224e-22
finest-broad,23.9875,-0.1492463967884449,-0.14924639678843946,-0.1492463968188516,-5.3325659521235265e-15,8.864144992300672e-23
finest-broad,24.0,-0.1460371584691156,-0.14603715846911064,-0.1460371585019804,-4.8913406284307665e-15,1.4759202724024676e-22
finest-broad,24.012500000000003,-0.1428411993066831,-0.14284119930667763,-0.14284119933805775,-5.556303504859576e-15,4.089503400279742e-22
finest-broad,24.025000000000002,-0.1396599312962042,-0.13965993129619764,-0.13965993132556595,-6.620736089292425e-15,4.809026456108993e-22
finest-broad,24.0375,-0.136494743199625,-0.13649474319961796,-0.13649474323058552,-7.061338818357965e-15,2.609686331710325e-22
finest-broad,24.05,-0.13334700160645835,-0.1333470016064515,-0.13334700164179344,-6.838434034534338e-15,9.065072332968629e-23
finest-broad,24.0625,-0.13021804985578989,-0.13021804985578356,-0.13021804989358826,-6.370428120970215e-15,2.340884944373269e-22
finest-broad,24.075000000000003,-0.12710920529271827,-0.12710920529271297,-0.12710920532895606,-5.216149371158399e-15,4.759922946996313e-22
finest-broad,24.087500000000002,-0.12402175764865614,-0.12402175764865375,-0.1240217576827042,-2.4048982816553438e-15,4.526820865439457e-22
finest-broad,24.1,-0.12095696982425944,-0.12095696982426109,-0.12095696985973878,1.6713687318913386e-15,2.081827486158146e-22
finest-broad,24.1125,-0.11791607906997471,-0.11791607906997938,-0.11791607910973764,4.6677925654353475e-15,1.23441196787054e-22
finest-broad,24.125,-0.11490029602508613,-0.11490029602509065,-0.11490029606722507,4.5071177421762e-15,3.320124617968271e-22
finest-broad,24.137500000000003,-0.11191080205078181,-0.11191080205078381,-0.11191080209121808,1.9605302285590453e-15,5.185740016702127e-22
finest-broad,24.150000000000002,-0.10894874768169316,-0.10894874768169328,-0.10894874771979628,1.570161745577652e-16,4.0430210197330904e-22
finest-broad,24.1625,-0.10601525350689152,-0.1060152535068928,-0.10601525354633003,1.2876921818877513e-15,1.73012321439767e-22
finest-broad,24.175,-0.10311141145064898,-0.10311141145065329,-0.10311141149426441,4.349240694152823e-15,1.8662435390115132e-22
finest-broad,24.1875,-0.10023828388753249,-0.100238283887539,-0.10023828393334518,6.483771039598324e-15,4.284986858541336e-22
finest-broad,24.200000000000003,-0.09739690105866046,-0.09739690105866647,-0.0973969011025754,6.105081345249719e-15,5.310282397679642e-22
finest-broad,24.212500000000002,-0.09458825965180495,-0.09458825965180909,-0.09458825969328352,4.220286229858483e-15,3.443340925026287e-22
finest-broad,24.225,-0.091813323820889,-0.09181332382089195,-0.091813323863677,2.987382273522167e-15,1.6574993415549282e-22
finest-broad,24.2375,-0.08907302654557206,-0.08907302654557579,-0.08907302659242763,3.6643726789888084e-15,2.7696023161018462e-22
finest-broad,24.25,-0.08636826878014918,-0.0863682687801551,-0.08636826882892557,5.9599662038294436e-15,5.097986493467908e-22
finest-broad,24.262500000000003,-0.08369991695992726,-0.08369991695993584,-0.08369991700653562,8.603400381435728e-15,5.106361697170007e-22
finest-broad,24.275000000000002,-0.08106880176658422,-0.08106880176659431,-0.081068801810702,1.010775488373243e-14,2.879364013508805e-22
finest-broad,24.2875,-0.0784757193223389,-0.07847571932234854,-0.07847571936782823,9.566173257385242e-15,1.9547415247970304e-22
finest-broad,24.3,-0.07592143260220927,-0.07592143260221683,-0.07592143265163469,7.528056953851058e-15,3.820682625897079e-22
finest-broad,24.3125,-0.07340667057471088,-0.07340667057471682,-0.07340667062567909,6.020283657172647e-15,5.626958155437912e-22
finest-broad,24.325000000000003,-0.07093212580940177,-0.07093212580940866,-0.07093212585789564,6.8945359065430105e-15,4.643802298630354e-22
finest-broad,24.337500000000002,-0.06849845348405396,-0.06849845348406375,-0.06849845353006509,9.787281560560707e-15,2.505473206756008e-22
finest-broad,24.35,-0.06610627278185606,-0.06610627278186831,-0.06610627282935842,1.2245261770717219e-14,2.6267120351621395e-22
finest-broad,24.3625,-0.06375616832279356,-0.06375616832280592,-0.06375616837407287,1.2420154016585041e-14,4.8641787234509665e-22
finest-broad,24.375,-0.061448689256373465,-0.06144868925638479,-0.06144868930873698,1.1362741903799249e-14,5.782442261203739e-22
finest-broad,24.387500000000003,-0.059184346989046475,-0.05918434698905848,-0.05918434703859845,1.1971715123144238e-14,4.049112429462719e-22
finest-broad,24.400000000000002,-0.05696361448937046,-0.05696361448938606,-0.05696361453651017,1.559414666081789e-14,2.482208752027954e-22
finest-broad,24.4125,-0.05478692790499105,-0.05478692790501128,-0.0547869279538024,2.0272564348251287e-14,3.604191365016052e-22
finest-broad,24.425,-0.052654687970408016,-0.052654687970430776,-0.05265468802279098,2.2758573996715934e-14,5.707778871163171e-22
finest-broad,24.4375,-0.050567259017010015,-0.05056725901703189,-0.05056725906992376,2.196607875654859e-14,5.574395997388995e-22
finest-broad,24.450000000000003,-0.048524966849856695,-0.048524966849876755,-0.048524966899622934,2.000454377750751e-14,3.5267982789540594e-22
finest-broad,24.462500000000002,-0.04652809840520376,-0.04652809840522375,-0.046528098452725535,1.9900631842298746e-14,2.88527318500973e-22
finest-broad,24.475,-0.044576903588402335,-0.04457690358842492,-0.04457690363781905,2.2686332792811596e-14,4.723521830165152e-22
finest-broad,24.4875,-0.042671596605614794,-0.04267159660564152,-0.042671596658316886,2.6714714323344563e-14,6.206444703440764e-22
finest-broad,24.5,-0.04081235486533113,-0.0408123548653605,-0.04081235491792366,2.940036062504649e-14,5.097288559826066e-22
finest-broad,24.512500000000003,-0.03899931704709585,-0.038999317047125316,-0.03899931709624033,2.9444632258931404e-14,3.270098285484713e-22
finest-broad,24.525000000000002,-0.037232583160961674,-0.03723258316098935,-0.0372325832081347,2.7735311707618568e-14,3.703732211979153e-22
finest-broad,24.5375,-0.03551221658789164,-0.035512216587918054,-0.035512216637204434,2.6493896594821653e-14,5.771942237303145e-22
